image,book,page,column,nom_idx,syl_idx,syllable,tier,tier_v3,p_visual_syl,visual_fold,visual_argmax,visual_max_p
,stt2,page_0184,6,12,12,này,SYLLABLE,SYL,0.3202,2,này,0.3202
,stt2,page_0184,6,13,13,được,GOLD,CHAR_A,0.4744,2,được,0.4744
,stt2,page_0184,6,14,14,một,SYLLABLE,SYL,0.9945,2,một,0.9945
,stt2,page_0184,6,15,15,trăm,SYLLABLE,SYL,0.1183,2,chân,0.1665
,stt2,page_0184,6,16,16,hai,SYLLABLE,SYL,0.9457,2,hai,0.9457
,stt2,page_0184,6,17,17,mươi,GOLD,CHAR_A,0.9735,2,mươi,0.9735
,stt2,page_0184,6,18,18,hai,REVIEW,REVIEW,0.3869,2,hay,0.5759
,stt2,page_0184,6,19,19,năm,SYLLABLE,SYL,0.1121,2,năm,0.1121
,stt2,page_0184,7,0,0,mươi,REVIEW,REVIEW,0.8501,2,mươi,0.8501
,stt2,page_0184,7,1,1,sau,REVIEW,REVIEW,0.003,2,hai,0.1055
,stt2,page_0184,7,2,2,bà,SYLLABLE,SYL,0.9167,2,bà,0.9167
,stt2,page_0184,7,3,3,thánh,GOLD,CHAR_A,0.4011,2,thánh,0.4011
,stt2,page_0184,7,4,4,giu,REVIEW,REVIEW,0.0088,2,xu,0.0728
,stt2,page_0184,7,5,5,li,REVIEW,REVIEW,0.0466,2,le,0.654
,stt2,page_0184,7,6,6,a,GOLD,CHAR_A,0.9369,2,a,0.9369
,stt2,page_0184,7,7,7,na,GOLD,CHAR_A,0.2559,2,na,0.2559
,stt2,page_0184,7,8,8,đồng,GOLD,CHAR_A,0.8769,2,đồng,0.8769
,stt2,page_0184,7,9,9,trinh,SYLLABLE,SYL,0.4191,2,trinh,0.4191
,stt2,page_0184,7,10,10,tử,GOLD,CHAR_A,0.5766,2,tử,0.5766
,stt2,page_0184,7,11,11,vì,REVIEW,REVIEW,0.5854,2,vì,0.5854
,stt2,page_0184,7,12,12,đao,GOLD,CHAR_A,0.0053,2,đạo,0.7643
,stt2,page_0184,7,13,13,truyen,SYLLABLE,SYL,0.2961,2,truyen,0.2961
,stt2,page_0184,8,0,0,bà,SYLLABLE,SYL,0.9522,2,bà,0.9522
,stt2,page_0184,8,1,1,thánh,GOLD,CHAR_A,0.8289,2,thánh,0.8289
,stt2,page_0184,8,2,2,này,REVIEW,REVIEW,0.0102,2,phép,0.0652
,stt2,page_0184,8,3,3,sinh,GOLD,CHAR_A,0.9159,2,sinh,0.9159
,stt2,page_0184,8,4,4,ra,SYLLABLE,SYL,0.4747,2,ra,0.4747
,stt2,page_0184,8,5,5,ở,GOLD,CHAR_A,0.9627,2,ở,0.9627
,stt2,page_0184,8,6,6,thành,GOLD,CHAR_A,0.0159,2,sang,0.0564
,stt2,page_0184,8,7,7,ni,SYLLABLE,SYL,0.031,2,nơi,0.4245
,stt2,page_0184,8,8,8,cô,GOLD,CHAR_A,0.172,2,cô,0.172
,stt2,page_0184,8,9,9,me,GOLD,CHAR_A,,2,từ,0.35
,stt2,page_0184,8,10,10,di,GOLD,CHAR_A,,2,ri,0.3915
,stt2,page_0184,8,11,11,a,REVIEW,REVIEW,0.1364,2,a,0.1364
,stt2,page_0184,8,12,12,người,GOLD,CHAR_A,0.9741,2,người,0.9741
,stt2,page_0184,8,13,13,thờ,SYLLABLE,SYL,0.1336,2,trong,0.1345
,stt2,page_0184,8,14,14,phụng,GOLD,CHAR_A,0.0001,2,thì,0.1241
,stt2,page_0184,8,15,15,đức,SYLLABLE,SYL,0.5559,2,đức,0.5559
,stt2,page_0184,8,16,16,chúa,GOLD,CHAR_A,0.1307,2,đức,0.151
,stt2,page_0184,8,17,17,giê,GOLD,CHAR_A,0.5543,2,giê,0.5543
,stt2,page_0184,8,18,18,su,GOLD,CHAR_A,0.8202,2,su,0.8202
,stt2,page_0184,8,19,19,lắm,GOLD,CHAR_A,0.0048,2,mà,0.0995
,stt2,page_0184,9,0,0,cùng,GOLD,CHAR_A,0.942,2,cùng,0.942
,stt2,page_0184,9,1,1,nên,GOLD,CHAR_A,0.9617,2,nên,0.9617
,stt2,page_0184,9,2,2,gương,REVIEW,REVIEW,0.0241,2,trách,0.0673
,stt2,page_0184,9,3,3,cho,GOLD,CHAR_A,0.9651,2,cho,0.9651
,stt2,page_0184,9,4,4,kẻ,GOLD,CHAR_A,0.7265,2,kẻ,0.7265
,stt2,page_0184,9,5,5,muốn,SYLLABLE,SYL,0.8373,2,muốn,0.8373
,stt2,page_0184,9,6,6,giữ,GOLD,CHAR_A,0.1753,2,giữ,0.1753
,stt2,page_0184,9,7,7,mình,GOLD,CHAR_A,0.6836,2,mình,0.6836
,stt2,page_0184,9,8,8,sạch,GOLD,CHAR_A,0.0123,2,mà,0.2895
,stt2,page_0184,9,9,9,sẽ,GOLD,CHAR_A,0.8589,2,sẽ,0.8589
,stt2,page_0184,9,10,10,được,GOLD,CHAR_A,0.9739,2,được,0.9739
,stt2,page_0184,9,11,11,xem,SYLLABLE,SYL,0.8125,2,xem,0.8125
,stt2,page_0184,9,12,12,cha,GOLD,CHAR_A,0.9888,2,cha,0.9888
,stt2,page_0184,9,13,13,mẹ,SYLLABLE,SYL,0.7353,2,mẹ,0.7353
,stt2,page_0184,9,14,14,gả,GOLD,CHAR_A,,2,tượng,0.0821
,stt2,page_0184,9,15,15,cho,GOLD,CHAR_A,0.9032,2,cho,0.9032
,stt2,page_0184,9,16,16,một,GOLD,CHAR_A,0.647,2,một,0.647
,stt2,page_0184,9,17,17,quan,GOLD,CHAR_A,0.9115,2,quan,0.9115
,stt2,page_0186,1,0,0,sang,REVIEW,REVIEW,0.3982,3,sang,0.3982
,stt2,page_0186,1,1,1,trọng,GOLD,CHAR_A,0.9129,3,trọng,0.9129
,stt2,page_0186,1,2,2,tên,GOLD,CHAR_A,0.8003,3,tên,0.8003
,stt2,page_0186,1,3,3,là,SYLLABLE,SYL,0.4288,3,là,0.4288
,stt2,page_0186,1,4,4,e,SYLLABLE,SYL,0.0083,3,i,0.4259
,stt2,page_0186,1,5,5,lêu,REVIEW,REVIEW,,3,chừa,0.0674
,stt2,page_0186,1,6,6,xi,REVIEW,REVIEW,0.0479,3,chọn,0.1472
,stt2,page_0186,1,7,7,ô,GOLD,CHAR_A,0.8075,3,ô,0.8075
,stt2,page_0186,1,8,8,song,GOLD,CHAR_A,0.7139,3,song,0.7139
,stt2,page_0186,1,9,9,le,GOLD,CHAR_A,0.0213,3,lóc,0.0619
,stt2,page_0186,1,10,10,lòng,GOLD,CHAR_A,0.0159,3,vua,0.0961
,stt2,page_0186,1,11,11,bà,SYLLABLE,SYL,0.0035,3,lòng,0.1458
,stt2,page_0186,1,12,12,thánh,REVIEW,REVIEW,0.0059,3,cũng,0.1467
,stt2,page_0186,1,13,13,này,SYLLABLE,SYL,0.0176,3,thánh,0.5013
,stt2,page_0186,1,14,14,chăng,GOLD,CHAR_A,0.3277,3,chăng,0.3277
,stt2,page_0186,1,15,15,yêu,GOLD,CHAR_A,0.0023,3,chăng,0.2107
,stt2,page_0186,1,16,16,sự,GOLD,CHAR_A,0.197,3,sự,0.197
,stt2,page_0186,1,17,17,ấy,GOLD,CHAR_A,0.2683,3,ấy,0.2683
,stt2,page_0186,1,18,18,đến,GOLD,CHAR_A,0.4343,3,đến,0.4343
,stt2,page_0186,2,0,0,khi,GOLD,CHAR_A,0.7367,3,khi,0.7367
,stt2,page_0186,2,1,1,cha,GOLD,CHAR_A,0.3212,3,cha,0.3212
,stt2,page_0186,2,2,2,mẹ,SYLLABLE,SYL,0.2188,3,mẹ,0.2188
,stt2,page_0186,2,3,3,giục,GOLD,CHAR_A,0.2729,3,giục,0.2729
,stt2,page_0186,2,4,4,con,GOLD,CHAR_A,0.7589,3,con,0.7589
,stt2,page_0186,2,5,5,sự,GOLD,CHAR_A,0.7937,3,sự,0.7937
,stt2,page_0186,2,6,6,ấy,GOLD,CHAR_A,0.2275,3,ấy,0.2275
,stt2,page_0186,2,7,7,thì,SYLLABLE,SYL,0.1049,3,người,0.4181
,stt2,page_0186,2,8,8,người,GOLD,CHAR_A,0.7261,3,người,0.7261
,stt2,page_0186,2,9,9,thưa,GOLD,CHAR_A,0.9601,3,thưa,0.9601
,stt2,page_0186,2,10,10,răng,GOLD,CHAR_B,0.6464,3,răng,0.6464
,stt2,page_0186,2,11,11,ông,SYLLABLE,SYL,0.939,3,ông,0.939
,stt2,page_0186,2,12,12,ấy,GOLD,CHAR_A,0.8111,3,ấy,0.8111
,stt2,page_0186,2,13,13,chưa,SYLLABLE,SYL,0.7579,3,chưa,0.7579
,stt2,page_0186,2,14,14,có,GOLD,CHAR_A,0.9233,3,có,0.9233
,stt2,page_0186,2,15,15,làm,SYLLABLE,SYL,0.7308,3,làm,0.7308
,stt2,page_0186,2,16,16,quan,GOLD,CHAR_A,0.185,3,quan,0.185
,stt2,page_0186,2,17,17,lớn,REVIEW,REVIEW,0.0023,3,tim,0.0437
,stt2,page_0186,2,18,18,coi,SYLLABLE,SYL,0.2919,3,cai,0.5245
,stt2,page_0186,3,0,0,hết,GOLD,CHAR_A,0.7037,3,hết,0.7037
,stt2,page_0186,3,1,1,thành,GOLD,CHAR_A,0.9218,3,thành,0.9218
,stt2,page_0186,3,2,2,này,REVIEW,REVIEW,0.0298,3,nơi,0.1233
,stt2,page_0186,3,3,3,thì,SYLLABLE,SYL,0.98,3,thì,0.98
,stt2,page_0186,3,4,4,tôi,GOLD,CHAR_A,0.922,3,tôi,0.922
,stt2,page_0186,3,5,5,chẳng,GOLD,CHAR_A,0.126,3,chăng,0.6494
,stt2,page_0186,3,6,6,lấy,REVIEW,REVIEW,0.8476,3,lấy,0.8476
,stt2,page_0186,3,7,7,bấy,GOLD,CHAR_A,0.2945,3,bây,0.4117
,stt2,page_0186,3,8,8,giờ,GOLD,CHAR_A,0.8143,3,giờ,0.8143
,stt2,page_0186,3,9,9,e,REVIEW,REVIEW,0.0327,3,i,0.4263
,stt2,page_0186,3,10,10,lêu,REVIEW,REVIEW,,3,xin,0.0582
,stt2,page_0186,3,11,11,xi,REVIEW,REVIEW,0.3448,3,xi,0.3448
,stt2,page_0186,3,12,12,ô,GOLD,CHAR_A,0.6332,3,ô,0.6332
,stt2,page_0186,3,13,13,nghe,REVIEW,REVIEW,0.0244,3,nói,0.1629
,stt2,page_0186,3,14,14,lời,GOLD,CHAR_B,0.0488,3,nghe,0.5839
,stt2,page_0186,3,15,15,ấy,GOLD,CHAR_A,0.6451,3,ấy,0.6451
,stt2,page_0186,3,16,16,liền,GOLD,CHAR_A,0.1412,3,liên,0.3738
,stt2,page_0186,3,17,17,lấy,REVIEW,REVIEW,0.805,3,lấy,0.805
,stt2,page_0186,4,0,0,nhiều,GOLD,SYL,0.8935,3,nhiều,0.8935
,stt2,page_0186,4,1,1,của,REVIEW,REVIEW,0.0007,3,khi,0.1126
,stt2,page_0186,4,2,2,đi,SYLLABLE,SYL,0.9713,3,đi,0.9713
,stt2,page_0186,4,3,3,cầu,GOLD,CHAR_A,0.8249,3,cầu,0.8249
,stt2,page_0186,4,4,4,quan,GOLD,CHAR_A,0.6979,3,quan,0.6979
,stt2,page_0186,4,5,5,mới,REVIEW,REVIEW,0.0886,3,mới,0.0886
,stt2,page_0186,4,6,6,được,GOLD,CHAR_A,0.5801,3,được,0.5801
,stt2,page_0186,4,7,7,chức,GOLD,CHAR_A,0.156,3,chức,0.156
,stt2,page_0186,4,8,8,ấy,SYLLABLE,SYL,0.0643,3,chức,0.6882
,stt2,page_0186,4,9,9,nhưng,GOLD,CHAR_A,0.4982,3,nhưng,0.4982
,stt2,page_0186,4,10,10,mà,GOLD,CHAR_A,0.7405,3,mà,0.7405
,stt2,page_0186,4,11,11,người,GOLD,CHAR_A,0.938,3,người,0.938
,stt2,page_0186,4,12,12,lại,SYLLABLE,SYL,0.1432,3,sự,0.1695
,stt2,page_0186,4,13,13,chê,SYLLABLE,SYL,0.1027,3,thì,0.174
,stt2,page_0186,4,14,14,răng,GOLD,CHAR_A,0.1885,3,răng,0.1885
,stt2,page_0186,4,15,15,đã,REVIEW,REVIEW,0.7285,3,đã,0.7285
,stt2,page_0186,4,16,16,làm,SYLLABLE,SYL,0.9108,3,làm,0.9108
,stt2,page_0186,4,17,17,quan,GOLD,CHAR_A,0.8828,3,quan,0.8828
,stt2,page_0186,4,18,18,chưa,REVIEW,REVIEW,0.0157,3,phép,0.6808
,stt2,page_0186,5,0,0,được,GOLD,CHAR_A,0.7453,3,được,0.7453
,stt2,page_0186,5,1,1,làm,SYLLABLE,SYL,0.979,3,làm,0.979
,stt2,page_0186,5,2,2,con,REVIEW,REVIEW,0.2992,3,con,0.2992
,stt2,page_0186,5,3,3,đức,SYLLABLE,SYL,0.6839,3,đức,0.6839
,stt2,page_0186,5,4,4,chúa,GOLD,CHAR_A,0.121,3,thiên,0.772
,stt2,page_0186,5,5,5,trời,SYLLABLE,SYL,0.5605,3,trời,0.5605
,stt2,page_0186,5,6,6,chịu,SYLLABLE,SYL,0.0277,3,ông,0.1597
,stt2,page_0186,5,7,7,đạo,GOLD,CHAR_A,0.1558,3,cùng,0.364
,stt2,page_0186,5,8,8,đã,GOLD,CHAR_A,0.0343,3,thì,0.1072
,stt2,page_0186,5,9,9,thì,SYLLABLE,SYL,0.2425,3,thì,0.2425
,stt2,page_0186,5,10,10,tôi,SYLLABLE,SYL,0.6172,3,tôi,0.6172
,stt2,page_0186,5,11,11,sẽ,GOLD,CHAR_A,0.23,3,sãi,0.2615
,stt2,page_0186,5,12,12,toan,SYLLABLE,SYL,0.2367,3,bởi,0.4484
,stt2,page_0186,5,13,13,sự,GOLD,CHAR_A,0.3702,3,sự,0.3702
,stt2,page_0186,5,14,14,ấy,GOLD,CHAR_A,0.0765,3,sự,0.3549
,stt2,page_0186,5,15,15,cha,GOLD,CHAR_A,0.218,3,ấy,0.3895
,stt2,page_0186,5,16,16,mẹ,SYLLABLE,SYL,0.7594,3,mẹ,0.7594
,stt2,page_0186,5,17,17,nghe,REVIEW,REVIEW,0.0018,3,hai,0.8091
,stt2,page_0186,5,18,18,làm,SYLLABLE,SYL,0.9365,3,làm,0.9365
,stt2,page_0186,5,19,19,vậy,GOLD,CHAR_A,0.1978,3,vậy,0.1978
,stt2,page_0186,6,0,0,liền,GOLD,CHAR_A,0.1823,3,liên,0.6553
,stt2,page_0186,6,2,1,giận,GOLD,CHAR_A,0.0054,3,lắm,0.6106
,stt2,page_0186,6,3,2,lắm,GOLD,CHAR_A,0.0002,3,phó,0.5811
,stt2,page_0186,6,4,3,phó,GOLD,CHAR_A,0.0012,3,con,0.2401
,stt2,page_0186,6,5,4,con,GOLD,CHAR_A,0.0295,3,cho,0.137
,stt2,page_0186,6,6,5,cho,GOLD,CHAR_A,0.0105,3,quan,0.271
,stt2,page_0186,6,7,6,quan,GOLD,CHAR_A,0.0679,3,ấy,0.4601
,stt2,page_0186,6,8,7,ấy,GOLD,CHAR_A,0.1415,3,ấy,0.1415
,stt2,page_0186,6,9,8,phạt,GOLD,CHAR_A,0.2493,3,phạt,0.2493
,stt2,page_0186,6,10,9,quan,GOLD,CHAR_A,0.7203,3,quan,0.7203
,stt2,page_0186,6,11,10,dù,GOLD,CHAR_A,0.6483,3,dù,0.6483
,stt2,page_0186,6,12,11,mà,GOLD,CHAR_A,0.9079,3,mà,0.9079
,stt2,page_0186,6,13,12,yêu,REVIEW,REVIEW,0.6953,3,yêu,0.6953
,stt2,page_0186,6,14,13,người,GOLD,CHAR_A,0.9669,3,người,0.9669
,stt2,page_0186,6,15,14,lăm,REVIEW,REVIEW,0.0521,3,phúc,0.0528
,stt2,page_0186,6,16,15,song,GOLD,CHAR_A,0.623,3,song,0.623
,stt2,page_0186,6,17,16,le,SYLLABLE,SYL,0.0255,3,đây,0.031
,stt2,page_0186,6,18,17,bởi,GOLD,CHAR_A,0.1162,3,bởi,0.1162
,stt2,page_0186,6,19,18,thấy,GOLD,CHAR_A,0.0417,3,vậy,0.0651
,stt2,page_0186,7,0,0,chế,REVIEW,REVIEW,,3,hai,0.0356
,stt2,page_0186,7,1,1,mình,GOLD,CHAR_A,0.6245,3,mình,0.6245
,stt2,page_0186,7,2,2,thì,SYLLABLE,SYL,0.9613,3,thì,0.9613
,stt2,page_0186,7,3,3,mới,SYLLABLE,SYL,0.8273,3,mới,0.8273
,stt2,page_0186,7,4,4,trở,GOLD,CHAR_A,0.18,3,trở,0.18
,stt2,page_0186,7,5,5,lòng,GOLD,CHAR_A,0.849,3,lòng,0.849
,stt2,page_0186,7,6,6,khác,GOLD,CHAR_A,0.31,3,khác,0.31
,stt2,page_0186,7,7,7,càng,GOLD,CHAR_A,0.2133,3,càng,0.2133
,stt2,page_0186,7,8,8,yêu,GOLD,CHAR_A,0.2545,3,yêu,0.2545
,stt2,page_0186,7,9,9,trước,SYLLABLE,SYL,0.4687,3,trước,0.4687
,stt2,page_0186,7,10,10,thì,GOLD,CHAR_A,0.3865,3,thì,0.3865
,stt2,page_0186,7,11,11,sau,SYLLABLE,SYL,0.0002,3,thì,0.2124
,stt2,page_0186,7,12,12,càng,GOLD,CHAR_A,0.0001,3,sau,0.7571
,stt2,page_0186,7,13,13,ghét,GOLD,CHAR_A,0.0,3,càng,0.9833
,stt2,page_0186,7,14,14,vậy,GOLD,CHAR_B,0.0005,3,ghét,0.3721
,stt2,page_0186,7,15,15,dạy,GOLD,CHAR_A,0.0,3,vậy,0.9849
,stt2,page_0186,7,16,16,đánh,GOLD,CHAR_A,0.0083,3,dạy,0.7246
,stt2,page_0186,7,17,17,người,GOLD,CHAR_A,0.6428,3,người,0.6428
,stt2,page_0186,7,18,18,lăm,SYLLABLE,SYL,0.0093,3,ta,0.3035
,stt2,page_0186,8,0,0,đoan,REVIEW,REVIEW,,3,đoạn,0.8277
,stt2,page_0186,8,1,1,buộc,SYLLABLE,SYL,0.3186,3,buộc,0.3186
,stt2,page_0186,8,2,2,treo,REVIEW,REVIEW,,3,giờ,0.2187
,stt2,page_0186,8,3,3,lên,GOLD,CHAR_A,0.0036,3,mũi,0.0513
,stt2,page_0186,8,4,4,để,GOLD,CHAR_A,0.7346,3,để,0.7346
,stt2,page_0186,8,5,5,lâu,GOLD,CHAR_B,0.8689,3,lâu,0.8689
,stt2,page_0186,8,6,6,cho,GOLD,CHAR_A,0.7404,3,cho,0.7404
,stt2,page_0186,8,7,7,nên,GOLD,CHAR_A,0.5277,3,nên,0.5277
,stt2,page_0186,8,8,8,da,REVIEW,REVIEW,0.0003,3,ri,0.0621
,stt2,page_0186,8,9,9,đầu,REVIEW,REVIEW,0.0214,3,nguyện,0.139
,stt2,page_0186,8,10,10,sứt,GOLD,CHAR_A,,3,tức,0.0422
,stt2,page_0186,8,11,11,đi,REVIEW,REVIEW,0.3738,3,đi,0.3738
,stt2,page_0186,8,12,12,hư,GOLD,CHAR_A,0.0268,3,mà,0.1427
,stt2,page_0186,8,13,13,con,REVIEW,REVIEW,0.9558,3,con,0.9558
,stt2,page_0186,8,14,14,mat,REVIEW,REVIEW,,3,cực,0.0465
,stt2,page_0186,8,15,15,may,SYLLABLE,SYL,0.0003,3,mi,0.8295
,stt2,page_0186,8,16,16,thì,GOLD,CHAR_A,0.0001,3,thì,0.6778
,stt2,page_0186,9,0,0,co,GOLD,CHAR_A,,3,cô,0.3412
,stt2,page_0186,9,1,1,lên,GOLD,CHAR_A,0.0861,3,tên,0.1216
,stt2,page_0186,9,2,2,khỏi,GOLD,CHAR_A,0.8793,3,khỏi,0.8793
,stt2,page_0186,9,3,3,trán,REVIEW,REVIEW,,3,lớn,0.4642
,stt2,page_0186,9,4,4,đoạn,SYLLABLE,SYL,0.2237,3,việc,0.2694
,stt2,page_0186,9,5,5,lấy,REVIEW,REVIEW,0.7222,3,lấy,0.7222
,stt2,page_0186,9,6,6,ván,GOLD,CHAR_A,0.0015,3,giu,0.0688
,stt2,page_0186,9,7,7,đồng,REVIEW,REVIEW,0.0008,3,có,0.1763
,stt2,page_0186,9,8,8,nung,GOLD,CHAR_A,0.0382,3,ta,0.0462
,stt2,page_0186,9,9,9,lửa,SYLLABLE,SYL,0.0341,3,nó,0.0917
,stt2,page_0186,9,10,10,mà,GOLD,CHAR_A,0.5153,3,mà,0.5153
,stt2,page_0186,9,11,11,áp,GOLD,CHAR_A,,3,khỏi,0.3331
,stt2,page_0186,9,12,12,vào,GOLD,CHAR_A,0.0033,3,vì,0.2378
,stt2,page_0186,9,13,13,mình,GOLD,CHAR_A,0.0087,3,ba,0.1364
,stt2,page_0186,9,14,14,bà,SYLLABLE,SYL,0.0168,3,mình,0.4868
,stt2,page_0186,9,15,15,thánh,GOLD,CHAR_A,0.7898,3,thánh,0.7898
,stt2,page_0186,9,16,16,ấv,REVIEW,REVIEW,,3,ấy,0.6726
,stt2,page_0188,1,0,0,lại,REVIEW,REVIEW,0.9189,0,lại,0.9189
,stt2,page_0188,1,1,1,bắt,REVIEW,REVIEW,0.5191,0,bắt,0.5191
,stt2,page_0188,1,2,2,về,GOLD,CHAR_B,0.7242,0,về,0.7242
,stt2,page_0188,1,3,3,mà,GOLD,CHAR_A,0.8891,0,mà,0.8891
,stt2,page_0188,1,4,4,cầm,GOLD,CHAR_B,0.7665,0,cầm,0.7665
,stt2,page_0188,1,5,5,khi,SYLLABLE,SYL,0.9759,0,khi,0.9759
,stt2,page_0188,1,6,6,ấy,GOLD,CHAR_A,0.4755,0,ấy,0.4755
,stt2,page_0188,1,7,7,người,GOLD,CHAR_A,0.9028,0,người,0.9028
,stt2,page_0188,1,8,8,nguyện,GOLD,CHAR_A,0.2764,0,nguyện,0.2764
,stt2,page_0188,1,9,9,rằng,GOLD,CHAR_A,0.504,0,rằng,0.504
,stt2,page_0188,1,10,10,tôi,GOLD,CHAR_A,0.9227,0,tôi,0.9227
,stt2,page_0188,1,11,11,lạy,SYLLABLE,SYL,0.0133,0,bà,0.0461
,stt2,page_0188,1,12,12,đức,SYLLABLE,SYL,0.4811,0,đức,0.4811
,stt2,page_0188,1,13,13,chúa,GOLD,CHAR_A,0.7972,0,chúa,0.7972
,stt2,page_0188,1,14,14,trời,SYLLABLE,SYL,0.9829,0,trời,0.9829
,stt2,page_0188,1,15,15,có,GOLD,CHAR_A,0.8688,0,có,0.8688
,stt2,page_0188,1,16,16,phép,GOLD,CHAR_A,0.9533,0,phép,0.9533
,stt2,page_0188,1,17,17,vô,REVIEW,REVIEW,0.0076,0,vồ,0.6051
,stt2,page_0188,1,18,18,cùng,GOLD,CHAR_A,0.0633,0,đến,0.4593
,stt2,page_0188,2,0,0,thuở,GOLD,CHAR_A,0.2374,0,thuở,0.2374
,stt2,page_0188,2,1,1,xưa,SYLLABLE,SYL,0.5915,0,xưa,0.5915
,stt2,page_0188,2,2,2,cho,GOLD,CHAR_A,0.3575,0,cho,0.3575
,stt2,page_0188,2,3,3,thánh,GOLD,CHAR_A,0.0694,0,cùng,0.11
,stt2,page_0188,2,4,4,da,GOLD,CHAR_A,0.0003,0,chữa,0.9355
,stt2,page_0188,2,5,5,ni,SYLLABLE,SYL,0.0058,0,nơi,0.2502
,stt2,page_0188,2,6,6,e,GOLD,CHAR_A,0.0018,0,nhân,0.1674
,stt2,page_0188,2,7,7,khỏi,SYLLABLE,SYL,0.203,0,khỏi,0.203
,stt2,page_0188,2,8,8,sư,REVIEW,REVIEW,0.0007,0,hồn,0.2444
,stt2,page_0188,2,9,9,tử,REVIEW,REVIEW,0.0809,0,sư,0.5489
,stt2,page_0188,2,10,10,cắn,REVIEW,REVIEW,,0,làm,0.1242
,stt2,page_0188,2,11,11,cùng,GOLD,CHAR_A,0.5982,0,cùng,0.5982
,stt2,page_0188,2,12,12,ba,GOLD,CHAR_A,0.0059,0,xưng,0.1026
,stt2,page_0188,2,13,13,người,GOLD,CHAR_A,0.0016,0,ba,0.6559
,stt2,page_0188,2,14,14,con,REVIEW,REVIEW,0.0,0,người,0.8576
,stt2,page_0188,2,15,15,trẻ,SYLLABLE,SYL,0.0004,0,còn,0.0972
,stt2,page_0188,2,16,16,ở,GOLD,CHAR_A,0.0004,0,lấy,0.6491
,stt2,page_0188,2,17,17,trong,GOLD,CHAR_A,0.0007,0,ở,0.886
,stt2,page_0188,2,18,18,lửa,REVIEW,REVIEW,0.0038,0,trong,0.1302
,stt2,page_0188,2,19,19,mà,GOLD,CHAR_A,0.5007,0,mà,0.5007
,stt2,page_0188,3,0,0,chăng,GOLD,CHAR_A,0.7618,0,chăng,0.7618
,stt2,page_0188,3,1,1,cháy,REVIEW,REVIEW,0.1473,0,cháy,0.1473
,stt2,page_0188,3,2,2,cùng,GOLD,CHAR_A,0.6963,0,cùng,0.6963
,stt2,page_0188,3,3,3,cho,GOLD,CHAR_A,0.6624,0,cho,0.6624
,stt2,page_0188,3,4,4,bà,SYLLABLE,SYL,0.8333,0,bà,0.8333
,stt2,page_0188,3,5,5,thánh,GOLD,CHAR_A,0.5345,0,thánh,0.5345
,stt2,page_0188,3,6,6,tề,REVIEW,REVIEW,,0,ấy,0.0701
,stt2,page_0188,3,7,7,ca,GOLD,CHAR_A,0.12,0,là,0.1698
,stt2,page_0188,3,8,8,la,REVIEW,REVIEW,0.0013,0,là,0.2008
,stt2,page_0188,3,9,9,khỏi,SYLLABLE,SYL,0.0505,0,li,0.0976
,stt2,page_0188,3,10,10,lửa,REVIEW,REVIEW,0.9385,0,lửa,0.9385
,stt2,page_0188,3,11,11,cùng,GOLD,CHAR_A,0.8502,0,cùng,0.8502
,stt2,page_0188,3,12,12,muông,REVIEW,REVIEW,0.1724,0,muông,0.1724
,stt2,page_0188,3,13,13,dữ,GOLD,CHAR_A,0.3303,0,dữ,0.3303
,stt2,page_0188,3,14,14,thì,GOLD,CHAR_A,0.1825,0,thì,0.1825
,stt2,page_0188,3,15,15,tôi,SYLLABLE,SYL,0.3013,0,tôi,0.3013
,stt2,page_0188,3,16,16,xin,GOLD,CHAR_A,0.7393,0,xin,0.7393
,stt2,page_0188,3,17,17,cùng,GOLD,CHAR_A,0.2919,0,cùng,0.2919
,stt2,page_0188,3,18,18,đức,SYLLABLE,SYL,0.8053,0,đức,0.8053
,stt2,page_0188,4,0,0,chúa,GOLD,CHAR_A,0.8671,0,chúa,0.8671
,stt2,page_0188,4,1,1,trời,SYLLABLE,SYL,0.6338,0,trời,0.6338
,stt2,page_0188,4,2,2,chữa,GOLD,CHAR_A,0.5828,0,chữa,0.5828
,stt2,page_0188,4,3,3,lấy,GOLD,CHAR_A,0.1297,0,những,0.2261
,stt2,page_0188,4,4,4,tôi,GOLD,CHAR_A,0.1934,0,cùng,0.4459
,stt2,page_0188,4,5,5,cùng,GOLD,CHAR_A,0.1628,0,an,0.3137
,stt2,page_0188,4,6,6,đang,GOLD,CHAR_A,0.0055,0,phú,0.2371
,stt2,page_0188,4,7,7,khi,GOLD,CHAR_A,0.9632,0,khi,0.9632
,stt2,page_0188,4,8,8,còn,GOLD,CHAR_B,0.0785,0,còn,0.0785
,stt2,page_0188,4,9,9,nguyện,REVIEW,REVIEW,0.0854,0,nguyện,0.0854
,stt2,page_0188,4,10,10,thấy,GOLD,CHAR_A,0.8509,0,thấy,0.8509
,stt2,page_0188,4,11,11,quỷ,GOLD,CHAR_A,0.5887,0,quỷ,0.5887
,stt2,page_0188,4,12,12,lấy,SYLLABLE,SYL,0.9777,0,lấy,0.9777
,stt2,page_0188,4,13,13,hình,GOLD,CHAR_A,0.9723,0,hình,0.9723
,stt2,page_0188,4,14,14,thiên,GOLD,CHAR_A,0.5345,0,thiên,0.5345
,stt2,page_0188,4,15,15,thần,GOLD,CHAR_A,0.8481,0,thần,0.8481
