image,book,page,column,ocr_char,syllable,label,unicode,tier,rule,bbox,image_md5
syllable/stt2_page_0078_c08_150.png,stt2,page_0078,8,虎,xác,,,SYLLABLE,syl_ctx:corpus4,"[422, 666, 525, 779]",16b79522eab7
gold/stt2_page_0078_c08_151.png,stt2,page_0078,8,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[420, 760, 526, 877]",838ee19f64f8
syllable/stt2_page_0078_c08_152.png,stt2,page_0078,8,題,lên,,,SYLLABLE,syl_ctx:bigram,"[414, 854, 518, 971]",083d11e41f31
gold/stt2_page_0078_c08_153.png,stt2,page_0078,8,天,thiên,天,U+5929,GOLD,s1_inter_s2_direct,"[413, 943, 518, 1057]",d32cff6b7864
syllable/stt2_page_0078_c08_155.png,stt2,page_0078,8,而,làm,,,SYLLABLE,syl_ctx:corpus4,"[413, 1114, 519, 1229]",f2b4e6b7dae5
gold/stt2_page_0078_c08_157.png,stt2,page_0078,8,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[414, 1307, 517, 1419]",3e632994580d
gold/stt2_page_0078_c08_158.png,stt2,page_0078,8,各,các,各,U+5404,GOLD,s1_inter_s2_direct,"[411, 1402, 520, 1515]",b13cb3a31e87
syllable/stt2_page_0078_c08_159.png,stt2,page_0078,8,垂,anh,,,SYLLABLE,syl_ctx:bigram,"[411, 1498, 520, 1611]",2d221e2b1cf0
syllable/stt2_page_0078_c08_160.png,stt2,page_0078,8,娩,em,,,SYLLABLE,syl_ctx:corpus4,"[412, 1584, 519, 1699]",3ff0b5522aad
syllable/stt2_page_0078_c08_161.png,stt2,page_0078,8,得,ngày,,,SYLLABLE,syl_ctx:corpus4,"[410, 1680, 520, 1794]",16efb6401055
syllable/stt2_page_0078_c08_165.png,stt2,page_0078,8,而,làm,,,SYLLABLE,syl_ctx:bigram,"[410, 2063, 519, 2178]",35279b6ce048
syllable/stt2_page_0078_c08_166.png,stt2,page_0078,8,石,vậy,,,SYLLABLE,syl_ctx:bigram,"[412, 2150, 518, 2264]",12139351f2f3
gold/stt2_page_0078_c08_168.png,stt2,page_0078,8,柴,thầy,柴,U+67F4,GOLD,s1_inter_s2_direct,"[411, 2329, 520, 2444]",41e7bb700c19
gold/stt2_page_0078_c09_170.png,stt2,page_0078,9,共,cũng,共,U+5171,GOLD,s1_inter_s2_direct,"[265, 489, 365, 589]",360e7e65522c
syllable/stt2_page_0078_c09_172.png,stt2,page_0078,9,而,làm,,,SYLLABLE,syl_ctx:bigram,"[263, 655, 367, 767]",9fcfc4652198
syllable/stt2_page_0078_c09_173.png,stt2,page_0078,9,左,vậy,,,SYLLABLE,syl_ctx:bigram,"[263, 751, 367, 861]",fc17796a528b
gold/stt2_page_0078_c09_174.png,stt2,page_0078,9,女,nữa,女,U+5973,GOLD,s1_inter_s2_direct,"[263, 828, 367, 936]",229c057b8c35
gold/stt2_page_0078_c09_175.png,stt2,page_0078,9,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[263, 921, 368, 1034]",53c22fc9748c
syllable/stt2_page_0078_c09_176.png,stt2,page_0078,9,𭔿,ông,,,SYLLABLE,syl_ctx:bigram,"[264, 1017, 368, 1131]",91e272df2501
syllable/stt2_page_0078_c09_177.png,stt2,page_0078,9,華,thánh,,,SYLLABLE,syl_ctx:bigram,"[263, 1112, 367, 1227]",2693a78724da
syllable/stt2_page_0078_c09_178.png,stt2,page_0078,9,珠,giu,,,SYLLABLE,syl_ctx:corpus4,"[262, 1208, 368, 1324]",a7d074131789
gold/stt2_page_0078_c09_180.png,stt2,page_0078,9,体,thấy,体,U+4F53,GOLD,s1_inter_s2_direct,"[262, 1390, 367, 1506]",224d0c928e54
gold/stt2_page_0078_c09_182.png,stt2,page_0078,9,旦,đến,旦,U+65E6,GOLD,s1_inter_s2_direct,"[260, 1573, 369, 1687]",4bf5715692d0
syllable/stt2_page_0078_c09_183.png,stt2,page_0078,9,帯,dưới,,,SYLLABLE,syl_ctx:corpus4,"[261, 1668, 366, 1783]",00685542d1d4
syllable/stt2_page_0078_c09_184.png,stt2,page_0078,9,狗,câu,,,SYLLABLE,syl_ctx:bigram,"[260, 1754, 367, 1868]",d7d722e123c4
syllable/stt2_page_0078_c09_185.png,stt2,page_0078,9,掉,rút,,,SYLLABLE,syl_ctx:bigram,"[258, 1838, 368, 1954]",a7f0ceacf1cb
gold/stt2_page_0078_c09_187.png,stt2,page_0078,9,昆,con,昆,U+6606,GOLD,s1_inter_s2_direct,"[250, 2018, 359, 2138]",ae4ccfb0193f
gold/stt2_page_0078_c09_188.png,stt2,page_0078,9,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[250, 2115, 359, 2234]",0938e3be7532
gold/stt2_page_0078_c09_189.png,stt2,page_0078,9,昆,con,昆,U+6606,GOLD,s1_inter_s2_direct,"[250, 2210, 358, 2329]",7ff2d91ee746
gold/stt2_page_0078_c09_190.png,stt2,page_0078,9,安,an,安,U+5B89,GOLD,s1_inter_s2_direct,"[250, 2301, 358, 2418]",3e60560f0d35
gold/stt2_page_0078_c09_191.png,stt2,page_0078,9,慰,ủi,慰,U+6170,GOLD,s1_inter_s2_direct,"[247, 2396, 361, 2508]",56f2e2bb12ac
gold/stt2_page_0080_c01_000.png,stt2,page_0080,1,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[1446, 484, 1549, 589]",9442012205c8
gold/stt2_page_0080_c01_001.png,stt2,page_0080,1,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[1445, 568, 1550, 681]",512b31fa855f
gold/stt2_page_0080_c01_002.png,stt2,page_0080,1,於,ở,於,U+65BC,GOLD,s1_inter_s2_direct,"[1442, 662, 1549, 778]",92ce7ef93a6f
gold/stt2_page_0080_c01_004.png,stt2,page_0080,1,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[1443, 849, 1549, 971]",92e293aec999
syllable/stt2_page_0080_c01_007.png,stt2,page_0080,1,暮,trăm,,,SYLLABLE,syl_ctx:corpus4,"[1437, 1131, 1540, 1247]",841a1f4ca447
gold/stt2_page_0080_c01_010.png,stt2,page_0080,1,庄,chẳng,庄,U+5E84,GOLD,s1_inter_s2_direct,"[1443, 1398, 1550, 1513]",dcc4e3741b3b
gold/stt2_page_0080_c01_012.png,stt2,page_0080,1,𥙷,bỏ,𥙷,U+25677,GOLD,s1_inter_s2_direct,"[1445, 1569, 1550, 1683]",8e8ee3d1f839
syllable/stt2_page_0080_c01_013.png,stt2,page_0080,1,盖,nghĩa,,,SYLLABLE,syl_ctx:bigram,"[1445, 1656, 1550, 1767]",3690ca162ae8
syllable/stt2_page_0080_c01_014.png,stt2,page_0080,1,知,đức,,,SYLLABLE,syl_ctx:bigram,"[1446, 1741, 1549, 1852]",fdeea0130e78
gold/stt2_page_0080_c01_015.png,stt2,page_0080,1,主,chúa,主,U+4E3B,GOLD,s1_inter_s2_direct,"[1448, 1829, 1548, 1935]",5fc052256369
gold/stt2_page_0080_c01_016.png,stt2,page_0080,1,支,giê,支,U+652F,GOLD,s1_inter_s2_direct,"[1446, 1913, 1549, 2023]",45613a63f4c0
gold/stt2_page_0080_c01_017.png,stt2,page_0080,1,秋,su,秋,U+79CB,GOLD,s1_inter_s2_direct,"[1446, 1998, 1548, 2108]",5cafe0f3b0e7
syllable/stt2_page_0080_c01_018.png,stt2,page_0080,1,取,khi,,,SYLLABLE,syl_ctx:corpus4,"[1444, 2093, 1549, 2203]",fbb8ccf16c8e
syllable/stt2_page_0080_c01_019.png,stt2,page_0080,1,冬,các,,,SYLLABLE,syl_ctx:bigram,"[1444, 2170, 1548, 2277]",a25f87947e64
gold/stt2_page_0080_c01_020.png,stt2,page_0080,1,柴,thầy,柴,U+67F4,GOLD,s1_inter_s2_direct,"[1442, 2253, 1551, 2364]",9f9464d3a9b9
syllable/stt2_page_0080_c02_022.png,stt2,page_0080,2,詩,thì,,,SYLLABLE,syl_ctx:corpus4,"[1293, 482, 1400, 589]",151014e5b446
syllable/stt2_page_0080_c02_023.png,stt2,page_0080,2,常,và,,,SYLLABLE,syl_ctx:corpus4,"[1289, 562, 1402, 682]",359eb33242cd
gold/stt2_page_0080_c02_025.png,stt2,page_0080,2,柴,thầy,柴,U+67F4,GOLD,s1_inter_s2_direct,"[1292, 745, 1399, 863]",f065d5827441
gold/stt2_page_0080_c02_026.png,stt2,page_0080,2,用,dòng,用,U+7528,GOLD,s1_inter_s2_direct,"[1293, 842, 1399, 959]",edee8055fd6f
syllable/stt2_page_0080_c02_027.png,stt2,page_0080,2,𭔿,ông,,,SYLLABLE,syl_ctx:bigram,"[1294, 938, 1399, 1054]",278d601ea6c8
gold/stt2_page_0080_c02_028.png,stt2,page_0080,2,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[1295, 1035, 1399, 1150]",5942489a8ab5
gold/stt2_page_0080_c02_029.png,stt2,page_0080,2,支,chi,支,U+652F,GOLD,s1_inter_s2_direct,"[1295, 1132, 1399, 1245]",6abf1295d126
gold/stt2_page_0080_c02_030.png,stt2,page_0080,2,姑,cô,姑,U+59D1,GOLD,s1_inter_s2_direct,"[1296, 1217, 1400, 1332]",193b179222d7
gold/stt2_page_0080_c02_031.png,stt2,page_0080,2,固,có,固,U+56FA,GOLD,s1_inter_s2_direct,"[1295, 1314, 1400, 1427]",9cf23a3819a9
gold/stt2_page_0080_c02_032.png,stt2,page_0080,2,僥,nhiều,僥,U+50E5,GOLD,corpus_reading:cr_50e5_nhiều,"[1296, 1410, 1399, 1522]",49e667c0d9ce
gold/stt2_page_0080_c02_033.png,stt2,page_0080,2,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[1293, 1504, 1401, 1620]",9973a4920564
syllable/stt2_page_0080_c02_034.png,stt2,page_0080,2,遥,lạ,,,SYLLABLE,syl_ctx:bigram,"[1294, 1602, 1403, 1715]",4fb14420c0b7
syllable/stt2_page_0080_c02_035.png,stt2,page_0080,2,而,làm,,,SYLLABLE,syl_ctx:bigram,"[1294, 1699, 1403, 1810]",55e5cfc65bdd
gold/stt2_page_0080_c02_036.png,stt2,page_0080,2,証,chứng,証,U+8A3C,GOLD,s1_inter_s2_direct,"[1295, 1793, 1401, 1906]",2577943fdd3f
gold/stt2_page_0080_c02_037.png,stt2,page_0080,2,灵,linh,灵,U+7075,GOLD,s1_inter_s2_direct,"[1295, 1880, 1402, 1991]",f567f46b80fd
gold/stt2_page_0080_c02_038.png,stt2,page_0080,2,魂,hồn,魂,U+9B42,GOLD,s1_inter_s2_direct,"[1296, 1976, 1401, 2086]",29a132451ad4
gold/stt2_page_0080_c02_039.png,stt2,page_0080,2,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[1295, 2072, 1401, 2182]",ce6a88ea0763
gold/stt2_page_0080_c02_040.png,stt2,page_0080,2,㐌,đã,㐌,U+340C,GOLD,s1_inter_s2_direct,"[1297, 2166, 1400, 2277]",cd1644b37715
gold/stt2_page_0080_c02_041.png,stt2,page_0080,2,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[1296, 2253, 1401, 2364]",94bce722a064
gold/stt2_page_0080_c02_042.png,stt2,page_0080,2,福,phúc,福,U+798F,GOLD,s1_inter_s2_direct,"[1296, 2338, 1403, 2451]",13d9344215a2
gold/stt2_page_0080_c02_043.png,stt2,page_0080,2,实,thật,实,U+5B9E,GOLD,s1_inter_s2_direct,"[1296, 2427, 1403, 2530]",5b4234946d45
gold/stt2_page_0080_c03_044.png,stt2,page_0080,3,於,ở,於,U+65BC,GOLD,s1_inter_s2_direct,"[1138, 479, 1245, 578]",f7699cedb9d9
syllable/stt2_page_0080_c03_045.png,stt2,page_0080,3,運,trên,,,SYLLABLE,syl_ctx:bigram,"[1142, 558, 1250, 666]",87ae0449c971
syllable/stt2_page_0080_c03_046.png,stt2,page_0080,3,吞,trời,,,SYLLABLE,syl_ctx:bigram,"[1143, 644, 1251, 751]",7bf01fa45cb8
syllable/stt2_page_0080_c03_047.png,stt2,page_0080,3,𭔿,ông,,,SYLLABLE,syl_ctx:bigram,"[1143, 729, 1250, 837]",62a993e49c2a
syllable/stt2_page_0080_c03_048.png,stt2,page_0080,3,華,thánh,,,SYLLABLE,syl_ctx:bigram,"[1138, 816, 1243, 923]",46f7c6a4766a
syllable/stt2_page_0080_c03_049.png,stt2,page_0080,3,苑,pha,,,SYLLABLE,syl_ctx:bigram,"[1138, 937, 1250, 1048]",4dfdd1c8c559
syllable/stt2_page_0080_c03_050.png,stt2,page_0080,3,之,pha,,,SYLLABLE,syl_ctx:bigram,"[1138, 1030, 1250, 1141]",6802cf3e8896
syllable/stt2_page_0080_c03_051.png,stt2,page_0080,3,畨,u,,,SYLLABLE,syl_ctx:bigram,"[1138, 1123, 1250, 1234]",76c9a90d52ee
gold/stt2_page_0080_c03_052.png,stt2,page_0080,3,巴,ba,巴,U+5DF4,GOLD,s1_inter_s2_direct,"[1138, 1215, 1250, 1327]",0720ab6b68c6
gold/stt2_page_0080_c03_053.png,stt2,page_0080,3,奴,nô,奴,U+5974,GOLD,s1_inter_s2_direct,"[1138, 1308, 1250, 1419]",d042058e5813
gold/stt2_page_0080_c03_054.png,stt2,page_0080,3,次,thứ,次,U+6B21,GOLD,s1_inter_s2_direct,"[1138, 1401, 1250, 1512]",fe8f5f89c2fa
gold/stt2_page_0080_c03_056.png,stt2,page_0080,3,封,phong,封,U+5C01,GOLD,s1_inter_s2_direct,"[1138, 1587, 1250, 1698]",ac26bfd392bf
gold/stt2_page_0080_c03_057.png,stt2,page_0080,3,職,chức,職,U+8077,GOLD,s1_inter_s2_direct,"[1144, 1710, 1252, 1819]",4b249ad973da
gold/stt2_page_0080_c03_058.png,stt2,page_0080,3,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[1143, 1796, 1252, 1904]",d892c27bbc04
gold/stt2_page_0080_c03_059.png,stt2,page_0080,3,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[1144, 1890, 1252, 2000]",aa533f73b3d3
gold/stt2_page_0080_c03_060.png,stt2,page_0080,3,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[1144, 1987, 1251, 2095]",967ce6c73279
gold/stt2_page_0080_c03_062.png,stt2,page_0080,3,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[1146, 2156, 1249, 2267]",a6d1dd366428
syllable/stt2_page_0080_c03_063.png,stt2,page_0080,3,而,làm,,,SYLLABLE,syl_ctx:bigram,"[1145, 2240, 1252, 2353]",c64b22e4c9a7
gold/stt2_page_0080_c03_064.png,stt2,page_0080,3,礼,lễ,礼,U+793C,GOLD,s1_inter_s2_direct_am_sua_dau,"[1147, 2350, 1251, 2442]",b000b3a1ec5b
gold/stt2_page_0080_c03_065.png,stt2,page_0080,3,嗔,xin,嗔,U+55D4,GOLD,s1_inter_s2_direct,"[1148, 2418, 1250, 2523]",a06fcc3ab6ac
gold/stt2_page_0080_c04_066.png,stt2,page_0080,4,每,mọi,每,U+6BCF,GOLD,s1_inter_s2_direct,"[997, 482, 1100, 589]",3251ab53d3dc
gold/stt2_page_0080_c04_067.png,stt2,page_0080,4,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[995, 567, 1101, 682]",c03cddfc1ea2
gold/stt2_page_0080_c04_068.png,stt2,page_0080,4,冷,lành,冷,U+51B7,GOLD,s1_inter_s2_direct,"[993, 661, 1101, 778]",bde2d087cace
syllable/stt2_page_0080_c04_069.png,stt2,page_0080,4,店,vì,,,SYLLABLE,syl_ctx:corpus4,"[987, 756, 1096, 873]",2482e603a45f
gold/stt2_page_0080_c04_070.png,stt2,page_0080,4,功,công,功,U+529F,GOLD,s1_inter_s2_direct,"[988, 853, 1095, 970]",018411b60a29
syllable/stt2_page_0080_c04_071.png,stt2,page_0080,4,𭪙,nghiệp,,,SYLLABLE,syl_ctx:bigram,"[993, 949, 1103, 1067]",4ef70f5f9f60
gold/stt2_page_0080_c04_072.png,stt2,page_0080,4,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[987, 1054, 1096, 1175]",af9ba1091622
gold/stt2_page_0080_c04_074.png,stt2,page_0080,4,坦,đất,坦,U+5766,GOLD,s1_inter_s2_direct,"[992, 1257, 1103, 1377]",e422b32ce0d2
syllable/stt2_page_0080_c04_075.png,stt2,page_0080,4,袍,lấy,,,SYLLABLE,syl_ctx:corpus4,"[984, 1362, 1096, 1484]",3331945a4193
syllable/stt2_page_0080_c04_076.png,stt2,page_0080,4,吞,trời,,,SYLLABLE,syl_ctx:corpus4,"[983, 1468, 1097, 1591]",42954f796d51
gold/stt2_page_0080_c04_078.png,stt2,page_0080,4,固,có,固,U+56FA,GOLD,s1_inter_s2_direct,"[987, 1652, 1095, 1771]",367d420c7391
gold/stt2_page_0080_c04_080.png,stt2,page_0080,4,対,đổi,対,U+5BFE,GOLD,s1_inter_s2_direct,"[984, 1851, 1097, 1974]",4a6dfdbb589e
syllable/stt2_page_0080_c04_081.png,stt2,page_0080,4,祗,lấy,,,SYLLABLE,syl_ctx:corpus4,"[985, 1939, 1095, 2060]",9e0fecbc1805
gold/stt2_page_0080_c04_083.png,stt2,page_0080,4,庄,chẳng,庄,U+5E84,GOLD,s1_inter_s2_direct,"[995, 2133, 1102, 2254]",e1bdcf3c7d17
gold/stt2_page_0080_c04_084.png,stt2,page_0080,4,歇,hết,歇,U+6B47,GOLD,s1_inter_s2_direct,"[997, 2234, 1101, 2344]",8128967b01de
gold/stt2_page_0080_c05_085.png,stt2,page_0080,5,自,từ,自,U+81EA,GOLD,s1_inter_s2_direct,"[836, 476, 948, 584]",f2a6c00db0e5
gold/stt2_page_0080_c05_086.png,stt2,page_0080,5,徳,đức,徳,U+5FB3,GOLD,s1_inter_s2_direct,"[838, 565, 947, 678]",b85ddd9ff551
gold/stt2_page_0080_c05_087.png,stt2,page_0080,5,主,chúa,主,U+4E3B,GOLD,s1_inter_s2_direct,"[836, 653, 947, 766]",29e892b592ab
syllable/stt2_page_0080_c05_088.png,stt2,page_0080,5,立,giê,,,SYLLABLE,syl_ctx:bigram,"[837, 747, 946, 861]",c488a25bed54
gold/stt2_page_0080_c05_091.png,stt2,page_0080,5,代,đời,代,U+4EE3,GOLD,s1_inter_s2_direct,"[840, 1023, 945, 1140]",5fbebac220ff
gold/stt2_page_0080_c05_092.png,stt2,page_0080,5,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[838, 1111, 944, 1224]",9aa3a125025b
gold/stt2_page_0080_c05_093.png,stt2,page_0080,5,旦,đến,旦,U+65E6,GOLD,s1_inter_s2_direct,"[839, 1207, 941, 1319]",007ad693325f
gold/stt2_page_0080_c05_094.png,stt2,page_0080,5,巴,ba,巴,U+5DF4,GOLD,s1_inter_s2_direct,"[838, 1294, 942, 1405]",a1547fadf712
syllable/stt2_page_0080_c05_095.png,stt2,page_0080,5,坌,ông,,,SYLLABLE,syl_ctx:bigram,"[838, 1388, 942, 1500]",4cf6ebb544b2
gold/stt2_page_0080_c05_096.png,stt2,page_0080,5,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[838, 1485, 941, 1595]",bf5573968ab3
syllable/stt2_page_0080_c05_097.png,stt2,page_0080,5,君,này,,,SYLLABLE,syl_ctx:bigram,"[837, 1571, 943, 1682]",0111cef3d93d
gold/stt2_page_0080_c05_098.png,stt2,page_0080,5,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[837, 1666, 943, 1777]",c1c90a5e3f3b
syllable/stt2_page_0080_c05_099.png,stt2,page_0080,5,茂,một,,,SYLLABLE,syl_ctx:bigram,"[837, 1760, 942, 1874]",594ef4eb07bb
gold/stt2_page_0080_c05_104.png,stt2,page_0080,5,返,mươi,迈,U+8FC8,GOLD,s1_inter_s2_similar,"[835, 2217, 945, 2335]",15ec32c42bec
gold/stt2_page_0080_c06_109.png,stt2,page_0080,6,婆,bà,婆,U+5A46,GOLD,s1_inter_s2_direct,"[680, 794, 797, 923]",3ef0b97b7f22
syllable/stt2_page_0080_c06_110.png,stt2,page_0080,6,垂,thánh,,,SYLLABLE,syl_ctx:corpus4,"[675, 900, 789, 1028]",af6e9c05302f
syllable/stt2_page_0080_c06_112.png,stt2,page_0080,6,署,rô,,,SYLLABLE,syl_ctx:corpus4,"[682, 1110, 794, 1245]",6321ada6e7a9
gold/stt2_page_0080_c06_113.png,stt2,page_0080,6,棲,tê,棲,U+68F2,GOLD,s1_inter_s2_direct,"[686, 1229, 793, 1360]",0cc3eacf1a8e
syllable/stt2_page_0080_c06_114.png,stt2,page_0080,6,何,a,,,SYLLABLE,syl_ctx:corpus4,"[687, 1335, 793, 1467]",188dc8152d94
gold/stt2_page_0080_c06_115.png,stt2,page_0080,6,童,đồng,童,U+7AE5,GOLD,s1_inter_s2_direct,"[686, 1442, 794, 1576]",f464a6e18e4e
syllable/stt2_page_0080_c06_116.png,stt2,page_0080,6,百,trình,,,SYLLABLE,syl_ctx:bigram,"[686, 1550, 793, 1682]",122d1557a588
gold/stt2_page_0080_c06_117.png,stt2,page_0080,6,死,tử,死,U+6B7B,GOLD,s1_inter_s2_direct,"[687, 1667, 792, 1796]",dd3f83b12319
syllable/stt2_page_0080_c06_118.png,stt2,page_0080,6,𫠉,vì,,,SYLLABLE,syl_ctx:bigram,"[687, 1777, 792, 1904]",0e8e208e2b1f
gold/stt2_page_0080_c06_119.png,stt2,page_0080,6,道,đao,道,U+9053,GOLD,s1_inter_s2_direct,"[686, 1882, 794, 2011]",0c7d4d6d344d
syllable/stt2_page_0080_c06_120.png,stt2,page_0080,6,傳,truyen,,,SYLLABLE,syl_ctx:bigram,"[688, 1988, 792, 2101]",50d553418076
gold/stt2_page_0080_c07_121.png,stt2,page_0080,7,中,trong,中,U+4E2D,GOLD,s1_inter_s2_direct,"[536, 482, 643, 590]",ecbad07f1b7c
syllable/stt2_page_0080_c07_125.png,stt2,page_0080,7,移,ri,,,SYLLABLE,syl_ctx:bigram,"[533, 863, 640, 979]",cb45352441cd
syllable/stt2_page_0080_c07_126.png,stt2,page_0080,7,何,a,,,SYLLABLE,syl_ctx:bigram,"[533, 960, 640, 1075]",b2766b45f4a4
gold/stt2_page_0080_c07_127.png,stt2,page_0080,7,固,có,固,U+56FA,GOLD,s1_inter_s2_direct,"[533, 1056, 640, 1172]",1e78bebb2961
gold/stt2_page_0080_c07_129.png,stt2,page_0080,7,景,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[533, 1249, 640, 1365]",3c3b6cf7c7ad
gold/stt2_page_0080_c07_130.png,stt2,page_0080,7,童,đồng,童,U+7AE5,GOLD,s1_inter_s2_direct,"[533, 1346, 640, 1461]",f1cdd656e43e
gold/stt2_page_0080_c07_132.png,stt2,page_0080,7,召,chịu,召,U+53EC,GOLD,s1_inter_s2_direct,"[533, 1539, 640, 1654]",71520eb0f768
gold/stt2_page_0080_c07_133.png,stt2,page_0080,7,折,chết,折,U+6298,GOLD,s1_inter_s2_direct,"[533, 1635, 640, 1751]",97cf326eef03
syllable/stt2_page_0080_c07_134.png,stt2,page_0080,7,馬,vì,,,SYLLABLE,syl_ctx:bigram,"[533, 1732, 640, 1847]",ac8571c61a36
gold/stt2_page_0080_c07_135.png,stt2,page_0080,7,道,đạo,道,U+9053,GOLD,s1_inter_s2_direct,"[533, 1828, 640, 1944]",a5c9cf190970
gold/stt2_page_0080_c07_136.png,stt2,page_0080,7,先,tên,先,U+5148,GOLD,s1_inter_s2_direct,"[533, 1925, 640, 2040]",84bf8ddb0707
syllable/stt2_page_0080_c07_137.png,stt2,page_0080,7,罷,là,,,SYLLABLE,syl_ctx:bigram,"[534, 2052, 647, 2146]",5c60e7c7a552
syllable/stt2_page_0080_c07_139.png,stt2,page_0080,7,署,rô,,,SYLLABLE,syl_ctx:corpus4,"[535, 2215, 645, 2336]",fd91c9d9751b
syllable/stt2_page_0080_c07_141.png,stt2,page_0080,7,何,a,,,SYLLABLE,syl_ctx:corpus4,"[540, 2405, 641, 2516]",8eae7af0d023
syllable/stt2_page_0080_c08_142.png,stt2,page_0080,8,盖,nghĩa,,,SYLLABLE,syl_ctx:corpus4,"[376, 485, 487, 596]",95c54aed4364
syllable/stt2_page_0080_c08_143.png,stt2,page_0080,8,要,là,,,SYLLABLE,syl_ctx:corpus4,"[378, 576, 484, 693]",b9d7017c4cb0
gold/stt2_page_0080_c08_144.png,stt2,page_0080,8,恩,ơn,恩,U+6069,GOLD,s1_inter_s2_direct,"[377, 671, 484, 790]",d0f003a38780
syllable/stt2_page_0080_c08_145.png,stt2,page_0080,8,好,đức,,,SYLLABLE,syl_ctx:bigram,"[374, 796, 481, 924]",6fc6bab3a090
gold/stt2_page_0080_c08_146.png,stt2,page_0080,8,主,chúa,主,U+4E3B,GOLD,s1_inter_s2_direct,"[378, 929, 482, 1044]",765c12911018
syllable/stt2_page_0080_c08_147.png,stt2,page_0080,8,吞,trời,,,SYLLABLE,syl_ctx:bigram,"[370, 1023, 474, 1140]",6e7304dbfb03
gold/stt2_page_0080_c08_148.png,stt2,page_0080,8,先,tên,先,U+5148,GOLD,s1_inter_s2_direct,"[369, 1111, 474, 1224]",3e866316ed03
syllable/stt2_page_0080_c08_149.png,stt2,page_0080,8,君,này,,,SYLLABLE,syl_ctx:corpus4,"[368, 1195, 475, 1310]",790e5a5d2f18
gold/stt2_page_0080_c08_151.png,stt2,page_0080,8,役,việc,役,U+5F79,GOLD,s1_inter_s2_direct,"[374, 1437, 481, 1565]",799ffa0b442f
gold/stt2_page_0080_c08_152.png,stt2,page_0080,8,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[374, 1544, 481, 1672]",6ccf96dbd447
syllable/stt2_page_0080_c08_153.png,stt2,page_0080,8,而,làm,,,SYLLABLE,syl_ctx:bigram,"[374, 1650, 481, 1779]",6a8810f3e7e0
syllable/stt2_page_0080_c08_154.png,stt2,page_0080,8,𫠉,vì,,,SYLLABLE,syl_ctx:corpus4,"[374, 1757, 481, 1886]",a974e63588b6
syllable/stt2_page_0080_c08_155.png,stt2,page_0080,8,而,làm,,,SYLLABLE,syl_ctx:corpus4,"[374, 1864, 481, 1992]",545a98d8107f
syllable/stt2_page_0080_c08_156.png,stt2,page_0080,8,庫,tốt,,,SYLLABLE,syl_ctx:corpus4,"[374, 1971, 481, 2099]",f364fbe65a18
gold/stt2_page_0080_c08_157.png,stt2,page_0080,8,省,tiếng,省,U+7701,GOLD,s1_inter_s2_direct,"[367, 2110, 476, 2165]",6b9e3b48238c
gold/stt2_page_0080_c08_158.png,stt2,page_0080,8,道,đạo,道,U+9053,GOLD,s1_inter_s2_direct,"[376, 2227, 485, 2343]",84477ee64035
syllable/stt2_page_0080_c08_159.png,stt2,page_0080,8,里,thánh,,,SYLLABLE,syl_ctx:bigram,"[374, 2310, 488, 2393]",d4bcc527245f
gold/stt2_page_0080_c08_160.png,stt2,page_0080,8,歇,hết,歇,U+6B47,GOLD,s1_inter_s2_direct,"[377, 2411, 487, 2522]",64e02c12f4d1
gold/stt2_page_0080_c09_161.png,stt2,page_0080,9,官,quan,官,U+5B98,GOLD,s1_inter_s2_direct,"[214, 481, 329, 598]",d1ee7f95de05
gold/stt2_page_0080_c09_162.png,stt2,page_0080,9,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[218, 574, 328, 696]",de2ff4ec5ec6
syllable/stt2_page_0080_c09_163.png,stt2,page_0080,9,𫠉,vì,,,SYLLABLE,syl_ctx:bigram,"[218, 679, 327, 802]",3805b5174c5e
