book,page,column,nom_idx,syllable,tier_old,ocr_char_old,predicted_nom,unicode,prob,in_dict,decision
stt2,page_0270,4,17,là,SYLLABLE,母,牙,U+7259,0.2206,False,NOT_IN_DICT
stt2,page_0270,4,19,xem,REVIEW,祛,袩,U+88A9,0.234,True,RESCUE_V3_LOW_CONF
stt2,page_0270,4,20,sóc,REVIEW,首,南,U+5357,0.4948,False,NOT_IN_DICT
stt2,page_0270,5,2,ngày,SYLLABLE,得,時,U+6642,0.2874,True,RESCUE_V3_LOW_CONF
stt2,page_0270,5,5,thì,SYLLABLE,寿,寺,U+5BFA,0.9171,True,RESCUE_V3_HIGH
stt2,page_0270,5,6,dốc,SYLLABLE,𫠉,事,U+4E8B,0.1256,False,NOT_IN_DICT
stt2,page_0270,5,11,hèn,SYLLABLE,困,困,U+56F0,0.6424,False,NOT_IN_DICT
stt2,page_0270,5,18,cho,REVIEW,昧,朱,U+6731,0.6351,True,RESCUE_V3_LOW_CONF
stt2,page_0270,5,21,trời,SYLLABLE,爾,翁,U+7FC1,0.2645,False,NOT_IN_DICT
stt2,page_0270,6,1,nhiều,REVIEW,丶,朱,U+6731,0.4086,False,NOT_IN_DICT
stt2,page_0270,6,8,khó,REVIEW,康,庫,U+5EAB,0.5137,True,RESCUE_V3_LOW_CONF
stt2,page_0270,6,10,rộng,REVIEW,時,時,U+6642,0.3706,False,NOT_IN_DICT
stt2,page_0270,6,11,rãi,REVIEW,禱,傳,U+50B3,0.2078,False,NOT_IN_DICT
stt2,page_0270,6,12,lăm,REVIEW,簿,凜,U+51DC,0.7057,False,NOT_IN_DICT
stt2,page_0270,6,14,người,REVIEW,㝵,爲,U+7232,0.1084,False,NOT_IN_DICT
stt2,page_0270,6,15,răng,REVIEW,候,浪,U+6D6A,0.2454,True,RESCUE_V3_LOW_CONF
stt2,page_0270,6,18,là,SYLLABLE,畀,碎,U+788E,0.2123,False,NOT_IN_DICT
stt2,page_0270,6,22,trời,SYLLABLE,春,𡗶,U+215F6,0.6572,True,RESCUE_V3_LOW_CONF
stt2,page_0270,7,0,gửi,REVIEW,陵,段,U+6BB5,0.5628,False,NOT_IN_DICT
stt2,page_0270,7,5,ra,REVIEW,呷,生,U+751F,0.4115,False,NOT_IN_DICT
stt2,page_0270,7,7,kẻ,REVIEW,瓦,几,U+51E0,0.3979,True,RESCUE_V3_LOW_CONF
stt2,page_0270,7,10,chăng,REVIEW,戾,庄,U+5E84,0.5151,True,RESCUE_V3_LOW_CONF
stt2,page_0270,7,15,đâu,REVIEW,爲,没,U+6CA1,0.1632,False,NOT_IN_DICT
stt2,page_0270,7,18,sau,REVIEW,翻,耨,U+8028,0.039,False,NOT_IN_DICT
stt2,page_0270,7,21,măng,REVIEW,寗,代,U+4EE3,0.0683,False,NOT_IN_DICT
stt2,page_0270,8,0,tiếng,REVIEW,渚,喝,U+559D,0.1388,False,NOT_IN_DICT
stt2,page_0270,8,3,người,REVIEW,㝵,仍,U+4ECD,0.1187,False,NOT_IN_DICT
stt2,page_0270,8,4,thì,REVIEW,弆,時,U+6642,0.1249,True,RESCUE_V3_LOW_CONF
stt2,page_0270,8,6,cho,SYLLABLE,味,模,U+6A21,0.2382,False,NOT_IN_DICT
stt2,page_0270,8,8,làm,SYLLABLE,百,連,U+9023,0.9362,False,NOT_IN_DICT
stt2,page_0270,8,12,a,REVIEW,两,城,U+57CE,0.5999,False,NOT_IN_DICT
stt2,page_0270,8,13,lê,REVIEW,釐,阿,U+963F,0.4126,False,NOT_IN_DICT
stt2,page_0270,8,16,là,REVIEW,男,阿,U+963F,0.4324,False,NOT_IN_DICT
stt2,page_0270,8,18,chợ,REVIEW,酬,几,U+51E0,0.2511,False,NOT_IN_DICT
stt2,page_0270,8,19,nước,SYLLABLE,湲,浪,U+6D6A,0.302,False,NOT_IN_DICT
stt2,page_0270,8,20,i,SYLLABLE,衣,於,U+65BC,0.3194,False,NOT_IN_DICT
stt2,page_0270,9,6,bảy,REVIEW,黔,罢,U+7F62,0.4662,True,RESCUE_V3_LOW_CONF
stt2,page_0270,9,7,năm,SYLLABLE,有,南,U+5357,0.7141,True,RESCUE_V3_MED
stt2,page_0270,9,8,người,REVIEW,㝵,𠊚,U+2029A,0.1881,True,RESCUE_V3_LOW_CONF
stt2,page_0270,9,9,chăng,SYLLABLE,在,庄,U+5E84,0.9222,True,RESCUE_V3_HIGH
stt2,page_0270,9,11,sự,REVIEW,等,事,U+4E8B,0.3492,True,RESCUE_V3_LOW_CONF
stt2,page_0270,9,15,le,REVIEW,裔,离,U+79BB,0.8109,True,RESCUE_V3_MED
stt2,page_0270,9,17,lời,SYLLABLE,肉,南,U+5357,0.3676,False,NOT_IN_DICT
stt2,page_0270,9,18,vua,SYLLABLE,司,司,U+53F8,0.1397,False,NOT_IN_DICT
stt2,page_0270,9,20,cả,REVIEW,實,哿,U+54FF,0.0575,True,RESCUE_V3_LOW_CONF
stt2,page_0270,9,21,và,REVIEW,蹄,群,U+7FA4,0.0938,False,NOT_IN_DICT
stt2,page_0272,1,1,chăng,SYLLABLE,在,庄,U+5E84,0.392,True,RESCUE_V3_LOW_CONF
stt2,page_0272,1,3,ngày,SYLLABLE,得,時,U+6642,0.955,True,RESCUE_V3_HIGH
stt2,page_0272,1,4,sau,SYLLABLE,輝,耨,U+8028,0.2015,False,NOT_IN_DICT
stt2,page_0272,1,5,mới,SYLLABLE,眉,買,U+8CB7,0.3051,True,RESCUE_V3_LOW_CONF
stt2,page_0272,1,7,vậy,SYLLABLE,石,丕,U+4E15,0.4145,True,RESCUE_V3_LOW_CONF
stt2,page_0272,1,9,người,REVIEW,㝵,欺,U+6B3A,0.153,False,NOT_IN_DICT
stt2,page_0272,1,10,làm,SYLLABLE,百,寺,U+5BFA,0.2272,False,NOT_IN_DICT
stt2,page_0272,1,18,có,SYLLABLE,因,固,U+56FA,0.9491,True,RESCUE_V3_HIGH
stt2,page_0272,2,0,giảng,SYLLABLE,隔,讀,U+8B80,0.0867,False,NOT_IN_DICT
stt2,page_0272,2,3,người,REVIEW,㝵,旦,U+65E6,0.3764,False,NOT_IN_DICT
stt2,page_0272,2,6,dạy,REVIEW,泯,事,U+4E8B,0.9256,False,NOT_IN_DICT
stt2,page_0272,2,14,đàng,SYLLABLE,虗,堂,U+5802,0.9791,True,RESCUE_V3_HIGH
stt2,page_0272,2,19,người,REVIEW,㝵,𠊚,U+2029A,0.3022,True,RESCUE_V3_LOW_CONF
stt2,page_0272,3,0,là,SYLLABLE,罡,几,U+51E0,0.0759,False,NOT_IN_DICT
stt2,page_0272,3,7,làm,SYLLABLE,而,与,U+4E0E,0.2354,False,NOT_IN_DICT
stt2,page_0272,3,11,côi,REVIEW,理,思,U+601D,0.0863,False,NOT_IN_DICT
stt2,page_0272,3,15,bua,SYLLABLE,部,鄧,U+9127,0.3763,False,NOT_IN_DICT
stt2,page_0272,3,17,goi,SYLLABLE,噲,噲,U+5672,0.2503,False,NOT_IN_DICT
stt2,page_0272,3,19,là,SYLLABLE,異,奴,U+5974,0.776,False,NOT_IN_DICT
stt2,page_0272,4,2,trông,REVIEW,罨,邁,U+9081,0.1475,False,NOT_IN_DICT
stt2,page_0272,4,3,ngày,SYLLABLE,得,時,U+6642,0.3511,True,RESCUE_V3_LOW_CONF
stt2,page_0272,4,4,sau,SYLLABLE,輝,耨,U+8028,0.1032,False,NOT_IN_DICT
stt2,page_0272,4,10,trước,REVIEW,墀,綽,U+7DBD,0.2967,False,NOT_IN_DICT
stt2,page_0272,4,14,trời,SYLLABLE,喬,𡗶,U+215F6,0.1769,True,RESCUE_V3_LOW_CONF
stt2,page_0272,5,0,vậy,REVIEW,平,旦,U+65E6,0.2894,False,NOT_IN_DICT
stt2,page_0272,5,1,người,REVIEW,㝵,𠊚,U+2029A,0.2126,True,RESCUE_V3_LOW_CONF
stt2,page_0272,5,2,làm,SYLLABLE,百,丕,U+4E15,0.2092,False,NOT_IN_DICT
stt2,page_0272,5,3,số,SYLLABLE,效,敬,U+656C,0.4039,False,NOT_IN_DICT
stt2,page_0272,5,4,chép,REVIEW,局,固,U+56FA,0.5489,False,NOT_IN_DICT
stt2,page_0272,5,15,ngàn,REVIEW,屏,寺,U+5BFA,0.1412,False,NOT_IN_DICT
stt2,page_0272,5,16,năm,REVIEW,献,執,U+57F7,0.2042,False,NOT_IN_DICT
stt2,page_0272,5,17,trăm,SYLLABLE,森,麻,U+9EBB,0.1419,False,NOT_IN_DICT
stt2,page_0272,5,18,người,REVIEW,㝵,麻,U+9EBB,0.1334,False,NOT_IN_DICT
stt2,page_0272,6,1,thánh,SYLLABLE,至,垩,U+57A9,0.853,True,RESCUE_V3_HIGH
stt2,page_0272,6,2,giu,SYLLABLE,樞,樞,U+6A1E,0.8308,False,NOT_IN_DICT
stt2,page_0272,6,5,ngày,SYLLABLE,得,時,U+6642,0.1557,True,RESCUE_V3_LOW_CONF
stt2,page_0272,6,9,bấy,SYLLABLE,用,歇,U+6B47,0.3647,False,NOT_IN_DICT
stt2,page_0272,6,11,người,REVIEW,㝵,僥,U+50E5,0.5817,False,NOT_IN_DICT
stt2,page_0272,6,12,ấy,SYLLABLE,化,衣,U+8863,0.3627,True,RESCUE_V3_LOW_CONF
stt2,page_0272,6,13,sau,SYLLABLE,輝,衣,U+8863,0.7539,False,NOT_IN_DICT
stt2,page_0272,6,15,người,REVIEW,㝵,女,U+5973,0.9484,False,NOT_IN_DICT
stt2,page_0272,6,17,nước,SYLLABLE,屍,官,U+5B98,0.1878,False,NOT_IN_DICT
stt2,page_0272,6,18,giu,SYLLABLE,珠,楼,U+697C,0.1492,False,NOT_IN_DICT
stt2,page_0272,7,10,phải,SYLLABLE,乕,沛,U+6C9B,0.2943,True,RESCUE_V3_LOW_CONF
stt2,page_0272,7,11,giặc,SYLLABLE,賦,麻,U+9EBB,0.8332,False,NOT_IN_DICT
stt2,page_0272,7,14,vào,REVIEW,蚤,冷,U+51B7,0.5892,False,NOT_IN_DICT
stt2,page_0272,7,16,a,REVIEW,囚,阿,U+963F,0.8167,True,RESCUE_V3_MED
stt2,page_0272,7,17,lê,SYLLABLE,黍,黎,U+9ECE,0.7394,True,RESCUE_V3_MED
stt2,page_0272,8,1,ria,REVIEW,何,阿,U+963F,0.38,False,NOT_IN_DICT
stt2,page_0272,8,3,người,REVIEW,㝵,𠊚,U+2029A,0.1196,True,RESCUE_V3_LOW_CONF
stt2,page_0272,8,4,chắng,SYLLABLE,在,弄,U+5F04,0.112,False,NOT_IN_DICT
stt2,page_0272,8,6,của,REVIEW,財,世,U+4E16,0.7276,False,NOT_IN_DICT
stt2,page_0272,8,9,bấy,SYLLABLE,团,用,U+7528,0.3787,False,NOT_IN_DICT
stt2,page_0272,8,11,người,REVIEW,㝵,𠊚,U+2029A,0.2474,True,RESCUE_V3_LOW_CONF
stt2,page_0272,8,12,cậy,REVIEW,忘,忌,U+5FCC,0.1693,True,RESCUE_V3_LOW_CONF
stt2,page_0272,8,15,trời,SYLLABLE,吞,主,U+4E3B,0.8479,False,NOT_IN_DICT
stt2,page_0272,9,5,nuôi,REVIEW,岳,汝,U+6C5D,0.0737,False,NOT_IN_DICT
stt2,page_0272,9,10,trời,SYLLABLE,爾,喬,U+55AC,0.2058,False,NOT_IN_DICT
stt2,page_0272,9,12,khốn,SYLLABLE,用,困,U+56F0,0.5905,True,RESCUE_V3_LOW_CONF
stt2,page_0272,9,13,làm,SYLLABLE,百,困,U+56F0,0.1491,False,NOT_IN_DICT
stt2,page_0272,9,16,một,SYLLABLE,戛,蔑,U+8511,0.1716,True,RESCUE_V3_LOW_CONF
stt2,page_0272,9,18,người,REVIEW,㝵,𠊚,U+2029A,0.1821,True,RESCUE_V3_LOW_CONF
stt2,page_0274,1,0,mắng,REVIEW,嘯,羅,U+7F85,0.1126,False,NOT_IN_DICT
stt2,page_0274,1,2,vua,REVIEW,柯,自,U+81EA,0.3697,False,NOT_IN_DICT
stt2,page_0274,1,3,nước,REVIEW,匠,悶,U+60B6,0.0734,False,NOT_IN_DICT
stt2,page_0274,1,4,phê,REVIEW,托,奴,U+5974,0.1376,False,NOT_IN_DICT
stt2,page_0274,1,5,si,SYLLABLE,槎,批,U+6279,0.8924,False,NOT_IN_DICT
stt2,page_0274,1,13,lem,SYLLABLE,林,林,U+6797,0.8997,False,NOT_IN_DICT
stt2,page_0274,2,0,lúa,REVIEW,稽,願,U+9858,0.133,False,NOT_IN_DICT
stt2,page_0274,2,1,thóc,REVIEW,覔,本,U+672C,0.2781,False,NOT_IN_DICT
stt2,page_0274,2,2,nuôi,REVIEW,灰,几,U+51E0,0.1117,False,NOT_IN_DICT
stt2,page_0274,2,6,che,REVIEW,忮,改,U+6539,0.343,False,NOT_IN_DICT
stt2,page_0274,2,11,làm,SYLLABLE,歹,丕,U+4E15,0.2369,False,NOT_IN_DICT
stt2,page_0274,2,12,nhà,SYLLABLE,姦,如,U+5982,0.4448,True,RESCUE_V3_LOW_CONF
stt2,page_0274,2,13,thương,REVIEW,併,仍,U+4ECD,0.1252,False,NOT_IN_DICT
stt2,page_0274,2,19,người,REVIEW,㝵,𠊚,U+2029A,0.2171,True,RESCUE_V3_LOW_CONF
stt2,page_0274,3,0,đàng,REVIEW,麁,唐,U+5510,0.277,True,RESCUE_V3_LOW_CONF
stt2,page_0274,3,2,đô,REVIEW,私,杜,U+675C,0.4194,False,NOT_IN_DICT
stt2,page_0274,3,3,nhờ,REVIEW,阤,油,U+6CB9,0.1679,False,NOT_IN_DICT
stt2,page_0274,3,8,bé,REVIEW,那,腰,U+8170,0.1624,False,NOT_IN_DICT
stt2,page_0274,3,10,hèn,SYLLABLE,困,困,U+56F0,0.6347,False,NOT_IN_DICT
stt2,page_0274,3,13,người,REVIEW,㝵,𠊚,U+2029A,0.2543,True,RESCUE_V3_LOW_CONF
stt2,page_0274,3,22,ấy,SYLLABLE,入,衣,U+8863,0.6466,True,RESCUE_V3_LOW_CONF
stt2,page_0274,4,0,là,SYLLABLE,罪,世,U+4E16,0.116,False,NOT_IN_DICT
stt2,page_0274,4,1,ngày,SYLLABLE,得,𠊚,U+2029A,0.2546,False,NOT_IN_DICT
stt2,page_0274,4,3,bốn,REVIEW,伽,天,U+5929,0.0334,False,NOT_IN_DICT
stt2,page_0274,4,5,ngày,SYLLABLE,得,𠊚,U+2029A,0.1912,False,NOT_IN_DICT
stt2,page_0274,4,7,sáu,REVIEW,秋,老,U+8001,0.0947,True,RESCUE_V3_LOW_CONF
stt2,page_0274,4,10,ngày,SYLLABLE,将,時,U+6642,0.8521,True,RESCUE_V3_HIGH
stt2,page_0274,4,12,nhà,REVIEW,𭮀,如,U+5982,0.376,True,RESCUE_V3_LOW_CONF
stt2,page_0274,4,14,trông,REVIEW,竜,蜍,U+870D,0.2958,False,NOT_IN_DICT
stt2,page_0274,5,4,người,REVIEW,㝵,𠊚,U+2029A,0.2746,True,RESCUE_V3_LOW_CONF
stt2,page_0274,5,8,có,SYLLABLE,因,固,U+56FA,0.2043,True,RESCUE_V3_LOW_CONF
stt2,page_0274,5,9,một,SYLLABLE,戛,没,U+6CA1,0.2961,True,RESCUE_V3_LOW_CONF
stt2,page_0274,5,10,ngày,SYLLABLE,得,時,U+6642,0.3255,True,RESCUE_V3_LOW_CONF
stt2,page_0274,5,12,làm,SYLLABLE,可,丕,U+4E15,0.1415,False,NOT_IN_DICT
stt2,page_0274,5,17,ai,SYLLABLE,侯,唉,U+5509,0.4908,True,RESCUE_V3_LOW_CONF
stt2,page_0274,6,2,ldm,REVIEW,凜,凜,U+51DC,0.7885,False,NOT_IN_DICT
stt2,page_0274,6,3,xem,REVIEW,犬,天,U+5929,0.1285,False,NOT_IN_DICT
stt2,page_0274,6,4,là,SYLLABLE,冊,罢,U+7F62,0.2067,False,NOT_IN_DICT
stt2,page_0274,6,5,ngày,REVIEW,䍧,時,U+6642,0.3907,True,RESCUE_V3_LOW_CONF
stt2,page_0274,6,6,ấy,SYLLABLE,氏,衣,U+8863,0.5987,True,RESCUE_V3_LOW_CONF
stt2,page_0274,6,10,làm,SYLLABLE,可,丕,U+4E15,0.095,False,NOT_IN_DICT
stt2,page_0274,6,12,ích,REVIEW,至,盃,U+76C3,0.2679,False,NOT_IN_DICT
stt2,page_0274,6,17,le,SYLLABLE,膏,离,U+79BB,0.9788,True,RESCUE_V3_HIGH
stt2,page_0274,7,2,người,REVIEW,㝵,𠊚,U+2029A,0.5159,True,RESCUE_V3_LOW_CONF
stt2,page_0274,7,5,thầy,SYLLABLE,架,柴,U+67F4,0.6099,True,RESCUE_V3_LOW_CONF
stt2,page_0274,7,6,chớ,REVIEW,處,末,U+672B,0.122,False,NOT_IN_DICT
stt2,page_0274,7,8,làm,SYLLABLE,可,卢,U+5362,0.2384,False,NOT_IN_DICT
stt2,page_0274,7,12,nuôi,REVIEW,娶,腰,U+8170,0.3819,False,NOT_IN_DICT
stt2,page_0274,7,18,và,SYLLABLE,案,𢃄,U+220C4,0.5963,False,NOT_IN_DICT
stt2,page_0274,8,7,chăng,REVIEW,房,庄,U+5E84,0.5761,True,RESCUE_V3_LOW_CONF
stt2,page_0274,8,8,ai,REVIEW,機,埃,U+57C3,0.1969,True,RESCUE_V3_LOW_CONF
stt2,page_0274,8,10,cáo,REVIEW,去,固,U+56FA,0.3513,False,NOT_IN_DICT
stt2,page_0274,8,14,người,REVIEW,㝵,事,U+4E8B,0.3333,False,NOT_IN_DICT
stt2,page_0274,8,15,răng,SYLLABLE,𫝕,浪,U+6D6A,0.964,True,RESCUE_V3_HIGH
stt2,page_0274,8,16,có,SYLLABLE,因,固,U+56FA,0.9212,True,RESCUE_V3_HIGH
stt2,page_0274,8,17,nhiều,SYLLABLE,燒,燒,U+71D2,0.2739,False,NOT_IN_DICT
stt2,page_0274,9,0,ăn,SYLLABLE,唼,安,U+5B89,0.8518,True,RESCUE_V3_HIGH
stt2,page_0274,9,5,là,SYLLABLE,異,罗,U+7F57,0.1825,True,RESCUE_V3_LOW_CONF
stt2,page_0274,9,6,chăng,SYLLABLE,在,庄,U+5E84,0.7097,True,RESCUE_V3_MED
stt2,page_0274,9,11,đâu,REVIEW,危,𤰞,U+24C1E,0.0803,False,NOT_IN_DICT
stt2,page_0274,9,12,người,REVIEW,㝵,連,U+9023,0.3683,False,NOT_IN_DICT
stt2,page_0274,9,16,răng,SYLLABLE,𫝕,浪,U+6D6A,0.9424,True,RESCUE_V3_HIGH
stt2,page_0276,1,1,giê,SYLLABLE,技,枝,U+679D,0.3333,True,RESCUE_V3_LOW_CONF
stt2,page_0276,1,3,và,SYLLABLE,常,𢃄,U+220C4,0.6109,False,NOT_IN_DICT
stt2,page_0276,1,4,giu,SYLLABLE,樞,碎,U+788E,0.2339,False,NOT_IN_DICT
stt2,page_0276,1,5,ong,REVIEW,瑜,俺,U+4FFA,0.2231,False,NOT_IN_DICT
stt2,page_0276,1,8,đầy,SYLLABLE,莒,困,U+56F0,0.5948,False,NOT_IN_DICT
stt2,page_0276,1,10,hay,SYLLABLE,咄,四,U+56DB,0.9652,False,NOT_IN_DICT
stt2,page_0276,1,12,nhiều,SYLLABLE,丿,特,U+7279,0.0488,False,NOT_IN_DICT
stt2,page_0276,1,17,năn,REVIEW,報,欺,U+6B3A,0.0636,False,NOT_IN_DICT
stt2,page_0276,2,8,phú,REVIEW,屠,富,U+5BCC,0.3025,True,RESCUE_V3_LOW_CONF
stt2,page_0276,2,10,hay,REVIEW,咲,四,U+56DB,0.2069,False,NOT_IN_DICT
stt2,page_0276,2,11,là,SYLLABLE,異,几,U+51E0,0.9234,False,NOT_IN_DICT
stt2,page_0276,2,15,một,REVIEW,𫈼,没,U+6CA1,0.8362,True,RESCUE_V3_MED
stt2,page_0276,3,7,phải,SYLLABLE,乕,伂,U+4F02,0.5137,True,RESCUE_V3_LOW_CONF
stt2,page_0276,3,8,là,SYLLABLE,要,罗,U+7F57,0.2283,True,RESCUE_V3_LOW_CONF
stt2,page_0276,3,12,tiếc,REVIEW,借,法,U+6CD5,0.5023,False,NOT_IN_DICT
stt2,page_0276,3,15,là,SYLLABLE,異,施,U+65BD,0.2611,False,NOT_IN_DICT
stt2,page_0276,4,0,trời,SYLLABLE,裔,喬,U+55AC,0.4711,False,NOT_IN_DICT
stt2,page_0276,4,10,ví,REVIEW,卉,黄,U+9EC4,0.2258,False,NOT_IN_DICT
stt2,page_0276,4,17,thờ,SYLLABLE,餘,蜍,U+870D,0.8094,True,RESCUE_V3_MED
stt2,page_0276,5,5,trời,SYLLABLE,裔,喬,U+55AC,0.3102,False,NOT_IN_DICT
stt2,page_0276,5,7,hay,SYLLABLE,以,咍,U+548D,0.1588,True,RESCUE_V3_LOW_CONF
stt2,page_0276,5,12,và,SYLLABLE,常,喡,U+55A1,0.6335,True,RESCUE_V3_LOW_CONF
stt2,page_0276,5,18,đến,REVIEW,晨,中,U+4E2D,0.1743,False,NOT_IN_DICT
stt2,page_0276,6,0,thì,SYLLABLE,府,寺,U+5BFA,0.5069,True,RESCUE_V3_LOW_CONF
stt2,page_0276,6,1,giu,SYLLABLE,樞,樞,U+6A1E,0.7554,False,NOT_IN_DICT
stt2,page_0276,6,6,trời,SYLLABLE,裔,喬,U+55AC,0.1537,False,NOT_IN_DICT
stt2,page_0276,6,11,lại,REVIEW,杢,歇,U+6B47,0.574,False,NOT_IN_DICT
stt2,page_0276,6,15,còn,REVIEW,佯,柴,U+67F4,0.8752,False,NOT_IN_DICT
stt2,page_0276,6,17,mười,SYLLABLE,还,年,U+5E74,0.7845,False,NOT_IN_DICT
stt2,page_0276,7,5,lạ,REVIEW,逕,邏,U+908F,0.3063,True,RESCUE_V3_LOW_CONF
stt2,page_0276,7,8,trời,SYLLABLE,裔,喬,U+55AC,0.1836,False,NOT_IN_DICT
stt2,page_0276,7,10,xuống,SYLLABLE,麾,堂,U+5802,0.1619,False,NOT_IN_DICT
stt2,page_0276,7,11,vậy,SYLLABLE,石,丕,U+4E15,0.4272,True,RESCUE_V3_LOW_CONF
stt2,page_0276,7,15,tượng,SYLLABLE,𰂸,像,U+50CF,0.2266,True,RESCUE_V3_LOW_CONF
stt2,page_0276,7,16,người,REVIEW,㝵,𠊚,U+2029A,0.2441,True,RESCUE_V3_LOW_CONF
stt2,page_0276,8,6,nói,REVIEW,白,内,U+5185,0.4129,True,RESCUE_V3_LOW_CONF
stt2,page_0276,8,11,xưng,REVIEW,林,麻,U+9EBB,0.5927,False,NOT_IN_DICT
stt2,page_0276,8,12,ra,REVIEW,異,称,U+79F0,0.863,False,NOT_IN_DICT
stt2,page_0276,8,15,là,SYLLABLE,異,罢,U+7F62,0.3707,False,NOT_IN_DICT
stt2,page_0276,8,18,là,SYLLABLE,異,鬼,U+9B3C,0.1916,False,NOT_IN_DICT
stt2,page_0276,8,19,con,SYLLABLE,晁,昆,U+6606,0.9218,True,RESCUE_V3_HIGH
stt2,page_0276,9,3,trời,SYLLABLE,裔,翁,U+7FC1,0.2005,False,NOT_IN_DICT
stt2,page_0276,9,4,người,REVIEW,㝵,𠊚,U+2029A,0.3328,True,RESCUE_V3_LOW_CONF
stt2,page_0276,9,7,nghĩa,SYLLABLE,隻,弄,U+5F04,0.2057,False,NOT_IN_DICT
stt2,page_0276,9,12,làm,SYLLABLE,可,丕,U+4E15,0.8198,False,NOT_IN_DICT
stt2,page_0276,9,14,thì,SYLLABLE,毒,寺,U+5BFA,0.9181,True,RESCUE_V3_HIGH
stt2,page_0276,9,16,hay,SYLLABLE,以,咍,U+548D,0.3262,True,RESCUE_V3_LOW_CONF
stt2,page_0276,9,18,người,REVIEW,㝵,𠊚,U+2029A,0.3613,True,RESCUE_V3_LOW_CONF
stt2,page_0278,1,1,cùng,SYLLABLE,安,共,U+5171,0.7658,True,RESCUE_V3_MED
stt2,page_0278,1,2,một,SYLLABLE,戛,没,U+6CA1,0.4635,True,RESCUE_V3_LOW_CONF
stt2,page_0278,1,3,ngày,SYLLABLE,淂,𠊚,U+2029A,0.2544,False,NOT_IN_DICT
stt2,page_0278,1,4,ấy,SYLLABLE,八,衣,U+8863,0.3351,True,RESCUE_V3_LOW_CONF
stt2,page_0278,1,5,thầy,REVIEW,槩,柴,U+67F4,0.399,True,RESCUE_V3_LOW_CONF
stt2,page_0278,1,7,nhà,SYLLABLE,益,蜍,U+870D,0.8718,False,NOT_IN_DICT
stt2,page_0278,1,8,thờ,SYLLABLE,蜂,及,U+53CA,0.6327,False,NOT_IN_DICT
stt2,page_0278,1,11,người,REVIEW,㝵,庫,U+5EAB,0.9749,False,NOT_IN_DICT
stt2,page_0278,1,14,run,REVIEW,悵,曠,U+66E0,0.1375,False,NOT_IN_DICT
stt2,page_0278,2,1,cho,SYLLABLE,未,朱,U+6731,0.8714,True,RESCUE_V3_HIGH
stt2,page_0278,2,9,người,REVIEW,㝵,黙,U+9ED9,0.9353,False,NOT_IN_DICT
stt2,page_0278,2,12,trăng,REVIEW,俳,推,U+63A8,0.1557,False,NOT_IN_DICT
stt2,page_0278,2,16,trăm,SYLLABLE,暮,体,U+4F53,0.2166,False,NOT_IN_DICT
stt2,page_0278,3,0,nén,REVIEW,碪,𦝄,U+26744,0.0481,False,NOT_IN_DICT
stt2,page_0278,3,3,biến,REVIEW,產,意,U+610F,0.2289,False,NOT_IN_DICT
stt2,page_0278,3,5,ay,SYLLABLE,氏,衣,U+8863,0.4838,False,NOT_IN_DICT
stt2,page_0278,3,6,là,SYLLABLE,異,罗,U+7F57,0.1363,True,RESCUE_V3_LOW_CONF
stt2,page_0278,3,9,trời,SYLLABLE,昼,喬,U+55AC,0.3543,False,NOT_IN_DICT
stt2,page_0278,3,11,bấy,SYLLABLE,困,用,U+7528,0.5821,False,NOT_IN_DICT
stt2,page_0278,3,12,nhiêu,SYLLABLE,丿,共,U+5171,0.3243,False,NOT_IN_DICT
stt2,page_0278,3,18,vây,SYLLABLE,丕,丕,U+4E15,0.8397,False,NOT_IN_DICT
stt2,page_0278,3,19,giu,SYLLABLE,樞,樞,U+6A1E,0.852,False,NOT_IN_DICT
stt2,page_0278,4,2,hay,SYLLABLE,冶,恪,U+606A,0.1383,False,NOT_IN_DICT
stt2,page_0278,4,7,đâu,REVIEW,苦,官,U+5B98,0.6464,False,NOT_IN_DICT
stt2,page_0278,4,8,người,REVIEW,㝵,𠊚,U+2029A,0.2759,True,RESCUE_V3_LOW_CONF
stt2,page_0278,4,13,người,REVIEW,㝵,些,U+4E9B,0.9944,False,NOT_IN_DICT
stt2,page_0278,4,15,làm,SYLLABLE,可,丕,U+4E15,0.9804,False,NOT_IN_DICT
stt2,page_0278,4,17,thì,SYLLABLE,𡸁,徳,U+5FB3,0.7452,False,NOT_IN_DICT
stt2,page_0278,5,1,rộng,REVIEW,拜,時,U+6642,0.2141,False,NOT_IN_DICT
stt2,page_0278,5,5,người,SYLLABLE,景,𠊚,U+2029A,0.2873,True,RESCUE_V3_LOW_CONF
stt2,page_0278,5,11,người,SYLLABLE,景,其,U+5176,0.9862,False,NOT_IN_DICT
stt2,page_0278,5,18,chăn,REVIEW,禎,𥙷,U+25677,0.1443,False,NOT_IN_DICT
stt2,page_0278,6,0,nén,SYLLABLE,碾,腰,U+8170,0.1094,False,NOT_IN_DICT
stt2,page_0278,6,4,người,REVIEW,㝵,𠊚,U+2029A,0.1988,True,RESCUE_V3_LOW_CONF
stt2,page_0278,6,8,ấy,SYLLABLE,氏,衣,U+8863,0.6846,True,RESCUE_V3_LOW_CONF
stt2,page_0278,6,12,ông,SYLLABLE,𭔿,翁,U+7FC1,0.3517,True,RESCUE_V3_LOW_CONF
stt2,page_0278,6,14,giu,SYLLABLE,珠,珠,U+73E0,0.2858,False,NOT_IN_DICT
