sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR,A1_fired,A1_prop,A2_fired,A2_prop,A3_fired,A3_prop,A4_fired,A4_prop,A5_fired,A5_prop,A1v_fired,A1v_prop,A2v_fired,A2v_prop,A4v_fired,A4v_prop,B1_fired,B1_prop,B2_fired,B2_prop,B3_fired,B3_prop,B4_fired,B4_prop,B5_fired,B5_prop,B6_fired,B6_prop,C1_fired,C1_prop,C2_fired,C2_prop,C3_fired,C3_prop,C4_fired,C4_prop,C5_fired,C5_prop,C6_fired,C6_prop,D1_fired,D1_prop,D2_fired,D2_prop,D3_fired,D3_prop
M2_0192,stt2,page_0210,9,SYLLABLE,nghia_consensus_tu_silver,𠇭,mình,,12,命,命,命,命,sub,命,答,艾,界,False,True,命,True,命,True,命,False,,False,,True,命,True,命,False,,True,命,True,命,True,命,True,命,True,命,True,命,True,,True,,True,,True,,True,,True,,True,命,True,命,True,命
M2_0193,stt2,page_0102,1,SILVER,s2_inter_s3_corrected,在,chẳng,庄,36,生,生,生,在,eq,生,生,生,一,False,False,,False,,True,在,True,在,False,,False,,False,,True,在,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0194,stt2,page_0242,9,SYLLABLE,nghia_consensus_tu_silver,左,vậy,,8,左,左,左,,del,丕,左,左,,False,False,,False,,True,左,True,左,False,,False,,False,,True,左,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,True,丕,False,
M2_0195,stt2,page_0034,5,SILVER,s3_head_bank_consensus,𫠉,mỏ,某,9,馬,馬,馬,奄,sub,馬,马,馬,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0196,stt2,page_0138,1,SYLLABLE,nghia_consensus,罡,là,,31,運,運,運,咒,sub,建,盛,厚,四,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0197,stt2,page_0164,6,SYLLABLE,nghia_consensus_tu_silver,流,nước,,13,遠,遠,遠,派,sub,中,派,仁,城,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0198,stt2,page_0228,9,SILVER,s2_inter_s3_corrected,周,muốn,悶,14,問,問,問,閑,sub,网,网,閻,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0199,stt2,page_0318,5,SYLLABLE,nghia_consensus,𭴾,vồ,,13,無,無,無,無,sub,無,無,無,山,False,True,無,False,,True,無,False,,False,,True,無,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0200,stt4,page_0190,4,SYLLABLE,nghia_consensus,𡰱,chịu,,8,意,意,意,只,sub,恐,感,忌,公,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0201,stt4,page_0112,4,SILVER,s3_head_bank_consensus,匈,vua,君,15,仍,,,俗,sub,化,水,代,備,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0202,stt4,page_0064,6,SILVER,s2_inter_s3_corrected,𭔿,người,㝵,20,尋,尋,尋,寄,sub,女,安,享,义,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0203,stt4,page_0058,5,SILVER,s2_inter_s3_corrected,奎,tao,蚤,66,蜜,蜜,蜜,蛮,sub,蛋,蛋,筆,犊,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0204,stt4,page_0092,7,SILVER,s2_inter_s3_corrected,爷,lành,冷,23,令,令,令,爷,eq,爷,爷,命,,False,False,,False,,True,爷,True,爷,False,,False,,False,,True,爷,True,令,True,令,True,令,False,,False,,True,令,True,,False,,False,,True,,False,,True,,True,令,True,令,False,
M2_0205,stt4,page_0128,3,SYLLABLE,nghia_consensus_tu_silver,禊,áo,,43,視,視,視,禊,eq,禊,视,褉,遜,False,False,,False,,True,禊,True,禊,False,,False,,False,,True,禊,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0206,stt4,page_0264,6,SYLLABLE,nghia_consensus,仔,giữ,,38,安,安,安,仔,eq,,子,八,仔,False,False,,False,,True,仔,True,仔,False,,False,,False,,True,仔,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0207,stt4,page_0184,6,SILVER,s2_inter_s3_corrected,渥,nết,𣵀,10,淫,淫,淫,涅,sub,竹,行,竹,谊,False,False,,False,,False,,False,,False,,False,,False,,False,,True,涅,True,涅,False,,True,涅,False,,True,涅,True,,True,,True,,True,,False,,True,,True,涅,True,涅,False,
M2_0208,stt4,page_0158,4,SILVER,s2_inter_s3_corrected,兹,nhà,茹,19,品,品,品,,del,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0209,stt4,page_0198,3,SYLLABLE,nghia_consensus,肆,sau,,37,,,,馡,sub,,魏,舞,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0210,stt4,page_0236,2,SYLLABLE,nghia_consensus,而,làm,,17,向,向,向朱,,del,,安,先,失,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0211,stt4,page_0168,5,SYLLABLE,nghia_consensus_tu_silver,𡰱,chịu,,8,必,必,必召,兄,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,True,召,True,召,False,
M2_0212,stt4,page_0034,3,SYLLABLE,nghia_consensus_tu_silver,紏,dấu,,43,,,,,del,科,,四,殃,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0213,stt4,page_0130,5,SYLLABLE,nghia_consensus,皇,thánh,,33,是,是,是,壳,sub,三,皇,皇,境,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0214,stt4,page_0148,8,SYLLABLE,nghia_consensus_tu_silver,皇,thánh,,33,至,至,至,臣,sub,三,,到,王,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0215,stt4,page_0162,5,SILVER,s2_inter_s3_corrected,雨,về,𧗱,23,甫,甫,甫,,del,街,有,街,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0216,stt4,page_0140,1,SYLLABLE,nghia_consensus,𭃡,xưa,,20,初,初,初,祋,sub,上,苏,初,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,初,True,初,True,初,False,,False,,True,初,True,,True,,True,,True,,False,,True,,True,初,True,初,False,
M2_0217,stt4,page_0012,5,SILVER,s2_inter_s3_corrected,叔,nô,奴,9,術,術,術,虹,sub,公,我,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0218,stt4,page_0252,2,SILVER,s2_inter_s3_corrected,我,dạy,代,14,連,連,連,私,sub,車,車,連,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0219,stt4,page_0220,3,SILVER,s2_inter_s3_corrected,希,nào,市,22,希,希,希,市,sub,市,市,帝,,False,False,,False,,True,希,True,希,False,,False,,False,,True,希,True,市,True,市,False,,True,市,False,,True,市,False,,True,,False,,True,,False,,True,,True,市,True,市,True,市
M2_0220,stt4,page_0026,1,SYLLABLE,nghia_consensus,例,vua,,15,宋,宋,宋爾,碉,sub,木,深,术,徲,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0221,stt4,page_0118,7,SILVER,s2_inter_s3_corrected,我,dạy,代,14,代,代,代,化,sub,代,我,权,六,False,False,,False,,False,,False,,False,,False,,False,,False,,True,代,True,代,True,代,False,,False,,True,代,True,,True,,True,,True,,False,,True,,True,代,True,代,False,
M2_0222,stt4,page_0270,1,SYLLABLE,nghia_consensus,𬽣,giữ,,38,行,行,行,行,sub,行,行,行,一,False,True,行,False,,True,行,False,,False,,True,行,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0223,stt4,page_0250,8,SYLLABLE,nghia_consensus,及,chịu,,8,之,之,之,公,sub,,品,写,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0224,stt4,page_0102,9,SILVER,s2_inter_s3_corrected,之,đời,代,7,化,化,化,之,eq,代,袋,代,,False,False,,False,,True,之,True,之,False,,False,,False,,True,之,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,True,代,False,
M2_0225,stt4,page_0060,5,SILVER,s2_inter_s3_corrected,橋,roi,檑,14,橋,橋,橋,檮,sub,礼,福,秕,戄,False,False,,False,,True,橋,True,橋,False,,False,,False,,True,橋,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0226,stt4,page_0078,6,SYLLABLE,nghia_consensus_tu_silver,占,lo,,18,占,占,占,卢,sub,占,点,占,,False,False,,False,,True,占,True,占,False,,False,,False,,True,占,True,卢,True,卢,False,,True,卢,False,,True,卢,False,,True,,False,,True,,False,,True,,True,卢,True,卢,False,
M2_0227,stt4,page_0096,8,SYLLABLE,nghia_consensus_tu_silver,𭪙,nghiệp,,11,功,功,功,等,sub,董,业,小,峯,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,业,False,
M2_0228,stt4,page_0036,8,SILVER,s2_inter_s3_corrected,夅,cửa,㪯,31,辛,辛,辛,幸,sub,十,年,大,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0229,stt4,page_0196,6,SYLLABLE,nghia_consensus,皇,thánh,,33,年,年,年,望,sub,,至,王,王,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0230,stt4,page_0268,3,SILVER,s2_inter_s3_corrected,而,vậy,丕,8,左,左,左,丘,sub,左,否,左,応,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0231,stt4,page_0050,3,SYLLABLE,nghia_consensus_tu_silver,𭪙,nghiệp,,11,筆,筆,筆,業,sub,功,功,功,恭,False,False,,False,,False,,False,,False,,False,,False,,False,,True,業,True,業,False,,True,業,False,,True,業,True,,True,,True,,True,,False,,True,,True,業,True,業,False,
M2_0232,stt4,page_0056,4,SILVER,s2_inter_s3_corrected,呼,thì,時,56,時,時,時,時,sub,呼,,寺,,False,True,時,True,時,True,時,False,,False,,True,時,True,時,False,,True,時,True,時,True,時,True,時,True,時,True,時,True,,True,,True,,True,,True,,True,,True,時,True,時,True,時
M2_0233,stt4,page_0032,5,SYLLABLE,nghia_consensus_tu_silver,遥,lạ,,29,還,還,還,罡,sub,,,船,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0234,stt4,page_0094,3,SYLLABLE,nghia_consensus,独,dọc,,27,德,德,德,独,eq,文,独,人,徃,False,False,,False,,True,独,True,独,False,,False,,False,,True,独,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0235,stt4,page_0294,3,SYLLABLE,nghia_consensus_tu_silver,置,mới,,23,蜀,蜀,蜀,蜀,sub,置,蜀,笈,,False,True,蜀,False,,True,蜀,False,,False,,True,蜀,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0236,stt4,page_0224,3,SYLLABLE,nghia_consensus,遁,đạo,,40,道,道,道,遁,eq,通,通,迥,,False,False,,False,,True,遁,True,遁,False,,False,,False,,True,遁,True,道,True,道,True,道,False,,False,,True,道,True,,False,,False,,True,,False,,True,,True,道,True,道,False,
M2_0237,stt4,page_0014,6,SILVER,s2_inter_s3_corrected,存,xưng,称,8,不,不,不,称,sub,公,套,篇,称,False,False,,False,,False,,False,,False,,False,,False,,False,,True,称,True,称,False,,True,称,False,,True,称,True,,True,,True,,True,,False,,True,,True,称,True,称,False,
M2_0238,stt4,page_0082,8,SYLLABLE,nghia_consensus,爾,trời,,13,主,主,主爾,府,sub,主,主,王,主,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0239,stt4,page_0126,5,SYLLABLE,nghia_consensus,俞,trời,,13,前,前,前,俞,eq,俞,寄,高,奇,False,False,,False,,True,俞,True,俞,False,,False,,False,,True,俞,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0240,stt4,page_0070,9,SILVER,s2_inter_s3_corrected,兹,nhà,茹,19,故,故,故,叔,sub,如,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,True,如,False,
M2_0241,stt4,page_0282,1,SYLLABLE,nghia_consensus,閤,gian,,32,閣,閣,閣,因,sub,,,曰,目,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0242,stt4,page_0054,4,SYLLABLE,nghia_consensus,國,có,,15,生,生,生,國,eq,生,庄,庄,生,False,False,,False,,True,國,True,國,False,,False,,False,,True,國,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0243,stt4,page_0226,2,SYLLABLE,nghia_consensus_tu_silver,釣,vui,,14,銜,銜,銜,蓟,sub,,金,十,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0244,stt4,page_0284,7,SILVER,s2_inter_s3_corrected,延,liệt,列,48,剋,剋,剋,烈,sub,函,烈,到,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,烈,True,烈,False,,True,烈,False,,True,烈,True,,True,,True,,True,,False,,True,,True,烈,True,烈,True,烈
M2_0245,stt4,page_0044,2,SYLLABLE,nghia_consensus,而,làm,,17,白,白,白,的,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0246,stt4,page_0018,1,SYLLABLE,nghia_consensus,皇,thánh,,33,皇,皇,皇,,del,三,主,主,丰,False,False,,False,,True,皇,True,皇,False,,False,,False,,True,皇,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0247,stt4,page_0296,7,SYLLABLE,nghia_consensus,張,mẹ,,9,變,變,變,瑸,sub,残,焚,笺,遠,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0248,stt4,page_0238,1,SYLLABLE,nghia_consensus_tu_silver,國,có,,15,國,國,國,囫,sub,年,年,丹,阂,False,False,,False,,True,國,True,國,False,,False,,False,,True,國,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0249,stt4,page_0254,2,SILVER,s2_inter_s3_corrected,花,này,尼,16,尼,尼,尼,危,sub,正,玉,王,王,False,False,,False,,False,,False,,False,,False,,False,,False,,True,尼,True,尼,True,尼,False,,False,,True,尼,True,,True,,True,,True,,False,,True,,True,尼,True,尼,False,
M2_0250,stt4,page_0040,5,SYLLABLE,nghia_consensus_tu_silver,鳩,chim,,7,鳴,鳴,鳴,鸠,sub,太,处,鸠,遠,False,False,,False,,False,,False,,False,,False,,False,,True,鳩,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0251,stt4,page_0100,2,SYLLABLE,nghia_consensus_tu_silver,閹,gian,,32,閹,閹,閹,閤,sub,,阁,世,遠,False,False,,False,,True,閹,True,閹,False,,False,,False,,True,閹,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0252,stt4,page_0016,7,SILVER,s2_inter_s3_corrected,参,các,各,21,德,德,德,,del,人,人,念,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0253,stt4,page_0074,2,SILVER,s2_inter_s3_corrected,身,người,㝵,20,尋,尋,尋,寻,sub,导,早,,,False,False,,False,,False,,False,,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0254,stt4,page_0110,2,SILVER,s2_inter_s3_corrected,船,trả,把,30,征,征,征,福,sub,,,高,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0255,stt4,page_0052,9,SYLLABLE,nghia_consensus_tu_silver,𫊫,tao,,66,蚤,蚤,蚤,,del,蛋,蚕,圣,上,False,False,,False,,False,,False,,False,,False,,False,,False,,True,蚤,True,蚤,True,蚤,False,,False,,True,蚤,True,,False,,False,,True,,False,,True,,True,蚤,True,蚤,False,
M2_0256,stt4,page_0120,4,SILVER,s2_inter_s3_corrected,敬,ca,歌,48,敬,敬,敬,敬,eq,敬,敬,故,,False,True,敬,False,,True,敬,True,敬,True,敬,True,敬,False,,True,敬,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0257,stt4,page_0020,9,SYLLABLE,nghia_consensus,爺,sang,,58,郎,郎,郎,匠,sub,正,原,部,郎,False,False,,False,,False,,False,,False,,False,,False,,False,,True,郎,True,郎,True,郎,False,,False,,True,郎,True,,True,,True,,True,,False,,True,,True,郎,True,郎,True,郎
M2_0258,stt4,page_0200,7,SYLLABLE,nghia_consensus,鲁,rô,,11,通,通,通,日,sub,通,更,潛,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0259,stt4,page_0274,5,SILVER,s2_inter_s3_corrected,芽,thì,時,56,時,時,時,時,sub,時,味,寺,,False,True,時,True,時,True,時,False,,False,,True,時,True,時,False,,True,時,True,時,True,時,True,時,True,時,True,時,True,,True,,True,,True,,True,,True,,True,時,True,時,True,時
M2_0260,stt4,page_0174,5,SILVER,s2_inter_s3_corrected,獸,khi,欺,31,獸,吝,吝獸,歇,sub,齐,,公,,False,False,,False,,True,獸,True,獸,False,,False,,False,,True,獸,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0261,stt4,page_0160,8,SILVER,s2_inter_s3_corrected,昇,người,㝵,20,尋,尋,尋,寄,sub,等,等,寻,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0262,stt4,page_0262,9,SYLLABLE,nghia_consensus_tu_silver,也,ta,,55,,,,善,sub,也,典,也,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0263,stt4,page_0232,1,SYLLABLE,nghia_consensus,紏,dấu,,43,鮮,鮮,鮮,衅,sub,物,,九,拓,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0264,stt4,page_0132,3,SYLLABLE,nghia_consensus,皇,thánh,,33,,,,皇,eq,羽,,羽,手,False,False,,False,,True,皇,True,皇,False,,False,,False,,True,皇,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0265,stt4,page_0234,5,SILVER,s2_inter_s3_corrected,𮎛,bao,包,37,已,,,包,sub,人,包,包,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,包,True,包,False,,True,包,False,,True,包,True,,True,,True,,True,,False,,True,,True,包,True,包,True,包
M2_0266,stt4,page_0246,9,SYLLABLE,nghia_consensus,皇,thánh,,33,皇,皇,皇,皇,eq,二,三,皇,,False,True,皇,False,,True,皇,True,皇,True,皇,True,皇,False,,True,皇,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0267,stt4,page_0230,5,SYLLABLE,nghia_consensus,皇,thánh,,33,皇,皇,皇,皇,eq,,,李,王,False,True,皇,False,,True,皇,True,皇,True,皇,True,皇,False,,True,皇,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0268,stt4,page_0088,6,SYLLABLE,nghia_consensus,鄧,sang,,58,邇,邇,邇,郡,sub,代,化,化,犊,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0269,stt4,page_0062,3,SILVER,s2_inter_s3_corrected,身,người,㝵,20,尋,尋,尋,寻,sub,學,国,昌,,False,False,,False,,False,,False,,False,,True,尋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0270,stt4,page_0124,6,SYLLABLE,nghia_consensus,祠,vua,,15,爾,爾,爾朱,碉,sub,本,本,命,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0271,stt4,page_0280,2,SYLLABLE,nghia_consensus_tu_silver,祐,xem,,18,祐,祐,祐,祜,sub,祐,站,祐,峪,False,False,,False,,True,祐,True,祐,False,,False,,False,,True,祐,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0272,stt4,page_0222,8,SYLLABLE,nghia_consensus,祠,vua,,15,祠,朝,朝祠,硐,sub,鄭,钢,飢,峭,False,False,,False,,True,祠,True,祠,False,,False,,False,,True,祠,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0273,stt4,page_0248,3,SYLLABLE,nghia_consensus_tu_silver,𦝫,rô,,11,成,,,雲,sub,必,誉,以,需,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0274,stt4,page_0154,9,SYLLABLE,nghia_consensus_tu_silver,霖,trăm,,10,森,森,森,彝,sub,寐,森,氣,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0275,stt4,page_0256,4,SILVER,s2_inter_s3_corrected,故,nó,奴,6,故,故,故,故,eq,政,文,公,兀,False,True,故,False,,True,故,True,故,True,故,True,故,False,,True,故,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0276,stt4,page_0178,2,SYLLABLE,nghia_consensus,率,xa,,38,車,車,車,車,sub,,車,李,一,False,True,車,True,車,True,車,False,,False,,True,車,True,車,False,,True,車,True,車,True,車,True,車,True,車,True,車,True,,True,,True,,True,,True,,True,,True,車,True,車,True,車
M2_0277,stt4,page_0290,3,SYLLABLE,nghia_consensus_tu_silver,辰,rằng,,12,辰,辰,辰,痕,sub,辰,辰,人,,False,False,,False,,True,辰,True,辰,False,,False,,False,,True,辰,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0278,stt4,page_0212,1,SYLLABLE,nghia_consensus,而,làm,,17,之,之,之,罘,sub,,,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0279,stt4,page_0166,5,SYLLABLE,nghia_consensus,因,có,,15,因,因,因,因,eq,单,单,竿,因,False,True,因,False,,True,因,True,因,True,因,True,因,False,,True,因,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0280,stt4,page_0240,6,SILVER,s2_inter_s3_corrected,出,đốt,茁,30,出,出,出,炫,sub,炫,炒,炁,,False,False,,False,,True,出,True,出,False,,False,,False,,True,出,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0281,stt4,page_0136,2,SYLLABLE,nghia_consensus,街,về,,23,術,術,術,衔,sub,街,街,街,街,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0282,stt4,page_0298,7,SYLLABLE,nghia_consensus_tu_silver,因,có,,15,固,固,固,固,sub,因,因,因,,False,True,固,True,固,True,固,False,,False,,True,固,True,固,False,,True,固,True,固,True,固,True,固,True,固,True,固,True,,True,,True,,True,,True,,True,,True,固,True,固,True,固
M2_0283,stt4,page_0038,1,SYLLABLE,nghia_consensus_tu_silver,僊,đức,,21,僊,僊,僊,,del,,您,恁,,False,False,,False,,True,僊,True,僊,False,,False,,False,,True,僊,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0284,stt4,page_0116,7,SILVER,s2_inter_s3_corrected,兹,nhà,茹,19,茲,茲,茲,葫,sub,,故,競,沟,False,False,,False,,False,,False,,False,,False,,False,,True,兹,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0285,stt4,page_0104,8,SILVER,s2_inter_s3_corrected,六,của,古,8,六,饒,饒六,六,eq,民,比,氏,,False,True,六,False,,True,六,True,六,True,六,True,六,False,,True,六,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0286,stt4,page_0292,6,SYLLABLE,nghia_consensus,而,làm,,17,而,而,而,而,eq,,,,,False,True,而,False,,True,而,True,而,True,而,True,而,False,,True,而,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0287,stt4,page_0218,9,SILVER,s2_inter_s3_corrected,奔,mà,麻,21,年,年,年,森,sub,年,年,奔,峄,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
