syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
âu,謳,U+8B33,5,0,0,,,事/謳,True,GOLD/SILVER
ông,東,U+6771,5,0,0,,,兌/坌/妻/果/𭔿,True,GOLD/SILVER
đinh,釘,U+91D8,5,0,0,,,釘,True,GOLD
đào,陶,U+9676,5,0,0,,,陶,True,GOLD
đóng,棟,U+68DF,5,0,0,,,使/棟,True,GOLD/SILVER
đương,當,U+7576,5,0,0,,,嗜/常/當,True,GOLD
đẹp,枼,U+67BC,5,0,0,,,枼,True,GOLD
đẻ,𦝉,U+26749,5,0,0,,,脈/脹/膩/臟,True,GOLD/SILVER
đỏ,堵,U+5835,5,0,0,,,堵/诸,True,GOLD
đồng,同,U+540C,5,0,0,,,同/因,True,GOLD/SILVER
ba,波,U+6CE2,4,0,0,,,波,True,GOLD
bia,𥓓,U+254D3,4,0,0,,,𥓓,True,GOLD
bước,北,U+5317,4,0,0,,,北,True,GOLD
bền,卞,U+535E,4,0,0,,,卞,True,GOLD
bột,勃,U+52C3,4,0,0,,,勃,True,GOLD
chang,庒,U+5E92,4,0,0,,,庒/片,True,GOLD/SILVER
châu,珠,U+73E0,4,0,0,,,珠,True,GOLD
chước,所,U+6240,4,0,0,,,孤/所,True,GOLD
chở,阻,U+963B,4,0,0,,,沮/阻,True,GOLD/SILVER
chức,職,U+8077,4,0,0,,,戰/職,True,GOLD
chửi,𠯽,U+20BFD,4,0,0,,,止/甿/𠮵,True,GOLD/SILVER
câu,句,U+53E5,4,0,0,,,句,True,GOLD
còn,存,U+5B58,4,0,0,,,在,True,GOLD
cùng,拱,U+62F1,4,0,0,,,拱,True,GOLD
cũ,窭,U+7AAD,4,0,0,,,窭,True,GOLD
cướp,劫,U+52AB,4,0,0,,,劫,True,GOLD
cốt,骨,U+9AA8,4,0,0,,,骨,True,GOLD
củi,檜,U+6A9C,4,0,0,,,檜,True,GOLD
da,𦝄,U+26744,4,0,0,,,朘/腹/𦚂,True,GOLD/SILVER
di,移,U+79FB,4,0,0,,,移,True,GOLD
dong,容,U+5BB9,4,0,0,,,容,True,GOLD
dài,曳,U+66F3,4,0,0,,,曳/民,True,GOLD/SILVER
dưới,帶,U+5E36,4,0,0,,,夢/帯/帶,True,GOLD/SILVER
dấu,斗,U+6597,4,0,0,,,斗/跡,True,GOLD/SILVER
dối,对,U+5BF9,4,0,0,,,对,True,GOLD
dỗ,杜,U+675C,4,0,0,,,壮/杜,True,GOLD
giàu,朝,U+671D,4,0,0,,,朝,True,GOLD
giêng,正,U+6B63,4,0,0,,,正,True,GOLD
gớm,憾,U+61BE,4,0,0,,,憾,True,GOLD
hay,特,U+7279,4,0,0,,,公/呪/必/经,True,SILVER
hưởng,享,U+4EAB,4,0,0,,,享,True,GOLD
học,𭓇,U+2D4C7,4,0,0,,,𭓇,True,GOLD
hộ,護,U+8B77,4,0,0,,,謔/護/讓,True,GOLD
in,印,U+5370,4,0,0,,,卬/印,True,GOLD
khát,渇,U+6E07,4,0,0,,,渇,True,GOLD
khát,渴,U+6E34,4,0,0,,,渴,True,GOLD
kiêu,驕,U+9A55,4,0,0,,,驕,True,GOLD
kẻ,凡,U+51E1,4,0,0,,,凡,True,GOLD
li,莉,U+8389,4,0,0,,,淆/禹,True,GOLD/SILVER
liều,料,U+6599,4,0,0,,,料/科,True,GOLD
liệu,料,U+6599,4,0,0,,,料,True,GOLD
là,買,U+8CB7,4,0,0,,,冨/崑/昱/貫,True,GOLD
là,𪜀,U+2A700,4,0,0,,,不/卄/女,True,GOLD/SILVER
lánh,另,U+53E6,4,0,0,,,另/弓/月,True,GOLD/SILVER
lô,炉,U+7089,4,0,0,,,炉/炒,True,GOLD/SILVER
lộn,論,U+8AD6,4,0,0,,,論,True,GOLD
mai,梅,U+6885,4,0,0,,,梅,True,GOLD
mau,毛,U+6BDB,4,0,0,,,毛,True,GOLD
mất,秩,U+79E9,4,0,0,,,教/秩/頼,True,GOLD/SILVER
một,車,U+8ECA,4,0,0,,,单/甚/重,True,GOLD
ngàn,彦,U+5F66,4,0,0,,,彦/軒/鄜,True,GOLD/SILVER
ngạo,傲,U+50B2,4,0,0,,,傲,True,GOLD
nuôi,浽,U+6D7D,4,0,0,,,妥/安,True,GOLD
nước,匿,U+533F,4,0,0,,,匿,True,GOLD
nước,箸,U+7BB8,4,0,0,,,署,True,GOLD
nết,𢝘,U+22758,4,0,0,,,星,True,GOLD
nổi,挼,U+633C,4,0,0,,,按/挼,True,GOLD/SILVER
phi,不,U+4E0D,4,0,0,,,不,True,GOLD
phiền,煩,U+7169,4,0,0,,,煩,True,GOLD
phun,噴,U+5674,4,0,0,,,嘖/噴/嬪/遁,True,GOLD/SILVER
phương,方,U+65B9,4,0,0,,,方,True,GOLD
phận,分,U+5206,4,0,0,,,分,True,GOLD
què,跪,U+8DEA,4,0,0,,,堠/庵/跪,True,GOLD/SILVER
rét,列,U+5217,4,0,0,,,列,True,GOLD
rượu,𨢇,U+28887,4,0,0,,,醋/醐/醞,True,GOLD/SILVER
rốt,卒,U+5352,4,0,0,,,卒,True,GOLD
rồi,耒,U+8012,4,0,0,,,耒,True,GOLD
sang,朗,U+6717,4,0,0,,,即,True,GOLD
sau,楼,U+697C,4,0,0,,,棲/楼,True,GOLD
sâu,溇,U+6E87,4,0,0,,,婆/楼/溇,True,GOLD/SILVER
sông,江,U+6C5F,4,0,0,,,淹/祐/麾,True,SILVER
sấp,泣,U+6CE3,4,0,0,,,拉/泣,True,GOLD
sống,𧚠,U+276A0,4,0,0,,,君/莊/飛/𭺾,True,GOLD/SILVER
sốt,𤈠,U+24220,4,0,0,,,冿/津,True,GOLD/SILVER
thì,𥊘,U+25298,4,0,0,,,齒,True,GOLD
thói,退,U+9000,4,0,0,,,退,True,GOLD
thông,通,U+901A,4,0,0,,,通,True,GOLD
thơm,貪,U+8CAA,4,0,0,,,奢/薈/貪,True,GOLD/SILVER
tiệc,席,U+5E2D,4,0,0,,,席,True,GOLD
tiện,便,U+4FBF,4,0,0,,,便,True,GOLD
tranh,争,U+4E89,4,0,0,,,争,True,GOLD
tri,知,U+77E5,4,0,0,,,知,True,GOLD
trông,篭,U+7BED,4,0,0,,,篭/罨/邕,True,GOLD/SILVER
tính,性,U+6027,4,0,0,,,性,True,GOLD
tối,碎,U+788E,4,0,0,,,碎,True,GOLD
vi,爲,U+7232,4,0,0,,,爲/𫠉,True,GOLD/SILVER
việc,沒,U+6C92,4,0,0,,,伎/授/没,True,GOLD/SILVER
vàn,萬,U+842C,4,0,0,,,萬,True,GOLD
võ,武,U+6B66,4,0,0,,,武,True,GOLD
vốn,本,U+672C,4,0,0,,,本,True,GOLD
xã,社,U+793E,4,0,0,,,社/𦥷,True,GOLD/SILVER
xé,熾,U+71BE,4,0,0,,,戲/熾,True,GOLD
xứ,處,U+8655,4,0,0,,,康/處/虚,True,GOLD/SILVER
y,意,U+610F,4,0,0,,,意,True,GOLD
áp,押,U+62BC,4,0,0,,,押,True,GOLD
đinh,汀,U+6C40,4,0,0,,,汀,True,GOLD
đuốc,燭,U+71ED,4,0,0,,,燭,True,GOLD
đàn,弹,U+5F39,4,0,0,,,弹,True,GOLD
đòn,屯,U+5C6F,4,0,0,,,扼/按/掩/范,True,SILVER
đế,氐,U+6C10,4,0,0,,,存/底,True,GOLD/SILVER
đời,匕,U+5315,4,0,0,,,之/乙,True,GOLD/SILVER
ước,约,U+7EA6,4,0,0,,,约,True,GOLD
am,庵,U+5EB5,3,0,0,,,庵,True,GOLD
au,泑,U+6CD1,3,0,0,,,洶/詎,True,SILVER
biên,边,U+8FB9,3,0,0,,,边,True,GOLD
buôn,奔,U+5954,3,0,0,,,奔,True,GOLD
bá,叭,U+53ED,3,0,0,,,八,True,GOLD
bánh,迸,U+8FF8,3,0,0,,,迸,True,GOLD
bạc,伯,U+4F2F,3,0,0,,,伯,True,GOLD
bầu,保,U+4FDD,3,0,0,,,保,True,GOLD
bậc,北,U+5317,3,0,0,,,北/比,True,GOLD
bổng,俸,U+4FF8,3,0,0,,,俸,True,GOLD
bỗng,俸,U+4FF8,3,0,0,,,俸,True,GOLD
chiên,氊,U+6C0A,3,0,0,,,氊,True,GOLD
cho,沫,U+6CAB,3,0,0,,,休/昧,True,GOLD
chuyện,傳,U+50B3,3,0,0,,,傳,True,GOLD
chì,持,U+6301,3,0,0,,,持/牒/詩,True,GOLD/SILVER
chú,注,U+6CE8,3,0,0,,,注/生,True,GOLD/SILVER
chăn,𧜖,U+27716,3,0,0,,,棲/禧/複,True,GOLD/SILVER
chắp,執,U+57F7,3,0,0,,,執/報,True,GOLD
chặt,秩,U+79E9,3,0,0,,,技/秩,True,GOLD/SILVER
chặt,質,U+8CEA,3,0,0,,,質,True,GOLD
chứa,𥢳,U+258B3,3,0,0,,,爾,True,GOLD
cáo,吿,U+543F,3,0,0,,,吿,True,GOLD
câu,勾,U+52FE,3,0,0,,,勾,True,GOLD
còn,羣,U+7FA3,3,0,0,,,羣,True,GOLD
cưỡi,𮪍,U+2EA8D,3,0,0,,,𮪍,True,GOLD
cầm,禽,U+79BD,3,0,0,,,禽,True,GOLD
cắn,很,U+5F88,3,0,0,,,恨/眼/限,True,GOLD/SILVER
cắt,拮,U+62EE,3,0,0,,,拮,True,GOLD
du,油,U+6CB9,3,0,0,,,油,True,GOLD
du,遊,U+904A,3,0,0,,,遊,True,GOLD
dơ,汿,U+6C7F,3,0,0,,,予/汙/浸,True,GOLD/SILVER
dạo,道,U+9053,3,0,0,,,逍/道,True,GOLD/SILVER
dấu,酉,U+9149,3,0,0,,,酉,True,GOLD
dọn,遁,U+9041,3,0,0,,,返/遁/遠,True,GOLD/SILVER
dồ,𠱋,U+20C4B,3,0,0,,,枉/牡,True,SILVER
e,衣,U+8863,3,0,0,,,筏/衣,True,GOLD/SILVER
gan,肝,U+809D,3,0,0,,,肝,True,GOLD
gian,间,U+95F4,3,0,0,,,回/固,True,GOLD
giáo,教,U+6559,3,0,0,,,教,True,GOLD
giới,械,U+68B0,3,0,0,,,械,True,GOLD
giữa,宁,U+5B81,3,0,0,,,宁/手/抑,True,GOLD/SILVER
gái,丐,U+4E10,3,0,0,,,丐/巧,True,GOLD
gánh,梗,U+6897,3,0,0,,,便/梗,True,GOLD/SILVER
gìn,㕓,U+3553,3,0,0,,,㕓,True,GOLD
góm,憾,U+61BE,3,0,0,,,憾,False,SILVER
gươm,釼,U+91FC,3,0,0,,,釼,True,GOLD
gởi,攺,U+653A,3,0,0,,,攺,True,GOLD
hà,苛,U+82DB,3,0,0,,,竒/苛,True,GOLD
hào,殽,U+6BBD,3,0,0,,,嚴/殽/蔽,True,GOLD/SILVER
hám,憾,U+61BE,3,0,0,,,憾,True,GOLD
hám,瘖,U+7616,3,0,0,,,瘖/癘/腐,True,GOLD/SILVER
hãi,咳,U+54B3,3,0,0,,,亥,True,GOLD
hèn,闲,U+95F2,3,0,0,,,國/闲,True,GOLD/SILVER
hòa,和,U+548C,3,0,0,,,和,True,GOLD
hòn,丸,U+4E38,3,0,0,,,丸,True,GOLD
hôn,泯,U+6CEF,3,0,0,,,混,True,GOLD
hễ,係,U+4FC2,3,0,0,,,係,True,GOLD
hồ,湖,U+6E56,3,0,0,,,湖,True,GOLD
hồn,混,U+6DF7,3,0,0,,,混,True,GOLD
hồn,魄,U+9B44,3,0,0,,,魄/魏,True,GOLD
khí,噐,U+5650,3,0,0,,,噐,True,GOLD
kinh,経,U+7D4C,3,0,0,,,経,True,GOLD
kinh,𦀇,U+26007,3,0,0,,,𦀇,True,GOLD
kéo,呌,U+544C,3,0,0,,,呌,True,GOLD
la,罗,U+7F57,3,0,0,,,歇/粤/𤰞,True,SILVER
la,羅,U+7F85,3,0,0,,,羅/華,True,GOLD/SILVER
la,邏,U+908F,3,0,0,,,遥/選,True,SILVER
liếm,歛,U+6B5B,3,0,0,,,欽/致,True,GOLD/SILVER
lon,崙,U+5D19,3,0,0,,,屬/扁/獻,True,SILVER
là,容,U+5BB9,3,0,0,,,宅/容/窑,True,GOLD/SILVER
là,廾,U+5EFE,3,0,0,,,万/为/小,True,GOLD
là,浪,U+6D6A,3,0,0,,,亟/混/異,True,GOLD/SILVER
làm,濫,U+6FEB,3,0,0,,,以/白/𡖋,True,SILVER
lông,篭,U+7BED,3,0,0,,,篭/罨,True,GOLD/SILVER
lặng,浪,U+6D6A,3,0,0,,,浪,True,GOLD
lột,律,U+5F8B,3,0,0,,,侓/律,True,GOLD/SILVER
lời,𢈱,U+22231,3,0,0,,,府,True,GOLD
ma,摩,U+6469,3,0,0,,,摩,True,GOLD
may,埋,U+57CB,3,0,0,,,埋,True,GOLD
me,眉,U+7709,3,0,0,,,眉,True,GOLD
minh,明,U+660E,3,0,0,,,明,True,GOLD
mà,女,U+5973,3,0,0,,,女/攵,True,GOLD
môn,門,U+9580,3,0,0,,,門,True,GOLD
mẹ,美,U+7F8E,3,0,0,,,硬/磎/美,True,GOLD/SILVER
mọc,木,U+6728,3,0,0,,,木/术,True,GOLD/SILVER
mỏ,某,U+67D0,3,0,0,,,某/𫠉,True,GOLD/SILVER
mổ,某,U+67D0,3,0,0,,,某,True,GOLD
mừng,眀,U+7700,3,0,0,,,眀,True,GOLD
nen,年,U+5E74,3,0,0,,,年,True,GOLD
ngọc,玊,U+738A,3,0,0,,,玊,True,GOLD
ngụy,偽,U+507D,3,0,0,,,偽,True,GOLD
nhau,饒,U+9952,3,0,0,,,饒,True,GOLD
nhà,牙,U+7259,3,0,0,,,歹,True,GOLD
nhân,忍,U+5FCD,3,0,0,,,忍,True,GOLD
nhật,日,U+65E5,3,0,0,,,日/甘,True,GOLD
nung,燶,U+71F6,3,0,0,,,濃/農/震,True,GOLD/SILVER
nê,尼,U+5C3C,3,0,0,,,君/尼,True,GOLD/SILVER
nả,那,U+90A3,3,0,0,,,那,True,GOLD
o,烏,U+70CF,3,0,0,,,烏,True,GOLD
phô,哺,U+54FA,3,0,0,,,哺/脩,True,GOLD/SILVER
phô,庯,U+5EAF,3,0,0,,,帰/庵/燎,True,GOLD/SILVER
phạt,罚,U+7F5A,3,0,0,,,罚,True,GOLD
phạt,罸,U+7F78,3,0,0,,,罸,True,GOLD
quả,果,U+679C,3,0,0,,,果,True,GOLD
ra,羅,U+7F85,3,0,0,,,羅/錐,True,GOLD/SILVER
roi,擂,U+64C2,3,0,0,,,擂/榴,True,GOLD/SILVER
ru,𠱋,U+20C4B,3,0,0,,,咄/岫/申,True,GOLD/SILVER
rách,泟,U+6CDF,3,0,0,,,征/疝/症,True,GOLD/SILVER
rì,移,U+79FB,3,0,0,,,移,True,GOLD
rối,磊,U+78CA,3,0,0,,,磊/𠁅,True,GOLD/SILVER
rủa,嚕,U+5695,3,0,0,,,巢/繒/鲁,True,GOLD/SILVER
sang,𢀨,U+22028,3,0,0,,,區/昂,True,GOLD/SILVER
sao,年,U+5E74,3,0,0,,,年,True,GOLD
sáng,灲,U+7072,3,0,0,,,刈/则/灼,True,GOLD/SILVER
sắc,色,U+8272,3,0,0,,,色,True,GOLD
sắm,懴,U+61F4,3,0,0,,,懴,True,GOLD
sớm,歛,U+6B5B,3,0,0,,,歛,True,GOLD
tha,他,U+4ED6,3,0,0,,,他,True,GOLD
tho,收,U+6536,3,0,0,,,收/𭣣,True,GOLD/SILVER
thua,收,U+6536,3,0,0,,,收/𭣣,True,GOLD/SILVER
thuận,順,U+9806,3,0,0,,,順,True,GOLD
thuốc,朿,U+673F,3,0,0,,,来,True,GOLD
thành,誠,U+8AA0,3,0,0,,,誠,True,GOLD
thân,身,U+8EAB,3,0,0,,,粤/身,True,GOLD/SILVER
thú,獣,U+7363,3,0,0,,,獣,True,GOLD
thảy,汰,U+6C70,3,0,0,,,汰,True,GOLD
thậm,甚,U+751A,3,0,0,,,甚,True,GOLD
thắt,失,U+5931,3,0,0,,,太/失,True,GOLD
ti,卑,U+5351,3,0,0,,,卑,True,GOLD
tiến,進,U+9032,3,0,0,,,筵/進,True,GOLD/SILVER
trong,𥪞,U+25A9E,3,0,0,,,勧/翹/趣,True,GOLD/SILVER
trường,塲,U+5872,3,0,0,,,傷/塲,True,GOLD
trần,陳,U+9673,3,0,0,,,陳,True,GOLD
trở,吕,U+5415,3,0,0,,,吕/𠯁,True,GOLD/SILVER
trở,阻,U+963B,3,0,0,,,阻,True,GOLD
trừ,除,U+9664,3,0,0,,,除,True,GOLD
tích,跡,U+8DE1,3,0,0,,,跡,True,GOLD
tôi,倅,U+5005,3,0,0,,,伻/倅/停,True,GOLD
tăm,心,U+5FC3,3,0,0,,,心/必,True,GOLD
tư,司,U+53F8,3,0,0,,,司,True,GOLD
tấm,糁,U+7CC1,3,0,0,,,糁,True,GOLD
tắt,必,U+5FC5,3,0,0,,,少,True,GOLD
tổ,祖,U+7956,3,0,0,,,祖,True,GOLD
việc,伇,U+4F07,3,0,0,,,伇,True,GOLD
vê,為,U+70BA,3,0,0,,,為,True,GOLD
vạ,𥘑,U+25611,3,0,0,,,衬,True,GOLD
xây,磋,U+78CB,3,0,0,,,磋,True,GOLD
yêu,㤇,U+3907,3,0,0,,,氏,True,GOLD
ác,惡,U+60E1,3,0,0,,,惡,True,GOLD
đinh,灯,U+706F,3,0,0,,,灯,True,GOLD
đã,吏,U+540F,3,0,0,,,吏/君,True,GOLD
đò,度,U+5EA6,3,0,0,,,度,True,GOLD
đón,頓,U+9813,3,0,0,,,頓,True,GOLD
đông,冬,U+51AC,3,0,0,,,冬,True,GOLD
đông,東,U+6771,3,0,0,,,東,True,GOLD
đưa,多,U+591A,3,0,0,,,受/多,True,GOLD/SILVER
được,待,U+5F85,3,0,0,,,传/待/诗,True,GOLD/SILVER
đầy,台,U+53F0,3,0,0,,,莒,True,SILVER
đối,対,U+5BFE,3,0,0,,,対,True,GOLD
đốt,焠,U+7120,3,0,0,,,烛,True,GOLD
đỗ,杜,U+675C,3,0,0,,,杜,True,GOLD
độc,讀,U+8B80,3,0,0,,,讀,True,GOLD
ẩn,𨼆,U+28F06,3,0,0,,,𨼆,True,GOLD
ay,意,U+610F,2,0,0,,,意,False,SILVER
ban,拌,U+62CC,2,0,0,,,伴,True,GOLD
bay,拜,U+62DC,2,0,0,,,拜/𭠠,True,GOLD/SILVER
ben,辺,U+8FBA,2,0,0,,,边,True,GOLD
binh,兵,U+5175,2,0,0,,,兵,True,GOLD
biển,彼,U+5F7C,2,0,0,,,波,True,GOLD
bà,爬,U+722C,2,0,0,,,爬,True,GOLD
bát,体,U+4F53,2,0,0,,,体,True,GOLD
báu,宝,U+5B9D,2,0,0,,,宝,True,GOLD
bãi,罢,U+7F62,2,0,0,,,罢/里,True,GOLD/SILVER
bão,雹,U+96F9,2,0,0,,,雹,True,GOLD
bé,閉,U+9589,2,0,0,,,閉/開,True,GOLD/SILVER
bé,闭,U+95ED,2,0,0,,,团/用,True,SILVER
bê,皮,U+76AE,2,0,0,,,皮,True,GOLD
bắc,北,U+5317,2,0,0,,,北/比,True,GOLD
bệnh,病,U+75C5,2,0,0,,,病,True,GOLD
bội,倍,U+500D,2,0,0,,,倍,True,GOLD
cac,各,U+5404,2,0,0,,,各,False,SILVER
chay,夈,U+5908,2,0,0,,,条,True,GOLD
chuộng,重,U+91CD,2,0,0,,,重,True,GOLD
chìm,沉,U+6C89,2,0,0,,,沉,True,GOLD
chính,正,U+6B63,2,0,0,,,正,True,GOLD
chói,𤈜,U+2421C,2,0,0,,,桎/蛭,True,GOLD
chơ,诸,U+8BF8,2,0,0,,,渚/诸,True,GOLD
chưa,初,U+521D,2,0,0,,,防,True,GOLD
chưa,猪,U+732A,2,0,0,,,猪,True,GOLD
chước,斮,U+65AE,2,0,0,,,新,True,GOLD
chảng,庄,U+5E84,2,0,0,,,庄,False,SILVER
chật,秩,U+79E9,2,0,0,,,秩/被,True,GOLD/SILVER
chế,吱,U+5431,2,0,0,,,过/随,True,SILVER
chết,死,U+6B7B,2,0,0,,,死,True,GOLD
chớ,䐗,U+4417,2,0,0,,,暦/賭,True,GOLD/SILVER
chở,渚,U+6E1A,2,0,0,,,瀦/陼,True,GOLD/SILVER
chứa,貯,U+8CAF,2,0,0,,,貯,True,GOLD
con,𡥵,U+21975,2,0,0,,,報/屏,True,GOLD
cánh,梗,U+6897,2,0,0,,,梗,True,GOLD
có,故,U+6545,2,0,0,,,收/放,True,GOLD
côi,塊,U+584A,2,0,0,,,塊,True,GOLD
côi,瑰,U+7470,2,0,0,,,瑰/𢙢,True,GOLD/SILVER
côn,崑,U+5D11,2,0,0,,,崑,True,GOLD
căm,扲,U+6272,2,0,0,,,扮/捧,True,SILVER
cũng,珙,U+73D9,2,0,0,,,珙,True,GOLD
cơ,奇,U+5947,2,0,0,,,奇,True,GOLD
cơn,干,U+5E72,2,0,0,,,干,True,GOLD
cạn,件,U+4EF6,2,0,0,,,件/汻,True,GOLD/SILVER
cải,攺,U+653A,2,0,0,,,攺,True,GOLD
cất,吉,U+5409,2,0,0,,,吉,True,GOLD
cầm,禁,U+7981,2,0,0,,,禁/葉,True,GOLD/SILVER
cắm,扲,U+6272,2,0,0,,,捧/矜,True,SILVER
cờ,期,U+671F,2,0,0,,,期,True,GOLD
cởi,繪,U+7E6A,2,0,0,,,繪,True,GOLD
củi,𢶒,U+22D92,2,0,0,,,擒,True,GOLD
dao,刀,U+5200,2,0,0,,,刀,True,GOLD
dính,性,U+6027,2,0,0,,,性,True,GOLD
dõ,杜,U+675C,2,0,0,,,壮/拈,True,GOLD/SILVER
dù,由,U+7531,2,0,0,,,由,True,GOLD
dùi,槌,U+69CC,2,0,0,,,槌,True,GOLD
dơ,抒,U+6292,2,0,0,,,序,True,GOLD
dư,餘,U+9918,2,0,0,,,餘,True,GOLD
dưng,仍,U+4ECD,2,0,0,,,仍/肆,True,GOLD/SILVER
dể,易,U+6613,2,0,0,,,昜,True,SILVER
dối,對,U+5C0D,2,0,0,,,對/𭔹,True,GOLD/SILVER
dụ,諭,U+8AED,2,0,0,,,諭,True,GOLD
dức,𠯅,U+20BC5,2,0,0,,,弋,True,GOLD
gang,江,U+6C5F,2,0,0,,,江,True,GOLD
giang,江,U+6C5F,2,0,0,,,江,True,GOLD
gie,支,U+652F,2,0,0,,,支,False,SILVER
giá,價,U+50F9,2,0,0,,,價,True,GOLD
gián,諫,U+8AEB,2,0,0,,,諫,True,GOLD
giân,陣,U+9663,2,0,0,,,陣,False,SILVER
giãn,簡,U+7C21,2,0,0,,,簡/蘭,True,GOLD/SILVER
giăng,扛,U+625B,2,0,0,,,扛,True,GOLD
giơ,捈,U+6348,2,0,0,,,涂/除,True,GOLD
giận,𢚷,U+226B7,2,0,0,,,惮/車,True,GOLD
goi,噲,U+5672,2,0,0,,,噲,False,SILVER
gương,𦎛,U+2639B,2,0,0,,,慰/魏,True,GOLD/SILVER
gạo,梏,U+688F,2,0,0,,,梏/楉,True,GOLD
gạo,𥽌,U+25F4C,2,0,0,,,糙,True,GOLD
gả,妸,U+59B8,2,0,0,,,河/阿,True,GOLD
hay,台,U+53F0,2,0,0,,,台/各,True,GOLD
hiện,見,U+898B,2,0,0,,,見,True,GOLD
hèn,閒,U+9592,2,0,0,,,開,True,GOLD
hóc,斛,U+659B,2,0,0,,,斛,True,GOLD
hóng,烘,U+70D8,2,0,0,,,烘,True,GOLD
hơi,希,U+5E0C,2,0,0,,,希,True,GOLD
hương,香,U+9999,2,0,0,,,香,True,GOLD
hậu,后,U+540E,2,0,0,,,后,True,GOLD
hậu,後,U+5F8C,2,0,0,,,後,True,GOLD
hẹn,限,U+9650,2,0,0,,,限,True,GOLD
hẹp,挾,U+633E,2,0,0,,,挾,True,GOLD
họa,禍,U+798D,2,0,0,,,獨/禍,True,GOLD/SILVER
học,學,U+5B78,2,0,0,,,學/𭓕,True,GOLD/SILVER
hồn,䰟,U+4C1F,2,0,0,,,䰟/恕,True,GOLD/SILVER
hồn,隗,U+9697,2,0,0,,,地/隗,True,GOLD/SILVER
hữu,友,U+53CB,2,0,0,,,犮,True,GOLD
khấn,懇,U+61C7,2,0,0,,,懇,True,GOLD
kiện,健,U+5065,2,0,0,,,健,True,GOLD
kê,稽,U+7A3D,2,0,0,,,勢/稽,True,GOLD/SILVER
kẻo,撟,U+649F,2,0,0,,,橋,True,GOLD
li,丽,U+4E3D,2,0,0,,,匝,True,GOLD
li,琍,U+740D,2,0,0,,,府/有,True,GOLD/SILVER
liêm,廉,U+5EC9,2,0,0,,,廉,True,GOLD
liêu,僚,U+50DA,2,0,0,,,僚,True,GOLD
loài,𩔖,U+29516,2,0,0,,,𩔖,True,GOLD
loài,𩔗,U+29517,2,0,0,,,𩔗,True,GOLD
là,囉,U+56C9,2,0,0,,,罪/要,True,SILVER
là,時,U+6642,2,0,0,,,母/黑,True,SILVER
lành,袊,U+888A,2,0,0,,,袷,True,GOLD
lâm,林,U+6797,2,0,0,,,林,True,GOLD
lâu,樓,U+6A13,2,0,0,,,樓,True,GOLD
lòng,𢚸,U+226B8,2,0,0,,,尋,True,GOLD
lăn,鄰,U+9130,2,0,0,,,鄰,True,GOLD
lương,糧,U+7CE7,2,0,0,,,糧,True,GOLD
lạc,落,U+843D,2,0,0,,,落,True,GOLD
lại,來,U+4F86,2,0,0,,,來/脊,True,GOLD
lại,右,U+53F3,2,0,0,,,左/石,True,GOLD
lại,束,U+675F,2,0,0,,,夏/辰,True,GOLD
lạnh,冷,U+51B7,2,0,0,,,冷,True,GOLD
lấm,淋,U+6DCB,2,0,0,,,淋,True,GOLD
lấp,拉,U+62C9,2,0,0,,,拉,True,GOLD
lầm,淋,U+6DCB,2,0,0,,,淋,True,GOLD
lặn,吝,U+541D,2,0,0,,,吝,True,GOLD
lẽo,了,U+4E86,2,0,0,,,了,True,GOLD
lều,撩,U+64A9,2,0,0,,,撩,True,GOLD
lễ,禮,U+79AE,2,0,0,,,禮,True,GOLD
lệnh,令,U+4EE4,2,0,0,,,令,True,GOLD
lọt,律,U+5F8B,2,0,0,,,律,True,GOLD
lội,磊,U+78CA,2,0,0,,,原/磊,True,GOLD/SILVER
lớn,賴,U+8CF4,2,0,0,,,頼,True,GOLD
lời,分,U+5206,2,0,0,,,公/分,True,GOLD
lời,𠇮,U+201EE,2,0,0,,,肏/𠇮,True,GOLD
ma,磨,U+78E8,2,0,0,,,厯/磨,True,GOLD
mai,枚,U+679A,2,0,0,,,枚,True,GOLD
mong,蒙,U+8499,2,0,0,,,蒙,True,GOLD
muôn,閍,U+958D,2,0,0,,,悶,True,GOLD
muội,昧,U+6627,2,0,0,,,昧,True,GOLD
mây,迷,U+8FF7,2,0,0,,,迷,True,GOLD
mô,獏,U+734F,2,0,0,,,獏,True,GOLD
mắng,莽,U+83BD,2,0,0,,,莽,True,GOLD
mắng,𠻵,U+20EF5,2,0,0,,,葬/馵,True,GOLD/SILVER
mẽ,美,U+7F8E,2,0,0,,,美/羡,True,GOLD/SILVER
mỏi,每,U+6BCF,2,0,0,,,每,True,GOLD
mồ,墓,U+5893,2,0,0,,,墓,True,GOLD
một,歿,U+6B7F,2,0,0,,,歿,True,GOLD
mửa,嗎,U+55CE,2,0,0,,,馮,True,GOLD
nanh,獰,U+7370,2,0,0,,,獰,True,GOLD
ngay,𣈜,U+2321C,2,0,0,,,喝/聘,True,SILVER
nguyền,願,U+9858,2,0,0,,,廟/願,True,GOLD/SILVER
nguyệt,月,U+6708,2,0,0,,,月,True,GOLD
ngô,吾,U+543E,2,0,0,,,吾,True,GOLD
ngươi,的,U+7684,2,0,0,,,的/躬,True,GOLD/SILVER
ngần,垠,U+57A0,2,0,0,,,垠,True,GOLD
ngần,銀,U+9280,2,0,0,,,氓/眼,True,GOLD
ngọt,兀,U+5140,2,0,0,,,兀,True,GOLD
