image,book,page,column,ocr_char,syllable,label,unicode,label_level,tier,rule,s3_cosine,ink_pct,crop_w,crop_h,image_md5,seg_flag,split,split_group,bbox
gold/stt4_page_0068_c08_170.png,stt4,page_0068,8,尼,nơi,尼,U+5C3C,char,GOLD,s1_inter_s2_direct,,0.125,70.0,88.0,c04c28f7414c,ok,train,stt4|page_0068|c8,"[282, 797, 346, 869]"
gold/stt4_page_0068_c08_171.png,stt4,page_0068,8,意,ấy,意,U+610F,char,GOLD,s1_inter_s2_direct,,0.191,59.0,88.0,b642beaef159,ok,train,stt4|page_0068|c8,"[275, 855, 339, 927]"
gold/stt4_page_0068_c08_172.png,stt4,page_0068,8,溇,sâu,溇,U+6E87,char,GOLD,s1_inter_s2_direct,,0.188,61.0,87.0,6bb29a7bf271,ok,train,stt4|page_0068|c8,"[275, 913, 338, 985]"
gold/stt4_page_0068_c08_173.png,stt4,page_0068,8,凜,lắm,凜,U+51DC,char,GOLD,s1_inter_s2_direct,,0.188,54.0,88.0,061ba1d3b0f4,ok,train,stt4|page_0068|c8,"[274, 977, 339, 1051]"
gold/stt4_page_0068_c08_174.png,stt4,page_0068,8,韋,và,喡,U+55A1,char,REVIEW,s1_inter_s2_similar|demoted_lowcos_s3,0.531,0.132,69.0,90.0,34ec381ddd62,ok,train,stt4|page_0068|c8,"[274, 1035, 339, 1109]"
gold/stt4_page_0068_c08_175.png,stt4,page_0068,8,苔,đầy,苔,U+82D4,char,GOLD,s1_inter_s2_direct,,0.137,55.0,87.0,712ed5049d3e,ok,train,stt4|page_0068|c8,"[282, 1100, 342, 1171]"
gold/stt4_page_0068_c08_176.png,stt4,page_0068,8,仍,những,仍,U+4ECD,char,GOLD,s1_inter_s2_direct,,0.142,66.0,87.0,8712d0fc05d5,ok,train,stt4|page_0068|c8,"[282, 1159, 342, 1230]"
,stt4,page_0068,8,棧,gai,,,,REVIEW,below_visual_threshold,0.03,,,,,,train,stt4|page_0068|c8,"[282, 1218, 342, 1289]"
,stt4,page_0068,8,銘,sắc,,,,REVIEW,below_visual_threshold,0.014,,,,,,train,stt4|page_0068|c8,"[282, 1277, 342, 1348]"
gold/stt4_page_0068_c08_179.png,stt4,page_0068,8,時,thì,時,U+6642,char,GOLD,s1_inter_s2_direct,,0.162,58.0,87.0,97a303929404,ok,train,stt4|page_0068|c8,"[282, 1336, 342, 1407]"
gold/stt4_page_0068_c08_180.png,stt4,page_0068,8,各,các,各,U+5404,char,GOLD,s1_inter_s2_direct,,0.154,58.0,87.0,e86040a43a2b,ok,train,stt4|page_0068|c8,"[282, 1395, 342, 1466]"
gold/stt4_page_0068_c08_181.png,stt4,page_0068,8,官,quan,官,U+5B98,char,GOLD,s1_inter_s2_direct,,0.142,58.0,87.0,3d27b42b74b6,ok,train,stt4|page_0068|c8,"[282, 1454, 342, 1525]"
gold/stt4_page_0068_c08_182.png,stt4,page_0068,8,昇,vâng,𢀥,U+22025,char,REVIEW,s1_inter_s2_similar|demoted_lowcos_s3,0.346,0.152,61.0,78.0,b215db26a109,ok,train,stt4|page_0068|c8,"[280, 1519, 347, 1583]"
syllable/stt4_page_0068_c08_183.png,stt4,page_0068,8,薊,lời,,,syllable,SYLLABLE,nghia_consensus,0.115,0.122,75.0,78.0,8e54ffba772c,ok,train,stt4|page_0068|c8,"[280, 1571, 347, 1639]"
syllable/stt4_page_0068_c09_184.png,stt4,page_0068,9,例,vua,,,syllable,SYLLABLE,nghia_consensus,0.042,0.144,67.0,65.0,5409e94a143d,ok,train,stt4|page_0068|c9,"[178, 273, 249, 342]"
silver/stt4_page_0068_c09_185.png,stt4,page_0068,9,府,mà,麻,U+9EBB,char,SILVER,s2_inter_s3_corrected,0.981,0.107,66.0,85.0,43526b300636,ok,train,stt4|page_0068|c9,"[181, 329, 246, 400]"
,stt4,page_0068,9,稔,ném,,,,REVIEW,below_visual_threshold,0.34,,,,,,train,stt4|page_0068|c9,"[186, 387, 251, 458]"
gold/stt4_page_0068_c09_187.png,stt4,page_0068,9,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.118,64.0,74.0,2b88c4048ccc,ok,train,stt4|page_0068|c9,"[188, 444, 251, 517]"
silver/stt4_page_0068_c09_188.png,stt4,page_0068,9,色,vào,包,U+5305,char,SILVER,s2_inter_s3_corrected,0.869,0.121,53.0,75.0,aa5ebb161177,ok,train,stt4|page_0068|c9,"[188, 503, 252, 575]"
gold/stt4_page_0068_c09_189.png,stt4,page_0068,9,帝,đấy,帝,U+5E1D,char,GOLD,s1_inter_s2_direct,,0.099,66.0,82.0,05ed2607cb3b,ok,train,stt4|page_0068|c9,"[189, 566, 252, 638]"
silver/stt4_page_0068_c09_190.png,stt4,page_0068,9,丑,song,双,U+53CC,char,SILVER,s2_inter_s3_corrected,0.921,0.082,70.0,82.0,05fcbf5da652,ok,train,stt4|page_0068|c9,"[189, 624, 251, 696]"
gold/stt4_page_0068_c09_191.png,stt4,page_0068,9,离,le,离,U+79BB,char,GOLD,s1_inter_s2_direct,,0.115,48.0,81.0,cd7fc9b992c4,ok,train,stt4|page_0068|c9,"[191, 683, 249, 753]"
gold/stt4_page_0068_c09_192.png,stt4,page_0068,9,体,thấy,体,U+4F53,char,GOLD,s1_inter_s2_direct,,0.093,59.0,84.0,8c020d06de9c,ok,train,stt4|page_0068|c9,"[191, 747, 248, 817]"
gold/stt4_page_0068_c09_193.png,stt4,page_0068,9,巴,ba,巴,U+5DF4,char,GOLD,s1_inter_s2_direct,,0.143,51.0,76.0,465786c6314d,ok,train,stt4|page_0068|c9,"[189, 805, 249, 876]"
,stt4,page_0068,9,子,người,,,,REVIEW,below_visual_threshold,0.35,,,,,,train,stt4|page_0068|c9,"[182, 863, 244, 934]"
silver/stt4_page_0068_c09_195.png,stt4,page_0068,9,然,mặc,黙,U+9ED9,char,SILVER,s2_inter_s3_corrected,0.72,0.153,55.0,79.0,5487140eb843,ok,train,stt4|page_0068|c9,"[181, 920, 244, 991]"
gold/stt4_page_0068_c09_196.png,stt4,page_0068,9,襖,áo,襖,U+8956,char,GOLD,s1_inter_s2_direct,,0.134,69.0,88.0,3eb97ada6081,ok,train,stt4|page_0068|c9,"[181, 978, 245, 1050]"
,stt4,page_0068,9,𠀍,trắng,,,,REVIEW,below_visual_threshold,0.004,,,,,,train,stt4|page_0068|c9,"[188, 1036, 250, 1107]"
silver/stt4_page_0068_c09_198.png,stt4,page_0068,9,毫,xuống,下,U+4E0B,char,SILVER,s3_head_bank_consensus,0.058,0.131,53.0,87.0,a51bb57bd0ac,ok,train,stt4|page_0068|c9,"[181, 1094, 245, 1165]"
gold/stt4_page_0068_c09_199.png,stt4,page_0068,9,尼,nơi,尼,U+5C3C,char,GOLD,s1_inter_s2_direct,,0.133,60.0,73.0,f42c655c79c2,ok,train,stt4|page_0068|c9,"[181, 1152, 245, 1223]"
,stt4,page_0068,9,棧,gai,,,,REVIEW,below_visual_threshold,0.437,,,,,,train,stt4|page_0068|c9,"[186, 1209, 253, 1283]"
gold/stt4_page_0068_c09_201.png,stt4,page_0068,9,意,ấy,意,U+610F,char,GOLD,s1_inter_s2_direct,,0.182,53.0,93.0,9a409f969181,ok,train,stt4|page_0068|c9,"[180, 1272, 246, 1347]"
silver/stt4_page_0068_c09_202.png,stt4,page_0068,9,在,mà,麻,U+9EBB,char,SILVER,s2_inter_s3_corrected,0.895,0.105,57.0,92.0,ae768cfee506,ok,train,stt4|page_0068|c9,"[180, 1331, 245, 1406]"
,stt4,page_0068,9,秀,giắt,,,,REVIEW,below_visual_threshold,0.014,,,,,,train,stt4|page_0068|c9,"[180, 1389, 245, 1465]"
gold/stt4_page_0068_c09_204.png,stt4,page_0068,9,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.121,59.0,87.0,3e48403ba7bf,ok,train,stt4|page_0068|c9,"[179, 1452, 246, 1526]"
gold/stt4_page_0068_c09_205.png,stt4,page_0068,9,連,lên,連,U+9023,char,GOLD,s1_inter_s2_direct,,0.143,54.0,87.0,dfdfadc826f3,ok,train,stt4|page_0068|c9,"[184, 1514, 249, 1585]"
gold/stt4_page_0068_c09_206.png,stt4,page_0068,9,謳,âu,謳,U+8B33,char,GOLD,s1_inter_s2_direct,,0.182,57.0,71.0,808363e43eeb,ok,train,stt4|page_0068|c9,"[184, 1573, 249, 1638]"
,stt4,page_0070,1,異,1,,,,REVIEW,below_visual_threshold,0.038,,,,,,train,stt4|page_0070|c1,"[939, 244, 1009, 320]"
gold/stt4_page_0070_c01_001.png,stt4,page_0070,1,巴,ba,巴,U+5DF4,char,GOLD,s1_inter_s2_direct,,0.125,71.0,84.0,8007bac8d0c7,ok,train,stt4|page_0070|c1,"[939, 307, 1009, 388]"
,stt4,page_0070,1,𭘾,người,,,,REVIEW,below_visual_threshold,0.61,,,,,,train,stt4|page_0070|c1,"[937, 378, 1010, 461]"
gold/stt4_page_0070_c01_003.png,stt4,page_0070,1,意,ấy,意,U+610F,char,GOLD,s1_inter_s2_direct,,0.168,72.0,98.0,a030a4139b2f,ok,train,stt4|page_0070|c1,"[936, 443, 1011, 527]"
gold/stt4_page_0070_c01_004.png,stt4,page_0070,1,皂,là,号,U+53F7,char,REVIEW,s1_inter_s2_similar|demoted_lowcos_s3,0.604,0.098,76.0,103.0,715a16f1b6b8,ok,train,stt4|page_0070|c1,"[938, 513, 1009, 598]"
syllable/stt4_page_0070_c01_005.png,stt4,page_0070,1,𦤳,thánh,,,syllable,SYLLABLE,nghia_consensus,0.125,0.151,65.0,97.0,c63e1212bba2,ok,train,stt4|page_0070|c1,"[937, 585, 1009, 669]"
gold/stt4_page_0070_c01_006.png,stt4,page_0070,1,矢,thiên,天,U+5929,char,GOLD,s1_inter_s2_similar,0.84,0.112,78.0,105.0,e1b725366a79,ok,train,stt4|page_0070|c1,"[942, 649, 1016, 736]"
gold/stt4_page_0070_c01_007.png,stt4,page_0070,1,神,thần,神,U+795E,char,GOLD,s1_inter_s2_direct,,0.132,87.0,106.0,b46f8787caf5,ok,train,stt4|page_0070|c1,"[942, 720, 1017, 806]"
gold/stt4_page_0070_c01_008.png,stt4,page_0070,1,欺,khi,欺,U+6B3A,char,GOLD,s1_inter_s2_direct,,0.151,78.0,94.0,801809d0607f,ok,train,stt4|page_0070|c1,"[942, 786, 1016, 872]"
silver/stt4_page_0070_c01_009.png,stt4,page_0070,1,子,người,㝵,U+3775,char,SILVER,s2_inter_s3_corrected,0.904,0.135,71.0,104.0,bdfa4dde94f0,ok,train,stt4|page_0070|c1,"[942, 864, 1016, 950]"
silver/stt4_page_0070_c01_010.png,stt4,page_0070,1,思,khỏi,塊,U+584A,char,SILVER,s2_inter_s3_corrected,0.901,0.177,70.0,78.0,1a4bbdde3205,ok,train,stt4|page_0070|c1,"[942, 931, 1017, 1013]"
gold/stt4_page_0070_c01_011.png,stt4,page_0070,1,事,sự,事,U+4E8B,char,GOLD,s1_inter_s2_direct,,0.144,70.0,99.0,7d4350e99f1c,ok,train,stt4|page_0070|c1,"[943, 1002, 1016, 1086]"
gold/stt4_page_0070_c01_012.png,stt4,page_0070,1,意,ấy,意,U+610F,char,GOLD,s1_inter_s2_direct,,0.159,65.0,99.0,84081b4c7841,ok,train,stt4|page_0070|c1,"[944, 1067, 1015, 1149]"
gold/stt4_page_0070_c01_013.png,stt4,page_0070,1,吏,lại,吏,U+540F,char,GOLD,s1_inter_s2_direct,,0.153,76.0,103.0,c6312bc92bbc,ok,train,stt4|page_0070|c1,"[944, 1138, 1016, 1223]"
,stt4,page_0070,1,象,chạy,,,,REVIEW,below_visual_threshold,0.206,,,,,,train,stt4|page_0070|c1,"[943, 1209, 1016, 1294]"
gold/stt4_page_0070_c01_015.png,stt4,page_0070,1,燒,theo,燒,U+71D2,char,GOLD,s1_inter_s2_direct,,0.128,79.0,86.0,6771d448a395,ok,train,stt4|page_0070|c1,"[950, 1298, 1023, 1368]"
syllable/stt4_page_0070_c01_016.png,stt4,page_0070,1,例,vua,,,syllable,SYLLABLE,nghia_consensus,0.196,0.154,77.0,102.0,81f6d588f698,ok,train,stt4|page_0070|c1,"[952, 1354, 1021, 1438]"
gold/stt4_page_0070_c01_017.png,stt4,page_0070,1,麻,mà,麻,U+9EBB,char,GOLD,s1_inter_s2_direct,,0.146,68.0,99.0,20d8ae7e5256,ok,train,stt4|page_0070|c1,"[952, 1426, 1021, 1508]"
gold/stt4_page_0070_c01_018.png,stt4,page_0070,1,浪,rằng,浪,U+6D6A,char,GOLD,s1_inter_s2_direct,,0.123,87.0,98.0,b407d8ffd4df,ok,train,stt4|page_0070|c1,"[944, 1491, 1015, 1574]"
,stt4,page_0070,1,硐,vua,,,,REVIEW,below_visual_threshold,0.034,,,,,,train,stt4|page_0070|c1,"[951, 1559, 1022, 1636]"
gold/stt4_page_0070_c02_020.png,stt4,page_0070,2,語,ngỡ,語,U+8A9E,char,GOLD,s1_inter_s2_direct,,0.2,82.0,60.0,045202a8d52a,ok,train,stt4|page_0070|c2,"[839, 247, 915, 321]"
,stt4,page_0070,2,兜,là,,,,REVIEW,below_visual_threshold,0.108,,,,,,train,stt4|page_0070|c2,"[841, 306, 914, 388]"
gold/stt4_page_0070_c02_022.png,stt4,page_0070,2,碎,tôi,碎,U+788E,char,GOLD,s1_inter_s2_direct,,0.13,85.0,97.0,c99f8c707897,ok,train,stt4|page_0070|c2,"[841, 372, 914, 451]"
gold/stt4_page_0070_c02_023.png,stt4,page_0070,2,折,chết,折,U+6298,char,GOLD,s1_inter_s2_direct,,0.109,74.0,98.0,36d0da620b95,ok,train,stt4|page_0070|c2,"[841, 437, 915, 517]"
gold/stt4_page_0070_c02_024.png,stt4,page_0070,2,中,trong,中,U+4E2D,char,GOLD,s1_inter_s2_direct,,0.13,59.0,95.0,26a48e5c7773,ok,train,stt4|page_0070|c2,"[842, 502, 915, 582]"
gold/stt4_page_0070_c02_025.png,stt4,page_0070,2,核,cây,核,U+6838,char,GOLD,s1_inter_s2_direct,,0.167,84.0,78.0,18a77438d671,ok,train,stt4|page_0070|c2,"[843, 567, 915, 647]"
,stt4,page_0070,2,𠕂,kia,,,,REVIEW,below_visual_threshold,0.368,,,,,,train,stt4|page_0070|c2,"[845, 636, 915, 718]"
,stt4,page_0070,2,岫,ru,,,,REVIEW,below_visual_threshold,0.36,,,,,,train,stt4|page_0070|c2,"[851, 702, 920, 784]"
silver/stt4_page_0070_c02_028.png,stt4,page_0070,2,𠁅,đội,隊,U+968A,char,SILVER,s2_inter_s3_corrected,0.478,0.174,67.0,89.0,e35c916c6258,ok,train,stt4|page_0070|c2,"[852, 773, 919, 855]"
gold/stt4_page_0070_c02_029.png,stt4,page_0070,2,恩,ơn,恩,U+6069,char,GOLD,s1_inter_s2_direct,,0.176,64.0,84.0,2e74a28baadf,ok,train,stt4|page_0070|c2,"[853, 839, 919, 918]"
gold/stt4_page_0070_c02_030.png,stt4,page_0070,2,徳,đức,徳,U+5FB3,char,GOLD,s1_inter_s2_direct,,0.18,71.0,81.0,1e5c092921f2,ok,train,stt4|page_0070|c2,"[852, 903, 920, 983]"
gold/stt4_page_0070_c02_031.png,stt4,page_0070,2,主,chúa,主,U+4E3B,char,GOLD,s1_inter_s2_direct,,0.159,61.0,91.0,a86ad8025627,ok,train,stt4|page_0070|c2,"[851, 974, 921, 1056]"
silver/stt4_page_0070_c02_032.png,stt4,page_0070,2,愈,trời,𡗶,U+215F6,char,SILVER,s2_inter_s3_corrected,0.107,0.146,86.0,92.0,8b04370219af,ok,train,stt4|page_0070|c2,"[851, 1033, 921, 1114]"
gold/stt4_page_0070_c02_033.png,stt4,page_0070,2,碎,tôi,碎,U+788E,char,GOLD,s1_inter_s2_direct,,0.1,87.0,99.0,0a2b59bbd509,ok,train,stt4|page_0070|c2,"[850, 1103, 922, 1184]"
gold/stt4_page_0070_c02_034.png,stt4,page_0070,2,㐌,đã,㐌,U+340C,char,GOLD,s1_inter_s2_direct,,0.167,64.0,87.0,917a03771817,ok,train,stt4|page_0070|c2,"[851, 1168, 922, 1250]"
,stt4,page_0070,2,思,khỏi,,,,REVIEW,below_visual_threshold,0.44,,,,,,train,stt4|page_0070|c2,"[851, 1232, 922, 1314]"
gold/stt4_page_0070_c02_036.png,stt4,page_0070,2,奏,tâu,奏,U+594F,char,GOLD,s1_inter_s2_direct,,0.155,80.0,99.0,408ab5f5f4d2,ok,train,stt4|page_0070|c2,"[852, 1290, 922, 1374]"
,stt4,page_0070,2,列,vua,,,,REVIEW,below_visual_threshold,0.046,,,,,,train,stt4|page_0070|c2,"[860, 1362, 927, 1444]"
silver/stt4_page_0070_c02_038.png,stt4,page_0070,2,爾,lời,例,U+4F8B,char,SILVER,s2_inter_s3_corrected,0.706,0.14,64.0,96.0,f012fc5a18ce,ok,train,stt4|page_0070|c2,"[866, 1426, 935, 1510]"
silver/stt4_page_0070_c02_039.png,stt4,page_0070,2,忍,này,尼,U+5C3C,char,SILVER,s2_inter_s3_corrected,0.658,0.122,83.0,97.0,586a8a951f42,ok,train,stt4|page_0070|c2,"[858, 1491, 929, 1574]"
gold/stt4_page_0070_c02_040.png,stt4,page_0070,2,賊,giặc,賊,U+8CCA,char,GOLD,s1_inter_s2_direct,,0.194,82.0,85.0,7389d4383629,ok,train,stt4|page_0070|c2,"[859, 1559, 928, 1634]"
syllable/stt4_page_0070_c03_041.png,stt4,page_0070,3,弄,toan,,,syllable,SYLLABLE,nghia_consensus,0.815,0.178,54.0,71.0,58dda54c6d86,ok,train,stt4|page_0070|c3,"[744, 248, 813, 319]"
gold/stt4_page_0070_c03_042.png,stt4,page_0070,3,打,đánh,打,U+6253,char,GOLD,s1_inter_s2_direct,,0.125,71.0,85.0,bf7e1fedb8c6,ok,train,stt4|page_0070|c3,"[744, 307, 814, 387]"
,stt4,page_0070,3,想,vua,,,,REVIEW,below_visual_threshold,0.169,,,,,,train,stt4|page_0070|c3,"[745, 371, 814, 451]"
gold/stt4_page_0070_c03_044.png,stt4,page_0070,3,爲,vì,爲,U+7232,char,GOLD,s1_inter_s2_direct,,0.152,72.0,94.0,438553c0ba3a,ok,train,stt4|page_0070|c3,"[745, 437, 813, 515]"
,stt4,page_0070,3,何,vua,,,,REVIEW,below_visual_threshold,0.067,,,,,,train,stt4|page_0070|c3,"[745, 501, 815, 581]"
silver/stt4_page_0070_c03_046.png,stt4,page_0070,3,白,làm,乄,U+4E44,char,SILVER,s2_inter_s3_corrected,0.644,0.161,44.0,98.0,ecf9082afee9,tall,train,stt4|page_0070|c3,"[751, 566, 819, 646]"
gold/stt4_page_0070_c03_047.png,stt4,page_0070,3,困,khốn,困,U+56F0,char,GOLD,s1_inter_s2_direct,,0.226,47.0,85.0,d0f2ffe4589c,tall,train,stt4|page_0070|c3,"[752, 631, 819, 710]"
gold/stt4_page_0070_c03_048.png,stt4,page_0070,3,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.166,67.0,89.0,8803576e751f,ok,train,stt4|page_0070|c3,"[752, 695, 820, 775]"
gold/stt4_page_0070_c03_049.png,stt4,page_0070,3,堊,thánh,堊,U+580A,char,GOLD,s1_inter_s2_direct,,0.115,84.0,97.0,ab2d5063871a,ok,train,stt4|page_0070|c3,"[752, 754, 821, 833]"
gold/stt4_page_0070_c03_050.png,stt4,page_0070,3,衣,y,衣,U+8863,char,GOLD,s1_inter_s2_direct,,0.124,81.0,87.0,bf8ff004ec6f,ok,train,stt4|page_0070|c3,"[757, 824, 827, 905]"
gold/stt4_page_0070_c03_051.png,stt4,page_0070,3,稽,ghê,稽,U+7A3D,char,GOLD,s1_inter_s2_direct,,0.163,78.0,88.0,c4dc7fcd3cac,ok,train,stt4|page_0070|c3,"[751, 888, 822, 971]"
,stt4,page_0070,3,移,rê,,,,REVIEW,below_visual_threshold,0.316,,,,,,train,stt4|page_0070|c3,"[758, 961, 827, 1042]"
silver/stt4_page_0070_c03_053.png,stt4,page_0070,3,車,ga,車,U+8ECA,char,SILVER,s1_inter_s3_out_of_dict,0.871,0.123,87.0,99.0,7388544a9b96,ok,train,stt4|page_0070|c3,"[757, 1025, 828, 1108]"
gold/stt4_page_0070_c03_054.png,stt4,page_0070,3,奏,tâu,奏,U+594F,char,GOLD,s1_inter_s2_direct,,0.134,87.0,82.0,aa40c3af465d,ok,train,stt4|page_0070|c3,"[757, 1089, 828, 1172]"
,stt4,page_0070,3,何,vua,,,,REVIEW,below_visual_threshold,0.027,,,,,,train,stt4|page_0070|c3,"[758, 1154, 827, 1237]"
gold/stt4_page_0070_c03_056.png,stt4,page_0070,3,咲,hãy,唉,U+5509,char,GOLD,s1_inter_s2_similar,0.724,0.134,66.0,95.0,674b7d82f3fc,ok,train,stt4|page_0070|c3,"[758, 1226, 828, 1306]"
silver/stt4_page_0070_c03_057.png,stt4,page_0070,3,𡙡,mở,美,U+7F8E,char,SILVER,s2_inter_s3_corrected,0.974,0.16,67.0,99.0,eae78157b40a,ok,train,stt4|page_0070|c3,"[758, 1284, 828, 1365]"
silver/stt4_page_0070_c03_058.png,stt4,page_0070,3,兹,nhà,茹,U+8339,char,SILVER,s2_inter_s3_corrected,0.721,0.147,68.0,85.0,9988c606a4ab,ok,train,stt4|page_0070|c3,"[766, 1348, 833, 1430]"
silver/stt4_page_0070_c03_059.png,stt4,page_0070,3,餘,thờ,蜍,U+870D,char,SILVER,s2_inter_s3_corrected,0.836,0.156,68.0,91.0,1c50deac0e63,ok,train,stt4|page_0070|c3,"[766, 1414, 833, 1494]"
gold/stt4_page_0070_c03_060.png,stt4,page_0070,3,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.14,84.0,99.0,6f7eaa8f6c3f,ok,train,stt4|page_0070|c3,"[766, 1478, 834, 1559]"
gold/stt4_page_0070_c03_061.png,stt4,page_0070,3,本,bốn,本,U+672C,char,GOLD,s1_inter_s2_direct,,0.115,76.0,93.0,94648ac90963,ok,train,stt4|page_0070|c3,"[759, 1544, 827, 1623]"
gold/stt4_page_0070_c04_062.png,stt4,page_0070,4,道,đạo,道,U+9053,char,GOLD,s1_inter_s2_direct,,0.205,62.0,69.0,dd8e5472f2b7,ok,train,stt4|page_0070|c4,"[649, 248, 721, 319]"
silver/stt4_page_0070_c04_063.png,stt4,page_0070,4,等,thì,時,U+6642,char,SILVER,s2_inter_s3_corrected,0.554,0.187,82.0,94.0,452b7bc13dbe,ok,train,stt4|page_0070|c4,"[649, 303, 720, 380]"
,stt4,page_0070,4,府,vua,,,,REVIEW,below_visual_threshold,0.078,,,,,,train,stt4|page_0070|c4,"[650, 367, 720, 442]"
silver/stt4_page_0070_c04_065.png,stt4,page_0070,4,置,mới,買,U+8CB7,char,SILVER,s2_inter_s3_corrected,0.385,0.187,64.0,93.0,da232406b29e,ok,train,stt4|page_0070|c4,"[650, 425, 721, 501]"
gold/stt4_page_0070_c04_066.png,stt4,page_0070,4,特,được,特,U+7279,char,GOLD,s1_inter_s2_direct,,0.217,60.0,90.0,130361f880b8,ok,train,stt4|page_0070|c4,"[651, 484, 720, 558]"
gold/stt4_page_0070_c04_067.png,stt4,page_0070,4,賊,giặc,賊,U+8CCA,char,GOLD,s1_inter_s2_direct,,0.167,81.0,90.0,9b6003738cfe,ok,train,stt4|page_0070|c4,"[651, 548, 720, 622]"
,stt4,page_0070,4,屛,mà,,,,REVIEW,below_visual_threshold,0.026,,,,,,train,stt4|page_0070|c4,"[656, 611, 726, 688]"
gold/stt4_page_0070_c04_069.png,stt4,page_0070,4,渚,chớ,渚,U+6E1A,char,GOLD,s1_inter_s2_direct,,0.191,69.0,93.0,0b52326426b2,ok,train,stt4|page_0070|c4,"[657, 676, 727, 751]"
gold/stt4_page_0070_c04_070.png,stt4,page_0070,4,双,song,双,U+53CC,char,GOLD,s1_inter_s2_direct,,0.195,69.0,93.0,304aa8877fc6,ok,train,stt4|page_0070|c4,"[657, 741, 728, 816]"
silver/stt4_page_0070_c04_071.png,stt4,page_0070,4,濟,le,离,U+79BB,char,SILVER,s2_inter_s3_corrected,0.627,0.138,85.0,90.0,6b40a5dfa718,ok,train,stt4|page_0070|c4,"[658, 805, 727, 882]"
syllable/stt4_page_0070_c04_072.png,stt4,page_0070,4,例,vua,,,syllable,SYLLABLE,nghia_consensus,0.072,0.22,65.0,97.0,adc596da16c4,ok,train,stt4|page_0070|c4,"[658, 869, 729, 948]"
gold/stt4_page_0070_c04_073.png,stt4,page_0070,4,庄,chẳng,庄,U+5E84,char,GOLD,s1_inter_s2_direct,,0.154,81.0,86.0,60e649661bfe,ok,train,stt4|page_0070|c4,"[659, 934, 727, 1012]"
gold/stt4_page_0070_c04_074.png,stt4,page_0070,4,宐,nghe,宐,U+5B90,char,GOLD,s1_inter_s2_direct,,0.117,86.0,88.0,80e84827004e,ok,train,stt4|page_0070|c4,"[650, 1004, 720, 1079]"
gold/stt4_page_0070_c04_075.png,stt4,page_0070,4,吏,lại,吏,U+540F,char,GOLD,s1_inter_s2_direct,,0.131,86.0,92.0,83b96566489d,ok,train,stt4|page_0070|c4,"[650, 1067, 720, 1142]"
gold/stt4_page_0070_c04_076.png,stt4,page_0070,4,判,phán,判,U+5224,char,GOLD,s1_inter_s2_direct,,0.133,86.0,92.0,faedae506213,ok,train,stt4|page_0070|c4,"[650, 1130, 720, 1205]"
gold/stt4_page_0070_c04_077.png,stt4,page_0070,4,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.109,86.0,91.0,feda816bebc8,ok,train,stt4|page_0070|c4,"[650, 1193, 720, 1268]"
,stt4,page_0070,4,密,hai,,,,REVIEW,below_visual_threshold,0.041,,,,,,train,stt4|page_0070|c4,"[650, 1256, 720, 1331]"
gold/stt4_page_0070_c04_079.png,stt4,page_0070,4,官,quan,官,U+5B98,char,GOLD,s1_inter_s2_direct,,0.147,79.0,94.0,88db18b96a0b,ok,train,stt4|page_0070|c4,"[673, 1322, 741, 1398]"
gold/stt4_page_0070_c04_080.png,stt4,page_0070,4,矜,cầm,扲,U+6272,char,GOLD,s1_inter_s2_similar,0.699,0.165,76.0,93.0,e735dab9e8c3,ok,train,stt4|page_0070|c4,"[671, 1385, 743, 1462]"
gold/stt4_page_0070_c04_081.png,stt4,page_0070,4,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.195,68.0,94.0,2da35864d96f,ok,train,stt4|page_0070|c4,"[672, 1450, 742, 1526]"
,stt4,page_0070,4,奮,kẻo,,,,REVIEW,below_visual_threshold,0.379,,,,,,train,stt4|page_0070|c4,"[664, 1515, 736, 1590]"
gold/stt4_page_0070_c04_083.png,stt4,page_0070,4,燒,theo,燒,U+71D2,char,GOLD,s1_inter_s2_direct,,0.176,81.0,78.0,45dcb3c04e87,ok,train,stt4|page_0070|c4,"[670, 1573, 744, 1646]"
gold/stt4_page_0070_c05_084.png,stt4,page_0070,5,女,nữa,女,U+5973,char,GOLD,s1_inter_s2_direct,,0.168,63.0,65.0,f6bf4082b59b,ok,train,stt4|page_0070|c5,"[560, 249, 626, 314]"
gold/stt4_page_0070_c05_085.png,stt4,page_0070,5,包,bao,包,U+5305,char,GOLD,s1_inter_s2_direct,,0.117,84.0,79.0,417cb140c28f,ok,train,stt4|page_0070|c5,"[563, 301, 631, 377]"
silver/stt4_page_0070_c05_086.png,stt4,page_0070,5,涂,giờ,除,U+9664,char,SILVER,s2_inter_s3_corrected,0.858,0.139,82.0,90.0,b45b00b441fe,ok,train,stt4|page_0070|c5,"[564, 361, 631, 435]"
silver/stt4_page_0070_c05_087.png,stt4,page_0070,5,𫊫,tao,蚤,U+86A4,char,SILVER,s2_inter_s3_corrected,0.779,0.235,64.0,76.0,dc9a624d99a2,ok,train,stt4|page_0070|c5,"[565, 420, 631, 492]"
