image,book,page,column,syllable,ocr_char,chu_cau_de_xuat,tier_hien_tai,rule_hien_tai,diem_nghia,so_trang_lap
,stt4,page_0166,8,một,发,殳,REVIEW,no_s1_inter_s2,0.0000,5
,stt4,page_0168,7,lặng,朝,朗,REVIEW,no_s1_inter_s2,0.0587,2
silver/stt4_page_0168_c08_154.png,stt4,page_0168,8,khuyên,勘,勧,SILVER_uncalibrated,s2_inter_s3_corrected,0.0468,2
silver/stt4_page_0170_c07_137.png,stt4,page_0170,7,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt4_page_0172_c03_064.png,stt4,page_0172,3,a,至,果,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,10
,stt4,page_0172,6,lọn,命,侖,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0172_c06_144.png,stt4,page_0172,6,phán,刦,判,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,2
silver/stt4_page_0172_c09_211.png,stt4,page_0172,9,chó,柱,㹥,SILVER_uncalibrated,s3_head_bank_consensus,0.0322,1
silver/stt4_page_0174_c07_148.png,stt4,page_0174,7,ba,已,巴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0057,5
silver/stt4_page_0176_c09_186.png,stt4,page_0176,9,khi,敦,欹,SILVER_uncalibrated,s2_inter_s3_corrected,0.0188,2
silver/stt4_page_0178_c04_076.png,stt4,page_0178,4,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
,stt4,page_0182,1,lọn,命,侖,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0182_c04_076.png,stt4,page_0182,4,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt4_page_0182_c06_144.png,stt4,page_0182,6,hơn,炊,欣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0494,1
,stt4,page_0184,2,mắng,雰,𠻵,REVIEW,no_s1_inter_s2,,2
silver/stt4_page_0184_c04_089.png,stt4,page_0184,4,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0184_c08_169.png,stt4,page_0184,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0188,5,mắng,雰,𠻵,REVIEW,no_s1_inter_s2,,2
silver/stt4_page_0190_c05_097.png,stt4,page_0190,5,tin,倧,信,SILVER_uncalibrated,s2_inter_s3_corrected,0.1056,1
silver/stt4_page_0194_c01_012.png,stt4,page_0194,1,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt4,page_0194,3,răm,林,菻,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0194_c03_063.png,stt4,page_0194,3,ba,已,巴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0057,5
silver/stt4_page_0194_c05_099.png,stt4,page_0194,5,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
silver/stt4_page_0196_c04_053.png,stt4,page_0196,4,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0196,9,đốt,炳,炪,REVIEW,no_s1_inter_s2,,1
silver/stt4_page_0198_c02_038.png,stt4,page_0198,2,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0198,9,lâu,接,搂,REVIEW,no_s1_inter_s2,0.0163,3
silver/stt4_page_0200_c03_044.png,stt4,page_0200,3,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0200_c03_056.png,stt4,page_0200,3,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0200,4,vậy,拷,特,REVIEW,no_s1_inter_s2,0.0361,1
silver/stt4_page_0200_c09_174.png,stt4,page_0200,9,lần,夅,各,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,1
silver/stt4_page_0202_c02_036.png,stt4,page_0202,2,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0202_c03_053.png,stt4,page_0202,3,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0202,8,a,至,果,REVIEW,no_s1_inter_s2,0.0000,10
,stt4,page_0204,3,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0204_c04_086.png,stt4,page_0204,4,dấu,呌,𧿫,SILVER_uncalibrated,s2_inter_s3_corrected,0.0043,17
,stt4,page_0204,8,ngày,得,𣈜,REVIEW,diverged_column,,50
silver/stt4_page_0206_c03_059.png,stt4,page_0206,3,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
,stt4,page_0208,7,chết,扦,托,REVIEW,no_s1_inter_s2,0.0000,2
,stt4,page_0210,5,trái,情,債,REVIEW,no_s1_inter_s2,0.0368,1
silver/stt4_page_0210_c08_163.png,stt4,page_0210,8,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0212_c05_109.png,stt4,page_0212,5,nô,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0212_c08_147.png,stt4,page_0212,8,ba,已,巴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0057,5
silver/stt4_page_0214_c02_042.png,stt4,page_0214,2,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0214_c04_067.png,stt4,page_0214,4,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0216_c03_046.png,stt4,page_0216,3,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0216,8,a,至,果,REVIEW,no_s1_inter_s2,0.0000,10
silver/stt4_page_0220_c08_160.png,stt4,page_0220,8,song,収,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,5
silver/stt4_page_0222_c05_088.png,stt4,page_0222,5,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0222_c07_142.png,stt4,page_0222,7,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0224_c02_035.png,stt4,page_0224,2,chết,扦,托,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,2
,stt4,page_0224,5,ngày,得,𣈜,REVIEW,diverged_column,,50
,stt4,page_0224,6,nung,震,癑,REVIEW,no_s1_inter_s2,,2
,stt4,page_0226,5,đồng,固,同,REVIEW,no_s1_inter_s2,0.0069,1
,stt4,page_0226,8,đã,迤,𠰹,REVIEW,no_s1_inter_s2,,1
silver/stt4_page_0226_c09_189.png,stt4,page_0226,9,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0230_c06_107.png,stt4,page_0230,6,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0230_c08_153.png,stt4,page_0230,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0232_c01_008.png,stt4,page_0232,1,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0232,4,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
,stt4,page_0232,5,là,英,罗,REVIEW,no_s1_inter_s2,0.0487,1
,stt4,page_0234,3,song,政,双,REVIEW,diverged_column,0.0592,18
,stt4,page_0234,5,lâu,接,搂,REVIEW,no_s1_inter_s2,0.0163,3
silver/stt4_page_0234_c07_122.png,stt4,page_0234,7,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0236_c03_042.png,stt4,page_0236,3,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
silver/stt4_page_0236_c04_070.png,stt4,page_0236,4,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
,stt4,page_0236,7,một,发,殳,REVIEW,no_s1_inter_s2,0.0000,5
,stt4,page_0238,9,si,槎,蹉,REVIEW,diverged_column,0.0000,26
silver/stt4_page_0240_c01_018.png,stt4,page_0240,1,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0240_c08_173.png,stt4,page_0240,8,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
silver/stt4_page_0242_c03_038.png,stt4,page_0242,3,a,至,果,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,10
silver/stt4_page_0242_c06_100.png,stt4,page_0242,6,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
,stt4,page_0244,3,rau,妻,老,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0244_c04_069.png,stt4,page_0244,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0244_c09_192.png,stt4,page_0244,9,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0246_c08_167.png,stt4,page_0246,8,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0248_c03_038.png,stt4,page_0248,3,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
silver/stt4_page_0250_c02_021.png,stt4,page_0250,2,nô,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0250,3,rê,稜,菞,REVIEW,no_s1_inter_s2,,1
,stt4,page_0250,4,ma,瑪,嗎,REVIEW,diverged_column,0.0514,16
silver/stt4_page_0250_c04_068.png,stt4,page_0250,4,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
,stt4,page_0252,3,si,移,眵,REVIEW,no_s1_inter_s2,0.0000,2
,stt4,page_0252,3,chớ,諸,䐗,REVIEW,diverged_column,0.0000,2
silver/stt4_page_0252_c04_090.png,stt4,page_0252,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0256_c06_116.png,stt4,page_0256,6,một,发,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
silver/stt4_page_0258_c08_158.png,stt4,page_0258,8,mặc,鉄,默,SILVER_uncalibrated,s2_inter_s3_corrected,0.0815,1
,stt4,page_0258,9,em,庵,俺,REVIEW,diverged_column,0.0000,2
silver/stt4_page_0262_c07_114.png,stt4,page_0262,7,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
silver/stt4_page_0264_c03_045.png,stt4,page_0264,3,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
,stt4,page_0264,6,hãy,突,唉,REVIEW,no_s1_inter_s2,0.0082,3
,stt4,page_0266,7,mẹ,族,媄,REVIEW,no_s1_inter_s2,0.0632,3
silver/stt4_page_0268_c03_049.png,stt4,page_0268,3,song,収,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,5
silver/stt4_page_0270_c02_022.png,stt4,page_0270,2,chối,侄,咥,SILVER_uncalibrated,s2_inter_s3_corrected,0.0071,1
,stt4,page_0270,9,ngày,得,𣈜,REVIEW,diverged_column,,50
,stt4,page_0272,2,làm,子,乄,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0272_c05_090.png,stt4,page_0272,5,một,皮,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
,stt4,page_0272,5,làm,公,爫,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0274_c02_025.png,stt4,page_0274,2,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0274_c06_120.png,stt4,page_0274,6,một,发,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
silver/stt4_page_0274_c06_131.png,stt4,page_0274,6,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0276,8,chớ,諸,䐗,REVIEW,diverged_column,0.0000,2
,stt4,page_0278,2,song,政,双,REVIEW,no_s1_inter_s2,0.0592,18
,stt4,page_0282,5,lọn,命,侖,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0282_c07_141.png,stt4,page_0282,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0282,9,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0284_c01_015.png,stt4,page_0284,1,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0284_c06_112.png,stt4,page_0284,6,phán,刦,判,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,2
silver/stt4_page_0284_c07_142.png,stt4,page_0284,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0284_c08_171.png,stt4,page_0284,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0284,9,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0286_c08_181.png,stt4,page_0286,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0286_c09_184.png,stt4,page_0286,9,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0288_c01_013.png,stt4,page_0288,1,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0288,2,liền,達,蓮,REVIEW,no_s1_inter_s2,0.0000,1
,stt4,page_0288,3,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0288_c04_081.png,stt4,page_0288,4,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0288,4,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0288_c07_137.png,stt4,page_0288,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0290,3,viếng,未,永,REVIEW,no_s1_inter_s2,0.0000,2
silver/stt4_page_0290_c04_081.png,stt4,page_0290,4,một,皮,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
silver/stt4_page_0290_c06_116.png,stt4,page_0290,6,một,皮,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
silver/stt4_page_0292_c09_192.png,stt4,page_0292,9,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0294_c02_039.png,stt4,page_0294,2,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0298_c06_103.png,stt4,page_0298,6,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0298_c09_182.png,stt4,page_0298,9,sáng,剣,創,SILVER_uncalibrated,s2_inter_s3_corrected,0.1031,1
,stt4,page_0300,1,dấu,呌,𧿫,REVIEW,no_s1_inter_s2,0.0043,17
,stt4,page_0300,3,như,师,伽,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0300_c09_177.png,stt4,page_0300,9,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt4,page_0304,3,gửi,故,𦰦,REVIEW,no_s1_inter_s2,,1
,stt4,page_0304,7,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
