book,page,column,nom_idx,syl_idx,bbox,fold,tier,tier_v3,syllable_v3,syl_in_classes,ok,p_syl_v3,argmax,max_prob,top5,p_left,p_right
stt2,page_0192,9,13,13,"[196, 1869, 305, 1996]",3,REVIEW,REVIEW,nóng,1,1,0.0535182,nung,0.378447,"[[""nung"", 0.37845], [""và"", 0.08113], [""nóng"", 0.05352], [""khiến"", 0.01996], [""vẻ"", 0.01761]]",0.00162561,0.00144021
stt2,page_0192,9,14,14,"[196, 1975, 305, 2101]",3,GOLD,CHAR_A,song,1,1,0.939012,song,0.939012,"[[""song"", 0.93901], [""ngồi"", 0.00365], [""tử"", 0.00214], [""giấu"", 0.00183], [""gặp"", 0.00159]]",0.000404645,0.000115933
stt2,page_0192,9,15,15,"[196, 2080, 305, 2207]",3,GOLD,CHAR_A,le,1,1,0.566177,le,0.566177,"[[""le"", 0.56618], [""li"", 0.02445], [""dân"", 0.0215], [""vẻ"", 0.01916], [""sao"", 0.01314]]",0.00424957,0.000265373
stt2,page_0192,9,16,16,"[196, 2186, 305, 2312]",3,GOLD,CHAR_A,người,1,1,0.786251,người,0.786251,"[[""người"", 0.78625], [""tiếng"", 0.01008], [""đến"", 0.00869], [""hàng"", 0.00611], [""cửa"", 0.00437]]",0.000247355,
stt2,page_0192,9,18,17,"[196, 2397, 305, 2513]",3,REVIEW,REVIEW,ơnơi,0,1,,nay,0.413416,"[[""nay"", 0.41342], [""này"", 0.12492], [""nơi"", 0.09503], [""ni"", 0.08876], [""cậy"", 0.03278]]",0.000221727,
stt2,page_0194,1,0,0,"[1392, 500, 1500, 609]",1,GOLD,CHAR_A,ấy,1,1,0.944443,ấy,0.944443,"[[""ấy"", 0.94444], [""như"", 0.00737], [""lấy"", 0.00631], [""no"", 0.00537], [""nó"", 0.00328]]",,0.00737134
stt2,page_0194,1,1,1,"[1391, 582, 1501, 701]",1,GOLD,CHAR_A,như,1,1,0.771986,như,0.771986,"[[""như"", 0.77199], [""qua"", 0.01201], [""nó"", 0.00855], [""thành"", 0.00855], [""ở"", 0.00749]]",0.000667147,0.00748742
stt2,page_0194,1,2,2,"[1392, 684, 1499, 806]",1,GOLD,CHAR_A,ở,1,1,0.0100361,trong,0.951735,"[[""trong"", 0.95173], [""ở"", 0.01004], [""thầy"", 0.00206], [""ngoài"", 0.00172], [""cầu"", 0.00167]]",0.000118682,0.951735
stt2,page_0194,1,3,3,"[1393, 781, 1499, 902]",1,GOLD,CHAR_A,trong,1,1,0.564246,trong,0.564246,"[[""trong"", 0.56425], [""nước"", 0.06318], [""vua"", 0.01668], [""mở"", 0.01361], [""sắt"", 0.00939]]",0.000503589,0.0631831
stt2,page_0194,1,4,4,"[1394, 885, 1499, 1009]",1,SYLLABLE,SYL,nước,1,1,0.167607,thờ,0.309483,"[[""thờ"", 0.30948], [""mình"", 0.21627], [""nước"", 0.16761], [""cầm"", 0.03931], [""ở"", 0.03544]]",0.000511519,
stt2,page_0194,1,5,5,"[1396, 982, 1499, 1104]",1,REVIEW,REVIEW,lạnh,0,1,,lành,0.0689876,"[[""lành"", 0.06899], [""tật"", 0.04242], [""dù"", 0.03993], [""bấy"", 0.03278], [""phải"", 0.02973]]",0.000866732,0.0109796
stt2,page_0194,1,6,6,"[1394, 1085, 1499, 1212]",1,GOLD,CHAR_A,mát,1,1,0.034893,bảo,0.088755,"[[""bảo"", 0.08876], [""mất"", 0.04641], [""mở"", 0.03729], [""mát"", 0.03489], [""kia"", 0.03291]]",,
stt2,page_0194,1,7,7,"[1392, 1189, 1499, 1318]",1,GOLD,CHAR_A,mẻ,0,1,,mở,0.325287,"[[""mở"", 0.32529], [""lại"", 0.1259], [""toan"", 0.10685], [""nghĩa"", 0.039], [""đức"", 0.02702]]",8.41582e-05,0.000140938
stt2,page_0194,1,8,8,"[1392, 1287, 1498, 1413]",1,REVIEW,REVIEW,nước,1,1,0.988267,nước,0.988267,"[[""nước"", 0.98827], [""thang"", 0.00052], [""mát"", 0.00039], [""nhân"", 0.00039], [""khát"", 0.00024]]",,3.27003e-05
stt2,page_0194,1,9,9,"[1392, 1392, 1498, 1518]",1,GOLD,CHAR_A,ấy,1,1,0.750246,ấy,0.750246,"[[""ấy"", 0.75025], [""thư"", 0.01404], [""bốn"", 0.01366], [""mô"", 0.01356], [""cùng"", 0.01239]]",7.08683e-05,0.000271666
stt2,page_0194,1,10,10,"[1391, 1491, 1498, 1611]",1,GOLD,CHAR_A,lại,1,1,0.725568,lại,0.725568,"[[""lại"", 0.72557], [""lai"", 0.16876], [""làm"", 0.00435], [""giê"", 0.00382], [""khỏi"", 0.00363]]",3.94441e-05,1.52071e-05
stt2,page_0194,1,11,11,"[1392, 1585, 1497, 1709]",1,GOLD,CHAR_A,văng,1,1,0.000214905,thường,0.0299624,"[[""thường"", 0.02996], [""táng"", 0.02583], [""sao"", 0.02538], [""mông"", 0.02051], [""bụt"", 0.02031]]",0.000106386,0.000278108
stt2,page_0194,1,12,12,"[1393, 1680, 1498, 1804]",1,GOLD,CHAR_A,ra,1,1,0.948574,ra,0.948574,"[[""ra"", 0.94857], [""khỏi"", 0.00579], [""quở"", 0.00529], [""sắc"", 0.00119], [""lạ"", 0.00059]]",3.79331e-05,7.6466e-06
stt2,page_0194,1,13,13,"[1394, 1775, 1497, 1900]",1,GOLD,CHAR_A,phải,1,1,0.952025,phải,0.952025,"[[""phải"", 0.95203], [""tôi"", 0.0024], [""dưới"", 0.00237], [""ở"", 0.0023], [""lắm"", 0.00205]]",0.000362722,0.000138753
stt2,page_0194,1,14,14,"[1394, 1889, 1497, 2017]",1,GOLD,SYL,nhiều,1,1,0.985406,nhiều,0.985406,"[[""nhiều"", 0.98541], [""nhiêu"", 0.00469], [""nhau"", 0.00069], [""theo"", 0.00058], [""sức"", 0.00048]]",6.81534e-05,4.75787e-05
stt2,page_0194,1,15,15,"[1395, 1998, 1497, 2120]",1,GOLD,CHAR_A,người,1,1,0.935979,người,0.935979,"[[""người"", 0.93598], [""một"", 0.00572], [""dái"", 0.00404], [""tên"", 0.00341], [""lạ"", 0.00289]]",0.00232857,2.90843e-05
stt2,page_0194,1,16,16,"[1395, 2092, 1497, 2218]",1,GOLD,CHAR_A,quanh,1,1,0.0114169,thì,0.0391547,"[[""thì"", 0.03915], [""người"", 0.03693], [""khuyên"", 0.03171], [""thầy"", 0.02979], [""khi"", 0.02938]]",0.0369264,0.000561794
stt2,page_0194,1,17,17,"[1394, 2208, 1497, 2330]",1,REVIEW,REVIEW,ấy,1,1,0.0614788,quanh,0.122504,"[[""quanh"", 0.1225], [""ấy"", 0.06148], [""dạy"", 0.03825], [""huống"", 0.03743], [""theo"", 0.02979]]",0.122504,0.00408677
stt2,page_0194,1,18,18,"[1393, 2305, 1497, 2429]",1,GOLD,CHAR_A,mà,1,1,0.898256,mà,0.898256,"[[""mà"", 0.89826], [""ma"", 0.00698], [""ấy"", 0.00633], [""rằng"", 0.0031], [""đến"", 0.00268]]",0.00632972,9.81842e-06
stt2,page_0194,1,19,19,"[1392, 2406, 1499, 2519]",1,GOLD,CHAR_A,chết,1,1,0.185343,giết,0.472828,"[[""giết"", 0.47283], [""chết"", 0.18534], [""đoạn"", 0.08893], [""đánh"", 0.04507], [""mà"", 0.01438]]",0.0143761,
stt2,page_0194,2,0,0,"[1248, 496, 1363, 617]",1,GOLD,CHAR_A,quan,1,1,0.766165,quan,0.766165,"[[""quan"", 0.76617], [""sợ"", 0.0112], [""tội"", 0.00803], [""tin"", 0.00535], [""liên"", 0.00513]]",,0.00228353
stt2,page_0194,2,1,1,"[1250, 590, 1364, 715]",1,GOLD,CHAR_A,thấy,1,1,0.951996,thấy,0.951996,"[[""thấy"", 0.952], [""thế"", 0.00521], [""thể"", 0.00286], [""của"", 0.00179], [""khôn"", 0.00153]]",0.000197208,4.25597e-06
stt2,page_0194,2,2,2,"[1251, 694, 1361, 818]",1,GOLD,CHAR_A,sự,1,1,0.95581,sự,0.95581,"[[""sự"", 0.95581], [""mất"", 0.00463], [""mặt"", 0.00307], [""sợ"", 0.00219], [""thuốc"", 0.00169]]",0.000795358,1.35254e-05
stt2,page_0194,2,3,3,"[1249, 798, 1360, 925]",1,SYLLABLE,SYL,lạ,1,1,0.961338,lạ,0.961338,"[[""lạ"", 0.96134], [""la"", 0.00862], [""khiến"", 0.00544], [""là"", 0.0015], [""đặt"", 0.00119]]",5.39138e-05,2.39241e-05
stt2,page_0194,2,4,4,"[1251, 895, 1360, 1020]",1,REVIEW,REVIEW,làm,1,1,0.95409,làm,0.95409,"[[""làm"", 0.95409], [""nhiều"", 0.00224], [""vậy"", 0.00125], [""thầy"", 0.00121], [""hư"", 0.00119]]",0.000312686,
stt2,page_0194,2,5,6,"[1254, 1095, 1358, 1221]",1,SYLLABLE,SYL,thì,1,1,0.620005,thì,0.620005,"[[""thì"", 0.62001], [""nói"", 0.03621], [""vua"", 0.02489], [""đầu"", 0.02167], [""trẻ"", 0.02071]]",,0.0131923
stt2,page_0194,2,6,7,"[1253, 1191, 1359, 1316]",1,SYLLABLE,SYL,dạy,1,1,0.97484,dạy,0.97484,"[[""dạy"", 0.97484], [""la"", 0.00166], [""chức"", 0.00155], [""đánh"", 0.00119], [""nay"", 0.00069]]",3.02429e-05,2.48771e-05
stt2,page_0194,2,7,8,"[1253, 1298, 1357, 1423]",1,REVIEW,REVIEW,đem,1,1,0.967047,đem,0.967047,"[[""đem"", 0.96705], [""chầy"", 0.00274], [""chưa"", 0.00256], [""bề"", 0.00156], [""đâu"", 0.0012]]",6.0964e-06,9.38852e-05
stt2,page_0194,2,8,9,"[1253, 1412, 1358, 1540]",1,SYLLABLE,SYL,bà,1,1,0.592191,bà,0.592191,"[[""bà"", 0.59219], [""qua"", 0.02051], [""trở"", 0.01879], [""mày"", 0.01623], [""gái"", 0.00886]]",0.00126602,0.00141788
stt2,page_0194,2,9,10,"[1252, 1518, 1358, 1646]",1,GOLD,CHAR_A,thánh,1,1,0.663709,thánh,0.663709,"[[""thánh"", 0.66371], [""ấy"", 0.09805], [""chi"", 0.06805], [""bà"", 0.00794], [""anh"", 0.00761]]",0.00793924,0.0980512
stt2,page_0194,2,10,11,"[1245, 1614, 1352, 1742]",1,GOLD,CHAR_A,ấy,1,1,0.373855,ấy,0.373855,"[[""ấy"", 0.37386], [""đi"", 0.07987], [""ngoài"", 0.06064], [""lần"", 0.053], [""ghét"", 0.03026]]",0.000236027,0.0798709
stt2,page_0194,2,11,12,"[1244, 1720, 1353, 1848]",1,SYLLABLE,SYL,đi,1,1,0.346266,đi,0.346266,"[[""đi"", 0.34627], [""chém"", 0.07372], [""xưa"", 0.03885], [""ghét"", 0.03558], [""vô"", 0.03177]]",0.00131646,0.0737244
stt2,page_0194,2,12,13,"[1246, 1826, 1352, 1953]",1,SYLLABLE,SYL,chém,1,1,0.0655718,mà,0.386854,"[[""mà"", 0.38685], [""chém"", 0.06557], [""mất"", 0.02543], [""để"", 0.02412], [""nó"", 0.02231]]",0.000108061,0.015066
stt2,page_0194,2,13,14,"[1246, 1978, 1349, 2097]",1,GOLD,CHAR_A,ma,1,1,0.0683172,quỷ,0.32497,"[[""quỷ"", 0.32497], [""nó"", 0.10097], [""ma"", 0.06832], [""khỏi"", 0.03551], [""là"", 0.03524]]",0.000764888,0.32497
stt2,page_0194,2,14,15,"[1245, 2059, 1349, 2188]",1,GOLD,CHAR_A,quỷ,1,1,0.858903,quỷ,0.858903,"[[""quỷ"", 0.8589], [""giã"", 0.00595], [""ám"", 0.00501], [""va"", 0.00463], [""gian"", 0.00355]]",0.000330262,0.00025125
stt2,page_0194,2,15,16,"[1242, 2164, 1351, 2296]",1,GOLD,CHAR_A,cung,1,1,0.0306131,cùng,0.502096,"[[""cùng"", 0.5021], [""cũng"", 0.16793], [""cung"", 0.03061], [""vàng"", 0.02809], [""ấy"", 0.02116]]",2.48771e-05,
stt2,page_0194,2,16,17,"[1242, 2271, 1352, 2402]",1,REVIEW,REVIEW,di,0,1,,đi,0.816974,"[[""đi"", 0.81697], [""ghét"", 0.02441], [""sau"", 0.01585], [""lò"", 0.00449], [""trên"", 0.00328]]",1.79183e-05,0.0158509
stt2,page_0194,2,17,18,"[1240, 2383, 1353, 2501]",1,SYLLABLE,SYL,sau,1,1,0.897215,sau,0.897215,"[[""sau"", 0.89722], [""rút"", 0.00623], [""min"", 0.0042], [""liền"", 0.00245], [""trận"", 0.00245]]",,
stt2,page_0194,3,0,0,"[1093, 495, 1211, 612]",1,REVIEW,REVIEW,giục,1,1,0.554143,giục,0.554143,"[[""giục"", 0.55414], [""qua"", 0.02408], [""liền"", 0.01727], [""cùng"", 0.01383], [""và"", 0.01155]]",,0.00300165
stt2,page_0194,3,1,1,"[1093, 591, 1211, 718]",1,GOLD,CHAR_A,người,1,1,0.924623,người,0.924623,"[[""người"", 0.92462], [""liền"", 0.0029], [""sự"", 0.00243], [""nhọc"", 0.0022], [""mạnh"", 0.00204]]",0.000166066,0.00176458
stt2,page_0194,3,2,2,"[1093, 697, 1211, 825]",1,GOLD,CHAR_A,ta,1,1,0.986052,ta,0.986052,"[[""ta"", 0.98605], [""thứ"", 0.00101], [""thử"", 0.00094], [""tốt"", 0.00074], [""san"", 0.00047]]",0.00017956,8.57924e-07
stt2,page_0194,3,3,3,"[1093, 804, 1211, 931]",1,SYLLABLE,SYL,chém,1,1,0.851803,chém,0.851803,"[[""chém"", 0.8518], [""xưa"", 0.00848], [""máu"", 0.0057], [""tô"", 0.00495], [""ao"", 0.00469]]",1.28056e-05,0.000572875
stt2,page_0194,3,4,4,"[1093, 910, 1211, 1038]",1,GOLD,CHAR_A,cho,1,1,0.829535,cho,0.829535,"[[""cho"", 0.82954], [""nên"", 0.00954], [""thuốc"", 0.00544], [""mới"", 0.00369], [""dấu"", 0.00237]]",0.000507539,7.03168e-05
stt2,page_0194,3,5,5,"[1093, 1017, 1211, 1144]",1,SYLLABLE,SYL,chóng,1,1,0.011109,chúng,0.308879,"[[""chúng"", 0.30888], [""tượng"", 0.11827], [""đóng"", 0.10623], [""xi"", 0.0181], [""mất"", 0.01477]]",0.000195674,0.000195674
stt2,page_0194,3,6,6,"[1093, 1123, 1211, 1251]",1,GOLD,CHAR_A,cho,1,1,0.774818,cho,0.774818,"[[""cho"", 0.77482], [""sinh"", 0.03177], [""nên"", 0.01324], [""ô"", 0.00714], [""tên"", 0.00585]]",0.00025125,0.000278108
stt2,page_0194,3,7,7,"[1093, 1230, 1211, 1357]",1,GOLD,CHAR_A,nó,1,1,0.904473,nó,0.904473,"[[""nó"", 0.90447], [""nô"", 0.02598], [""như"", 0.01916], [""cho"", 0.00835], [""bà"", 0.00248]]",0.00835282,1.82005e-05
stt2,page_0194,3,8,8,"[1093, 1336, 1211, 1464]",1,GOLD,CHAR_B,khỏi,1,1,0.958526,khỏi,0.958526,"[[""khỏi"", 0.95853], [""hồn"", 0.00241], [""này"", 0.00202], [""đường"", 0.00181], [""địa"", 0.00167]]",0.000786091,0.000195674
stt2,page_0194,3,9,9,"[1093, 1443, 1211, 1570]",1,REVIEW,REVIEW,tay,1,1,0.553062,tay,0.553062,"[[""tay"", 0.55306], [""này"", 0.02915], [""a"", 0.01561], [""chốc"", 0.01455], [""khỏi"", 0.01351]]",0.0135051,0.000284703
stt2,page_0194,3,10,10,"[1093, 1549, 1211, 1677]",1,GOLD,CHAR_A,người,1,1,0.980987,người,0.980987,"[[""người"", 0.98099], [""ngày"", 0.00181], [""chào"", 0.00156], [""lạy"", 0.00097], [""tên"", 0.00061]]",7.66269e-05,3.76379e-05
stt2,page_0194,3,11,11,"[1093, 1656, 1211, 1783]",1,GOLD,CHAR_A,bấy,1,1,0.0906825,bây,0.255072,"[[""bây"", 0.25507], [""bay"", 0.20616], [""bấy"", 0.09068], [""truyện"", 0.08486], [""gửi"", 0.01579]]",0.00146289,0.00950203
stt2,page_0194,3,12,12,"[1093, 1762, 1211, 1890]",1,GOLD,CHAR_A,giờ,1,1,0.95011,giờ,0.95011,"[[""giờ"", 0.95011], [""bấy"", 0.00869], [""lạ"", 0.00428], [""tay"", 0.00332], [""dốc"", 0.0014]]",0.00868556,6.59178e-06
stt2,page_0194,3,13,13,"[1093, 1869, 1211, 1996]",1,SYLLABLE,SYL,bà,1,1,0.603871,bà,0.603871,"[[""bà"", 0.60387], [""con"", 0.06752], [""thờ"", 0.03938], [""giờ"", 0.02513], [""thế"", 0.01294]]",0.0251325,0.00375023
stt2,page_0194,3,14,14,"[1093, 1975, 1211, 2103]",1,GOLD,CHAR_A,thánh,1,1,0.723975,thánh,0.723975,"[[""thánh"", 0.72398], [""bà"", 0.06029], [""ông"", 0.02436], [""sự"", 0.01782], [""pha"", 0.01694]]",0.0602897,
stt2,page_0194,3,16,15,"[1093, 2188, 1211, 2316]",1,REVIEW,REVIEW,giuli,0,1,,ong,0.154558,"[[""ong"", 0.15456], [""nói"", 0.07474], [""li"", 0.05543], [""phô"", 0.05447], [""rô"", 0.02051]]",0.00112602,0.000795358
stt2,page_0194,3,17,16,"[1093, 2295, 1211, 2423]",1,SYLLABLE,SYL,a,1,1,0.993752,a,0.993752,"[[""a"", 0.99375], [""hê"", 0.00097], [""li"", 0.00083], [""thâu"", 0.0003], [""phiền"", 0.00023]]",,8.15202e-09
stt2,page_0194,3,18,17,"[1093, 2401, 1211, 2519]",1,GOLD,CHAR_A,na,1,1,0.443531,na,0.443531,"[[""na"", 0.44353], [""ri"", 0.07459], [""da"", 0.0384], [""a"", 0.01835], [""hết"", 0.01591]]",0.0183514,
stt2,page_0194,4,0,0,"[945, 496, 1059, 616]",1,GOLD,CHAR_A,trở,1,1,0.637348,trở,0.637348,"[[""trở"", 0.63735], [""cô"", 0.01789], [""chịu"", 0.01701], [""tỏ"", 0.00977], [""dễ"", 0.00755]]",,5.96771e-05
stt2,page_0194,4,1,1,"[943, 587, 1060, 717]",1,REVIEW,REVIEW,mặt,1,1,0.197489,mặt,0.197489,"[[""mặt"", 0.19749], [""trăm"", 0.10811], [""đoạn"", 0.0404], [""ra"", 0.02008], [""tha"", 0.01935]]",0.0006441,0.0200765
stt2,page_0194,4,2,2,"[938, 690, 1060, 825]",1,SYLLABLE,SYL,ra,1,1,0.955401,ra,0.955401,"[[""ra"", 0.9554], [""kẻ"", 0.00588], [""là"", 0.00262], [""song"", 0.00154], [""năn"", 0.00087]]",9.74202e-06,3.09601e-05
stt2,page_0194,4,3,3,"[940, 796, 1059, 931]",1,SYLLABLE,SYL,xem,1,1,0.630846,xem,0.630846,"[[""xem"", 0.63085], [""đức"", 0.04001], [""su"", 0.01284], [""trời"", 0.0095], [""cô"", 0.0091]]",0.000432428,0.00123187
stt2,page_0194,4,4,4,"[940, 912, 1058, 1047]",1,GOLD,CHAR_A,quỷ,1,1,0.0794043,quỷ,0.0794043,"[[""quỷ"", 0.0794], [""hồn"", 0.05947], [""ám"", 0.05753], [""này"", 0.04127], [""trong"", 0.03685]]",0.000117758,0.00583121
stt2,page_0194,4,5,5,"[943, 1019, 1057, 1150]",1,GOLD,CHAR_A,nó,1,1,0.295311,nô,0.388748,"[[""nô"", 0.38875], [""nó"", 0.29531], [""no"", 0.03177], [""đất"", 0.021], [""mày"", 0.01309]]",1.69647e-05,0.000602717
stt2,page_0194,4,6,6,"[941, 1125, 1059, 1257]",1,GOLD,CHAR_A,liền,1,1,0.411001,liền,0.411001,"[[""liền"", 0.411], [""ru"", 0.06029], [""liên"", 0.05107], [""lên"", 0.04103], [""trên"", 0.03055]]",0.000572875,
stt2,page_0194,4,7,7,"[941, 1240, 1059, 1374]",1,REVIEW,REVIEW,run,0,1,,nuôi,0.104783,"[[""nuôi"", 0.10478], [""ăn"", 0.0299], [""nhớ"", 0.0291], [""yêu"", 0.0282], [""cãi"", 0.02712]]",7.8444e-05,0.00154512
stt2,page_0194,4,8,8,"[930, 1383, 1060, 1517]",1,SYLLABLE,SYL,sợ,1,1,0.266531,sợ,0.266531,"[[""sợ"", 0.26653], [""một"", 0.03751], [""rất"", 0.036], [""lẽ"", 0.03271], [""hãi"", 0.02573]]",,0.0213714
stt2,page_0194,4,9,9,"[930, 1495, 1060, 1629]",1,GOLD,CHAR_A,kính,1,1,0.948748,kính,0.948748,"[[""kính"", 0.94875], [""tha"", 0.00224], [""thâu"", 0.0022], [""việc"", 0.00176], [""chia"", 0.00117]]",2.40611e-06,0.000362722
stt2,page_0194,4,10,10,"[943, 1645, 1058, 1775]",1,GOLD,CHAR_A,dái,1,1,0.00342799,người,0.812002,"[[""người"", 0.812], [""ấy"", 0.00661], [""tôi"", 0.00515], [""qua"", 0.00509], [""dạy"", 0.00503]]",0.000117758,0.812002
stt2,page_0194,4,11,11,"[943, 1749, 1059, 1884]",1,GOLD,CHAR_A,người,1,1,0.0211637,lăm,0.299961,"[[""lăm"", 0.29996], [""đức"", 0.05532], [""phải"", 0.05127], [""tớ"", 0.02474], [""thịnh"", 0.02158]]",0.000167369,0.0104359
stt2,page_0194,4,12,12,"[943, 1866, 1058, 1997]",1,GOLD,CHAR_A,lắm,1,1,0.18408,lắm,0.18408,"[[""lắm"", 0.18408], [""lăm"", 0.07146], [""là"", 0.07062], [""giận"", 0.03389], [""tôi"", 0.02696]]",0.000175401,0.00984203
stt2,page_0194,4,13,13,"[943, 1962, 1057, 2094]",1,SYLLABLE,SYL,đoạn,1,1,0.334631,đoạn,0.334631,"[[""đoạn"", 0.33463], [""nó"", 0.31344], [""bề"", 0.08519], [""nô"", 0.03037], [""như"", 0.01701]]",1.96794e-05,0.313437
stt2,page_0194,4,14,14,"[942, 2076, 1057, 2211]",1,GOLD,CHAR_A,nó,1,1,0.937466,nó,0.937466,"[[""nó"", 0.93747], [""nô"", 0.00829], [""ví"", 0.00527], [""chẳng"", 0.00328], [""mà"", 0.0024]]",1.29061e-05,0.000480528
stt2,page_0194,4,15,15,"[943, 2183, 1056, 2315]",1,GOLD,CHAR_A,biến,1,1,0.0557589,đi,0.0613589,"[[""đi"", 0.06136], [""biển"", 0.05982], [""biến"", 0.05576], [""sau"", 0.03202], [""nha"", 0.03032]]",0.00410277,0.0613589
stt2,page_0194,4,16,16,"[944, 2290, 1056, 2420]",1,REVIEW,REVIEW,đi,1,1,0.749331,đi,0.749331,"[[""đi"", 0.74933], [""lối"", 0.0095], [""rối"", 0.00889], [""bà"", 0.00669], [""buộc"", 0.0059]]",1.14789e-05,0.00668551
stt2,page_0194,4,17,17,"[936, 2396, 1045, 2510]",1,REVIEW,REVIEW,bà,1,1,0.942371,bà,0.942371,"[[""bà"", 0.94237], [""lại"", 0.00445], [""trả"", 0.00375], [""ba"", 0.00375], [""thánh"", 0.00186]]",2.35532e-05,
stt2,page_0194,5,0,0,"[790, 493, 897, 614]",1,GOLD,CHAR_A,ấy,1,1,0.492384,ấy,0.492384,"[[""ấy"", 0.49238], [""vậy"", 0.43602], [""đời"", 0.01438], [""các"", 0.01098], [""mươi"", 0.00165]]",,0.00119865
stt2,page_0194,5,1,1,"[789, 586, 899, 718]",1,SYLLABLE,SYL,vui,1,1,0.324019,vui,0.324019,"[[""vui"", 0.32402], [""càng"", 0.03449], [""chết"", 0.02329], [""đã"", 0.01931], [""mạnh"", 0.01648]]",2.93124e-05,0.000701901
stt2,page_0194,5,2,2,"[786, 699, 899, 836]",1,REVIEW,REVIEW,mặt,1,1,0.161975,mặt,0.161975,"[[""mặt"", 0.16198], [""câu"", 0.11374], [""đạo"", 0.036], [""đức"", 0.02417], [""đoạn"", 0.01935]]",8.68296e-05,0.000525699
stt2,page_0194,5,3,3,"[785, 805, 898, 943]",1,GOLD,CHAR_A,liên,1,1,0.0448035,liền,0.695051,"[[""liền"", 0.69505], [""lên"", 0.05321], [""liên"", 0.0448], [""chịu"", 0.02455], [""len"", 0.02403]]",1.19362e-05,0.0245503
stt2,page_0194,5,4,4,"[786, 931, 898, 1069]",1,GOLD,CHAR_A,chịu,1,1,0.77048,chịu,0.77048,"[[""chịu"", 0.77048], [""chém"", 0.13272], [""nơi"", 0.01775], [""bề"", 0.00517], [""xưa"", 0.00409]]",3.64799e-05,0.132718
stt2,page_0194,5,5,5,"[786, 1038, 897, 1175]",1,SYLLABLE,SYL,chém,1,1,0.336269,chém,0.336269,"[[""chém"", 0.33627], [""linh"", 0.07301], [""mất"", 0.05947], [""vua"", 0.03832], [""bà"", 0.02047]]",0.00135824,0.0730079
stt2,page_0194,5,6,6,"[785, 1144, 898, 1280]",1,REVIEW,REVIEW,linh,1,1,0.381974,linh,0.381974,"[[""linh"", 0.38197], [""áo"", 0.2343], [""hồn"", 0.19846], [""hơn"", 0.03356], [""lóc"", 0.02079]]",0.00023056,0.198456
stt2,page_0194,5,7,7,"[786, 1261, 897, 1395]",1,GOLD,CHAR_A,hồn,1,1,0.021497,đi,0.147336,"[[""đi"", 0.14734], [""thấy"", 0.055], [""đem"", 0.05362], [""phúc"", 0.05167], [""khỏi"", 0.02927]]",0.00411882,0.013611
stt2,page_0194,5,8,8,"[785, 1364, 900, 1505]",1,GOLD,CHAR_A,lên,1,1,0.0786326,mọi,0.12664,"[[""mọi"", 0.12664], [""trên"", 0.11419], [""liên"", 0.09979], [""liền"", 0.08436], [""lên"", 0.07863]]",0.00165121,0.00832025
stt2,page_0194,5,9,9,"[787, 1482, 898, 1620]",1,GOLD,CHAR_B,trời,1,1,0.974676,trời,0.974676,"[[""trời"", 0.97468], [""chúa"", 0.0043], [""mộ"", 0.00099], [""hề"", 0.00088], [""thiên"", 0.00078]]",1.28056e-05,2.01461e-05
stt2,page_0194,5,10,10,"[788, 1586, 897, 1727]",1,REVIEW,REVIEW,xác,1,1,0.211255,xác,0.211255,"[[""xác"", 0.21126], [""lâu"", 0.10874], [""khác"", 0.08806], [""mình"", 0.02848], [""đí"", 0.02744]]",0.000255207,0.00140136
stt2,page_0194,5,11,11,"[789, 1704, 896, 1841]",1,GOLD,CHAR_A,có,1,1,0.779276,có,0.779276,"[[""có"", 0.77928], [""dấu"", 0.0104], [""kẻ"", 0.00886], [""ơn"", 0.00752], [""thành"", 0.00554]]",9.44229e-06,0.00258758
stt2,page_0194,5,12,12,"[789, 1810, 895, 1950]",1,SYLLABLE,SYL,một,1,1,0.980613,một,0.980613,"[[""một"", 0.98061], [""ông"", 0.00139], [""được"", 0.00136], [""thánh"", 0.00066], [""thêm"", 0.00048]]",8.61539e-05,1.35254e-05
stt2,page_0194,5,13,13,"[790, 1926, 895, 2064]",1,REVIEW,REVIEW,bà,1,1,0.640624,bà,0.640624,"[[""bà"", 0.64062], [""và"", 0.01489], [""qua"", 0.01449], [""no"", 0.01019], [""bàn"", 0.00914]]",0.00189312,0.000110624
stt2,page_0194,5,14,14,"[788, 2031, 898, 2173]",1,GOLD,CHAR_A,tên,1,1,0.90497,tên,0.90497,"[[""tên"", 0.90497], [""là"", 0.01824], [""theo"", 0.00415], [""đã"", 0.00355], [""con"", 0.00316]]",0.000381617,0.0182442
stt2,page_0194,5,15,15,"[789, 2149, 897, 2289]",1,SYLLABLE,SYL,là,1,1,0.863845,là,0.863845,"[[""là"", 0.86384], [""tên"", 0.04605], [""đã"", 0.00437], [""chúng"", 0.00388], [""được"", 0.0032]]",0.0460455,6.45263e-05
stt2,page_0194,5,16,16,"[788, 2276, 897, 2411]",1,REVIEW,REVIEW,sô,1,1,0.000372777,na,0.534478,"[[""na"", 0.53448], [""hết"", 0.01835], [""hình"", 0.01567], [""nơi"", 0.01421], [""pha"", 0.01289]]",0.00176458,4.13371e-05
