book,page,column,nom_idx,syllable,ocr_char_old,predicted_nom,unicode,prob,in_dict,decision,image
stt2,page_0152,9,19,lại,生,吏,U+540F,0.5937,True,RESCUE_LOW_CONF,
stt2,page_0154,1,0,toan,𫵠,筭,U+7B6D,0.6487,True,RESCUE_LOW_CONF,
stt2,page_0154,1,4,ru,雲,魂,U+9B42,0.8964,False,NOT_IN_DICT,
stt2,page_0154,1,6,suy,雅,𠊚,U+2029A,0.991,False,NOT_IN_DICT,
stt2,page_0154,1,14,gieo,如,塊,U+584A,0.1946,False,NOT_IN_DICT,
stt2,page_0154,1,18,ấy,不,衣,U+8863,0.6201,True,RESCUE_LOW_CONF,
stt2,page_0154,1,20,đốt,墻,塊,U+584A,0.1093,False,NOT_IN_DICT,
stt2,page_0154,2,2,sau,麦,婁,U+5A41,0.7118,True,RESCUE_GOLD_MED,
stt2,page_0154,2,4,ra,㽞,囉,U+56C9,0.3775,True,RESCUE_LOW_CONF,
stt2,page_0154,2,5,bấy,閒,闭,U+95ED,0.6031,True,RESCUE_LOW_CONF,
stt2,page_0154,2,11,xác,洗,壳,U+58F3,0.3157,True,RESCUE_LOW_CONF,
stt2,page_0154,2,12,thịt,網,調,U+8ABF,0.3182,False,NOT_IN_DICT,
stt2,page_0154,2,18,đã,知,㐌,U+340C,0.4482,True,RESCUE_LOW_CONF,
stt2,page_0154,3,1,vào,乞,包,U+5305,0.5693,True,RESCUE_LOW_CONF,
stt2,page_0154,3,2,lửa,跖,渃,U+6E03,0.2597,False,NOT_IN_DICT,
stt2,page_0154,3,5,nóng,營,燶,U+71F6,0.1297,True,RESCUE_LOW_CONF,
stt2,page_0154,3,9,huống,既,阮,U+962E,0.1361,False,NOT_IN_DICT,
stt2,page_0154,3,10,lọ,𨺚,路,U+8DEF,0.5669,True,RESCUE_LOW_CONF,
stt2,page_0154,3,11,là,晋,罢,U+7F62,0.2963,False,NOT_IN_DICT,
stt2,page_0154,4,3,lối,氣,磊,U+78CA,0.6351,True,RESCUE_LOW_CONF,
stt2,page_0154,4,10,lại,生,吏,U+540F,0.9316,True,RESCUE_GOLD_HIGH,
stt2,page_0154,4,15,một,舞,没,U+6CA1,0.7076,True,RESCUE_GOLD_MED,
stt2,page_0154,5,6,lại,在,安,U+5B89,0.8783,False,NOT_IN_DICT,
stt2,page_0154,5,12,cởi,檜,檜,U+6A9C,0.409,False,NOT_IN_DICT,
stt2,page_0154,5,13,áo,顧,襖,U+8956,0.9672,True,RESCUE_GOLD_HIGH,
stt2,page_0154,6,1,đi,法,多,U+591A,0.0162,True,RESCUE_LOW_CONF,
stt2,page_0154,6,6,thầy,棐,柴,U+67F4,0.9511,True,RESCUE_GOLD_HIGH,
stt2,page_0154,6,16,xui,次,鬼,U+9B3C,0.9342,False,NOT_IN_DICT,
stt2,page_0154,8,2,tôi,工,群,U+7FA4,0.0917,False,NOT_IN_DICT,
stt2,page_0154,8,11,nhà,委,如,U+5982,0.4179,True,RESCUE_LOW_CONF,
stt2,page_0154,8,15,tôi,群,碎,U+788E,0.0277,True,RESCUE_LOW_CONF,
stt2,page_0154,8,20,tôi,𦀇,碎,U+788E,0.1703,True,RESCUE_LOW_CONF,
stt2,page_0154,9,8,be,波,陂,U+9642,0.0738,True,RESCUE_LOW_CONF,
stt2,page_0154,9,11,lại,連,吏,U+540F,0.6259,True,RESCUE_LOW_CONF,
stt2,page_0154,9,17,kia,良,其,U+5176,0.7731,True,RESCUE_GOLD_MED,
stt2,page_0156,1,3,coi,魂,瑰,U+7470,0.0633,True,RESCUE_LOW_CONF,
stt2,page_0156,1,4,sóc,菊,補,U+88DC,0.0944,False,NOT_IN_DICT,
stt2,page_0156,1,16,chăng,床,時,U+6642,0.8379,False,NOT_IN_DICT,
stt2,page_0156,1,19,gì,乆,旦,U+65E6,0.215,False,NOT_IN_DICT,
stt2,page_0156,1,21,ăn,呼,安,U+5B89,0.3165,True,RESCUE_LOW_CONF,
stt2,page_0156,2,0,chay,奎,蚤,U+86A4,0.5957,False,NOT_IN_DICT,
stt2,page_0156,2,1,hãm,循,𨺻,U+28EBB,0.8231,True,RESCUE_GOLD_MED,
stt2,page_0156,2,7,khi,貶,欺,U+6B3A,0.9761,True,RESCUE_GOLD_HIGH,
stt2,page_0156,2,8,chết,昕,折,U+6298,0.3533,True,RESCUE_LOW_CONF,
stt2,page_0156,3,0,đoạn,漸,断,U+65AD,0.9027,True,RESCUE_GOLD_HIGH,
stt2,page_0156,3,8,lửa,恕,强,U+5F3A,0.0478,False,NOT_IN_DICT,
stt2,page_0156,3,9,cháy,𦀇,𤈜,U+2421C,0.4188,True,RESCUE_LOW_CONF,
stt2,page_0156,3,11,ngày,呼,時,U+6642,0.7808,True,RESCUE_GOLD_MED,
stt2,page_0156,3,13,đã,死,欺,U+6B3A,0.7518,False,NOT_IN_DICT,
stt2,page_0156,3,17,cũ,凄,如,U+5982,0.4927,False,NOT_IN_DICT,
stt2,page_0156,4,0,lại,進,吏,U+540F,0.8914,True,RESCUE_GOLD_HIGH,
stt2,page_0156,4,3,xưa,夜,初,U+521D,0.2023,True,RESCUE_LOW_CONF,
stt2,page_0156,4,5,vừa,庙,皮,U+76AE,0.2841,True,RESCUE_LOW_CONF,
stt2,page_0156,4,12,sau,繛,呌,U+544C,0.8865,False,NOT_IN_DICT,
stt2,page_0156,5,4,phạm,肥,犯,U+72AF,0.9799,True,RESCUE_GOLD_HIGH,
stt2,page_0156,5,17,ra,岷,囉,U+56C9,0.3236,True,RESCUE_LOW_CONF,
stt2,page_0156,6,2,bấy,闲,闭,U+95ED,0.3593,True,RESCUE_LOW_CONF,
stt2,page_0156,6,5,mắng,凑,莽,U+83BD,0.0454,True,RESCUE_LOW_CONF,
stt2,page_0156,6,7,rằng,良,浪,U+6D6A,0.9467,True,RESCUE_GOLD_HIGH,
stt2,page_0156,6,9,nghĩ,弓,特,U+7279,0.0899,False,NOT_IN_DICT,
stt2,page_0156,6,10,là,乇,時,U+6642,0.174,True,RESCUE_LOW_CONF,
stt2,page_0156,6,11,đã,冠,㐌,U+340C,0.1656,True,RESCUE_LOW_CONF,
stt2,page_0156,7,11,đi,麩,唐,U+5510,0.1623,False,NOT_IN_DICT,
stt2,page_0156,7,12,đường,瘧,唐,U+5510,0.0797,True,RESCUE_LOW_CONF,
stt2,page_0156,7,19,gần,𫠦,𧵆,U+27D46,0.4625,True,RESCUE_LOW_CONF,
stt2,page_0156,8,2,xin,宴,嗔,U+55D4,0.6597,True,RESCUE_LOW_CONF,
stt2,page_0156,8,12,biến,麽,外,U+5916,0.7412,False,NOT_IN_DICT,
stt2,page_0156,9,5,tháng,传,倘,U+5018,0.8231,True,RESCUE_GOLD_MED,
stt2,page_0158,1,10,đã,仼,固,U+56FA,0.9508,False,NOT_IN_DICT,
stt2,page_0158,2,3,giả,攸,假,U+5047,0.0962,True,RESCUE_LOW_CONF,
stt2,page_0158,3,6,núi,昺,离,U+79BB,0.2924,False,NOT_IN_DICT,
stt2,page_0158,3,9,6,吞,老,U+8001,0.0904,False,NOT_IN_DICT,
stt2,page_0158,3,15,cướp,机,城,U+57CE,0.1539,False,NOT_IN_DICT,
stt2,page_0158,3,19,phải,斥,衣,U+8863,0.7532,False,NOT_IN_DICT,
stt2,page_0158,4,4,còn,佯,群,U+7FA4,0.5401,True,RESCUE_LOW_CONF,
stt2,page_0158,4,10,mươi,𫞓,歳,U+6B73,0.384,False,NOT_IN_DICT,
stt2,page_0158,4,11,lăm,迤,邁,U+9081,0.4088,False,NOT_IN_DICT,
stt2,page_0158,4,12,tuổi,林,林,U+6797,0.6789,False,NOT_IN_DICT,
stt2,page_0158,4,18,con,思,昆,U+6606,0.3249,True,RESCUE_LOW_CONF,
stt2,page_0158,5,4,đâu,既,欺,U+6B3A,0.0605,False,NOT_IN_DICT,
stt2,page_0158,5,7,tôi,群,碎,U+788E,0.9122,True,RESCUE_GOLD_HIGH,
stt2,page_0158,5,11,bây,厯,悲,U+60B2,0.8723,True,RESCUE_GOLD_HIGH,
stt2,page_0158,5,14,dái,民,曳,U+66F3,0.097,True,RESCUE_LOW_CONF,
stt2,page_0158,5,16,quỳ,思,鬼,U+9B3C,0.9222,False,NOT_IN_DICT,
stt2,page_0158,5,19,chăng,在,庄,U+5E84,0.3151,True,RESCUE_LOW_CONF,
stt2,page_0158,6,1,còn,佯,群,U+7FA4,0.3733,True,RESCUE_LOW_CONF,
stt2,page_0158,6,6,đem,𭺛,燒,U+71D2,0.0896,False,NOT_IN_DICT,
stt2,page_0158,6,14,rơm,穮,撰,U+64B0,0.111,False,NOT_IN_DICT,
stt2,page_0158,6,16,một,舜,没,U+6CA1,0.4364,True,RESCUE_LOW_CONF,
stt2,page_0158,7,1,nơi,召,尼,U+5C3C,0.9776,True,RESCUE_GOLD_HIGH,
stt2,page_0158,7,11,nước,蹉,渃,U+6E03,0.8161,True,RESCUE_GOLD_MED,
stt2,page_0158,7,17,hai,恱,跪,U+8DEA,0.209,False,NOT_IN_DICT,
stt2,page_0158,7,18,tháng,俻,倘,U+5018,0.3803,True,RESCUE_LOW_CONF,
stt2,page_0158,8,14,ngoài,变,破,U+7834,0.2938,False,NOT_IN_DICT,
stt2,page_0158,8,15,biến,外,外,U+5916,0.9799,False,NOT_IN_DICT,
stt2,page_0160,1,3,xuống,𡨜,餅,U+9905,0.1104,False,NOT_IN_DICT,
stt2,page_0160,1,5,sống,𭺾,封,U+5C01,0.1436,False,NOT_IN_DICT,
stt2,page_0160,1,8,ơn,息,恩,U+6069,0.4593,True,RESCUE_LOW_CONF,
stt2,page_0160,1,16,lội,原,磊,U+78CA,0.6264,True,RESCUE_LOW_CONF,
stt2,page_0160,1,18,biển,漆,彼,U+5F7C,0.274,True,RESCUE_LOW_CONF,
stt2,page_0160,2,4,cá,丁,行,U+884C,0.1457,False,NOT_IN_DICT,
stt2,page_0160,2,5,lớn,履,願,U+9858,0.1776,False,NOT_IN_DICT,
stt2,page_0160,2,7,trước,群,事,U+4E8B,0.1863,False,NOT_IN_DICT,
stt2,page_0160,3,15,kia,夏,其,U+5176,0.343,True,RESCUE_LOW_CONF,
stt2,page_0160,3,17,đầu,𫥢,兠,U+5160,0.2178,False,NOT_IN_DICT,
stt2,page_0160,4,2,làm,差,乄,U+4E44,0.0015,True,RESCUE_LOW_CONF,
stt2,page_0160,4,8,nhiều,既,僥,U+50E5,0.6857,False,NOT_IN_DICT,
stt2,page_0160,4,16,toan,善,筭,U+7B6D,0.2161,True,RESCUE_LOW_CONF,
stt2,page_0160,5,13,atina,那,那,U+90A3,0.9822,False,NOT_IN_DICT,
stt2,page_0160,5,20,một,䘮,没,U+6CA1,0.7095,True,RESCUE_GOLD_MED,
stt2,page_0160,6,4,đi,𦀇,灵,U+7075,0.3574,False,NOT_IN_DICT,
stt2,page_0160,6,12,năm,菌,南,U+5357,0.933,True,RESCUE_GOLD_HIGH,
stt2,page_0160,6,17,nhau,陪,僥,U+50E5,0.9292,True,RESCUE_GOLD_HIGH,
stt2,page_0160,6,18,thầy,菜,柴,U+67F4,0.4216,True,RESCUE_LOW_CONF,
stt2,page_0160,6,19,xin,有,嗔,U+55D4,0.0351,True,RESCUE_LOW_CONF,
stt2,page_0160,7,2,vồ,星,求,U+6C42,0.9341,False,NOT_IN_DICT,
stt2,page_0160,7,5,đoan,蒞,灵,U+7075,0.6963,False,NOT_IN_DICT,
stt2,page_0160,7,12,chốn,桂,准,U+51C6,0.2159,True,RESCUE_LOW_CONF,
stt2,page_0160,7,18,đời,錢,代,U+4EE3,0.5774,True,RESCUE_LOW_CONF,
stt2,page_0160,9,14,gái,好,𡛔,U+216D4,0.1597,True,RESCUE_LOW_CONF,
stt2,page_0160,9,16,hãi,恢,㤥,U+3925,0.2246,True,RESCUE_LOW_CONF,
stt2,page_0162,1,2,sự,李,命,U+547D,0.7967,False,NOT_IN_DICT,
stt2,page_0162,1,5,phong,用,波,U+6CE2,0.2142,False,NOT_IN_DICT,
stt2,page_0162,1,15,bấy,囦,闭,U+95ED,0.3549,True,RESCUE_LOW_CONF,
stt2,page_0162,1,18,dốc,善,篤,U+7BE4,0.1401,True,RESCUE_LOW_CONF,
stt2,page_0162,2,10,bông,尾,庄,U+5E84,0.1725,False,NOT_IN_DICT,
stt2,page_0162,2,17,vải,觸,腮,U+816E,0.0976,False,NOT_IN_DICT,
stt2,page_0162,3,2,sáu,教,老,U+8001,0.2271,True,RESCUE_LOW_CONF,
stt2,page_0162,3,4,mới,首,買,U+8CB7,0.4506,True,RESCUE_LOW_CONF,
stt2,page_0162,3,9,sau,静,𠊚,U+2029A,0.0858,False,NOT_IN_DICT,
stt2,page_0162,3,12,đi,𰬈,其,U+5176,0.7478,False,NOT_IN_DICT,
stt2,page_0162,3,15,đã,任,㐌,U+340C,0.0017,True,RESCUE_LOW_CONF,
stt2,page_0162,4,5,hay,吮,咍,U+548D,0.0702,True,RESCUE_LOW_CONF,
stt2,page_0162,4,12,cất,去,拮,U+62EE,0.8034,True,RESCUE_GOLD_MED,
stt2,page_0162,5,5,này,在,尼,U+5C3C,0.0296,True,RESCUE_LOW_CONF,
stt2,page_0162,7,13,tám,於,糁,U+7CC1,0.2085,True,RESCUE_LOW_CONF,
stt2,page_0162,7,16,năm,師,勧,U+52E7,0.1299,False,NOT_IN_DICT,
stt2,page_0162,8,1,bon,举,末,U+672B,0.1375,False,NOT_IN_DICT,
stt2,page_0162,8,6,tinh%,星,星,U+661F,0.8931,False,NOT_IN_DICT,
stt2,page_0162,9,3,rô,溍,稽,U+7A3D,0.0934,False,NOT_IN_DICT,
stt2,page_0162,9,4,ma,珠,理,U+7406,0.3045,False,NOT_IN_DICT,
stt2,page_0162,9,7,thầv,柴,柴,U+67F4,0.9469,False,NOT_IN_DICT,
stt2,page_0162,9,11,va,褘,撑,U+6491,0.17,False,NOT_IN_DICT,
stt2,page_0164,1,3,trước,粹,畧,U+7567,0.0592,True,RESCUE_LOW_CONF,
stt2,page_0164,1,4,mặt,桓,樞,U+6A1E,0.1477,False,NOT_IN_DICT,
stt2,page_0164,2,1,nước,侯,渃,U+6E03,0.1221,True,RESCUE_LOW_CONF,
stt2,page_0164,2,2,rô,晋,𠊚,U+2029A,0.1833,False,NOT_IN_DICT,
stt2,page_0164,2,7,la,罟,罢,U+7F62,0.216,False,NOT_IN_DICT,
stt2,page_0164,2,12,măng,唪,奏,U+594F,0.1207,False,NOT_IN_DICT,
stt2,page_0164,3,5,lăm,渠,凜,U+51DC,0.5614,False,NOT_IN_DICT,
stt2,page_0164,3,9,khác,收,恪,U+606A,0.9364,True,RESCUE_GOLD_HIGH,
stt2,page_0164,3,10,theo,僥,燒,U+71D2,0.018,True,RESCUE_LOW_CONF,
stt2,page_0164,3,16,đòi,縁,隊,U+968A,0.0649,True,RESCUE_LOW_CONF,
stt2,page_0164,5,3,sao,夲,牢,U+7262,0.4714,True,RESCUE_LOW_CONF,
stt2,page_0164,5,15,ao,淘,拗,U+62D7,0.1094,True,RESCUE_LOW_CONF,
stt2,page_0164,6,4,nhiệm,用,冉,U+5189,0.1059,True,RESCUE_LOW_CONF,
stt2,page_0164,7,13,bấy,固,闭,U+95ED,0.0856,True,RESCUE_LOW_CONF,
stt2,page_0164,8,0,hay,收,咍,U+548D,0.1086,True,RESCUE_LOW_CONF,
stt2,page_0164,8,2,nghĩa,達,義,U+7FA9,0.1228,True,RESCUE_LOW_CONF,
stt2,page_0164,8,3,nghe,首,宜,U+5B9C,0.9617,True,RESCUE_GOLD_HIGH,
stt2,page_0164,8,12,nếu,衾,𠊚,U+2029A,0.3087,False,NOT_IN_DICT,
stt2,page_0164,9,2,ru,岫,由,U+7531,0.4056,True,RESCUE_LOW_CONF,
stt2,page_0166,1,7,thắng,芍,𤯝,U+24BDD,0.1638,True,RESCUE_LOW_CONF,
stt2,page_0166,2,14,trở,別,連,U+9023,0.6834,False,NOT_IN_DICT,
stt2,page_0166,2,15,mặt,栖,末,U+672B,0.0543,True,RESCUE_LOW_CONF,
stt2,page_0166,2,19,vua,烱,君,U+541B,0.0277,True,RESCUE_LOW_CONF,
stt2,page_0166,3,0,nghe,盾,宜,U+5B9C,0.9247,True,RESCUE_GOLD_HIGH,
stt2,page_0166,4,7,mặt,桐,末,U+672B,0.2049,True,RESCUE_LOW_CONF,
stt2,page_0166,4,11,g,謁,調,U+8ABF,0.7252,False,NOT_IN_DICT,
stt2,page_0166,4,13,vua,月,君,U+541B,0.6961,True,RESCUE_LOW_CONF,
stt2,page_0166,4,17,quan,言,官,U+5B98,0.9487,True,RESCUE_GOLD_HIGH,
stt2,page_0166,5,8,thăng,而,孟,U+5B5F,0.3502,False,NOT_IN_DICT,
stt2,page_0166,5,15,dở,社,杜,U+675C,0.7824,False,NOT_IN_DICT,
stt2,page_0166,6,8,truyền,侍,傳,U+50B3,0.9498,True,RESCUE_GOLD_HIGH,
stt2,page_0166,7,0,điều,退,調,U+8ABF,0.8645,True,RESCUE_GOLD_HIGH,
stt2,page_0166,7,4,hào,瞂,徵,U+5FB5,0.114,False,NOT_IN_DICT,
stt2,page_0166,9,2,khác,𢡖,恪,U+606A,0.9893,True,RESCUE_GOLD_HIGH,
stt2,page_0166,9,6,ti,昇,𤰞,U+24C1E,0.5405,True,RESCUE_LOW_CONF,
stt2,page_0166,9,17,quanay,似,衣,U+8863,0.9806,False,NOT_IN_DICT,
stt2,page_0168,3,2,là,垩,号,U+53F7,0.0318,True,RESCUE_LOW_CONF,
stt2,page_0168,3,4,làm,口,乄,U+4E44,0.0933,True,RESCUE_LOW_CONF,
stt2,page_0168,3,14,đã,托,㐌,U+340C,0.4327,True,RESCUE_LOW_CONF,
stt2,page_0168,3,18,ví,哲,每,U+6BCF,0.0982,False,NOT_IN_DICT,
stt2,page_0168,4,10,lời,有,南,U+5357,0.0994,False,NOT_IN_DICT,
stt2,page_0168,5,2,trá,兹,詐,U+8A50,0.264,True,RESCUE_LOW_CONF,
stt2,page_0168,5,5,đem,𭺛,麻,U+9EBB,0.1508,False,NOT_IN_DICT,
stt2,page_0168,5,7,tối,暈,最,U+6700,0.6137,True,RESCUE_LOW_CONF,
stt2,page_0168,5,17,tay,翹,思,U+601D,0.2317,True,RESCUE_LOW_CONF,
stt2,page_0168,5,18,để,感,底,U+5E95,0.0171,True,RESCUE_LOW_CONF,
stt2,page_0168,6,5,nguyện,𩔊,願,U+9858,0.9675,True,RESCUE_GOLD_HIGH,
stt2,page_0168,6,6,rằng,良,浪,U+6D6A,0.9549,True,RESCUE_GOLD_HIGH,
stt2,page_0168,7,17,liền,遲,連,U+9023,0.8999,True,RESCUE_GOLD_HIGH,
stt2,page_0168,8,0,quỳ,昵,跪,U+8DEA,0.9213,True,RESCUE_GOLD_HIGH,
stt2,page_0168,8,14,dạy,𢦤,代,U+4EE3,0.5781,True,RESCUE_LOW_CONF,
stt2,page_0168,9,2,nhà,義,茹,U+8339,0.6514,True,RESCUE_LOW_CONF,
stt2,page_0168,9,8,chay,荼,奉,U+5949,0.3277,False,NOT_IN_DICT,
stt2,page_0168,9,10,ngày,曝,時,U+6642,0.6594,True,RESCUE_LOW_CONF,
stt2,page_0170,2,9,sáu,耘,老,U+8001,0.1843,True,RESCUE_LOW_CONF,
stt2,page_0170,2,12,măng,凑,味,U+5473,0.216,False,NOT_IN_DICT,
stt2,page_0170,3,7,bắt,我,扒,U+6252,0.9541,True,RESCUE_GOLD_HIGH,
stt2,page_0170,4,2,đòn,柂,主,U+4E3B,0.1927,False,NOT_IN_DICT,
stt2,page_0170,5,9,trước,弹,移,U+79FB,0.0632,False,NOT_IN_DICT,
stt2,page_0170,5,10,mặt,稍,神,U+795E,0.1924,False,NOT_IN_DICT,
stt2,page_0170,6,14,trăm,板,称,U+79F0,0.1251,False,NOT_IN_DICT,
stt2,page_0170,6,17,mốt,戛,蔑,U+8511,0.2729,True,RESCUE_LOW_CONF,
stt2,page_0170,6,18,năm,献,朝,U+671D,0.0933,False,NOT_IN_DICT,
stt2,page_0170,6,19,ong,𡬦,翁,U+7FC1,0.5547,True,RESCUE_LOW_CONF,
stt2,page_0170,7,16,va,啼,連,U+9023,0.623,False,NOT_IN_DICT,
stt2,page_0170,8,1,làm,捧,林,U+6797,0.7936,False,NOT_IN_DICT,
stt2,page_0170,8,4,phao,班,垩,U+57A9,0.9135,False,NOT_IN_DICT,
stt2,page_0170,8,16,truyện,将,傳,U+50B3,0.9342,True,RESCUE_GOLD_HIGH,
stt2,page_0170,9,0,hai,臨,咍,U+548D,0.1746,True,RESCUE_LOW_CONF,
stt2,page_0170,9,4,anh,妻,孾,U+5B7E,0.9495,True,RESCUE_GOLD_HIGH,
stt2,page_0170,9,5,em,鐘,俺,U+4FFA,0.0597,True,RESCUE_LOW_CONF,
stt2,page_0170,9,7,nhà,英,茹,U+8339,0.1216,True,RESCUE_LOW_CONF,
stt2,page_0170,9,13,thành,滅,城,U+57CE,0.9166,True,RESCUE_GOLD_HIGH,
stt2,page_0170,9,14,bi,懋,悲,U+60B2,0.8053,True,RESCUE_GOLD_MED,
stt2,page_0172,1,18,ta,世,些,U+4E9B,0.0608,True,RESCUE_LOW_CONF,
stt2,page_0172,2,2,lê,𮮐,黎,U+9ECE,0.1034,True,RESCUE_LOW_CONF,
stt2,page_0172,3,1,một,盈,没,U+6CA1,0.524,True,RESCUE_LOW_CONF,
stt2,page_0172,3,2,ngày,曙,時,U+6642,0.8481,True,RESCUE_GOLD_MED,
stt2,page_0172,3,15,le,𡗚,离,U+79BB,0.8412,True,RESCUE_GOLD_MED,
stt2,page_0172,4,4,thăng,应,司,U+53F8,0.1111,False,NOT_IN_DICT,
stt2,page_0172,5,2,gi,如,加,U+52A0,0.4193,False,NOT_IN_DICT,
stt2,page_0172,5,16,mang,唪,蜍,U+870D,0.2187,False,NOT_IN_DICT,
stt2,page_0172,5,17,tieng,咱,呐,U+5450,0.2419,False,NOT_IN_DICT,
stt2,page_0172,5,18,vua,尼,君,U+541B,0.3102,True,RESCUE_LOW_CONF,
stt2,page_0172,6,4,đón,䢌,迍,U+8FCD,0.516,True,RESCUE_LOW_CONF,
stt2,page_0172,6,5,giữa,手,極,U+6975,0.0972,False,NOT_IN_DICT,
stt2,page_0172,6,10,rằng,蒗,浪,U+6D6A,0.6558,True,RESCUE_LOW_CONF,
stt2,page_0172,6,13,sửa,別,阿,U+963F,0.1087,False,NOT_IN_DICT,
stt2,page_0172,6,14,hai,吮,阿,U+963F,0.193,False,NOT_IN_DICT,
stt2,page_0172,7,14,thờ,𠏉,蜍,U+870D,0.4508,True,RESCUE_LOW_CONF,
stt2,page_0172,8,0,hộ,謔,䕶,U+4576,0.0354,True,RESCUE_LOW_CONF,
stt2,page_0172,8,5,phán,刾,判,U+5224,0.9632,True,RESCUE_GOLD_HIGH,
stt2,page_0172,8,9,chỉ,者,古,U+53E4,0.1228,False,NOT_IN_DICT,
stt2,page_0172,8,12,thẳng,凼,朱,U+6731,0.0484,False,NOT_IN_DICT,
stt2,page_0172,8,18,bụt,生,𠊚,U+2029A,0.1096,False,NOT_IN_DICT,
stt2,page_0172,9,5,thì,封,寺,U+5BFA,0.932,True,RESCUE_GOLD_HIGH,
stt2,page_0172,9,12,hai,吮,咍,U+548D,0.2422,True,RESCUE_LOW_CONF,
stt2,page_0172,9,14,em,硊,俺,U+4FFA,0.1844,True,RESCUE_LOW_CONF,
stt2,page_0174,1,7,cầm,𫝆,寺,U+5BFA,0.434,False,NOT_IN_DICT,
stt2,page_0174,1,15,sau,巍,婁,U+5A41,0.0981,True,RESCUE_LOW_CONF,
stt2,page_0174,1,17,đòi,圖,碎,U+788E,0.1612,False,NOT_IN_DICT,
stt2,page_0174,1,19,răng,張,浪,U+6D6A,0.9358,True,RESCUE_GOLD_HIGH,
stt2,page_0174,2,5,mặt,桓,樞,U+6A1E,0.2928,False,NOT_IN_DICT,
stt2,page_0174,2,7,ru,岫,由,U+7531,0.3534,True,RESCUE_LOW_CONF,
stt2,page_0174,2,10,bày,桃,排,U+6392,0.1897,True,RESCUE_LOW_CONF,
stt2,page_0174,2,12,thờ,臻,蜍,U+870D,0.4421,True,RESCUE_LOW_CONF,
stt2,page_0174,2,13,phượng,拳,奉,U+5949,0.7734,False,NOT_IN_DICT,
stt2,page_0174,3,20,dựng,和,鄧,U+9127,0.0381,True,RESCUE_LOW_CONF,
stt2,page_0174,4,1,mặt,栢,末,U+672B,0.1475,True,RESCUE_LOW_CONF,
stt2,page_0174,4,8,dựng,勵,鄧,U+9127,0.4421,True,RESCUE_LOW_CONF,
stt2,page_0174,4,10,mặt,蕕,拘,U+62D8,0.1192,False,NOT_IN_DICT,
stt2,page_0174,4,11,trăng,鄰,𤳇,U+24CC7,0.5023,False,NOT_IN_DICT,
stt2,page_0174,5,0,măng,吟,吟,U+541F,0.0359,False,NOT_IN_DICT,
stt2,page_0174,5,4,răng,宸,浪,U+6D6A,0.9658,True,RESCUE_GOLD_HIGH,
stt2,page_0174,5,14,và,卑,喡,U+55A1,0.1354,True,RESCUE_LOW_CONF,
stt2,page_0174,6,4,của,財,𮪍,U+2EA8D,0.0968,False,NOT_IN_DICT,
stt2,page_0174,6,5,cha,师,吒,U+5412,0.1821,True,RESCUE_LOW_CONF,
stt2,page_0174,7,0,bấy,𭔿,翁,U+7FC1,0.4364,False,NOT_IN_DICT,
stt2,page_0174,7,1,giờ,垂,垩,U+57A9,0.8871,False,NOT_IN_DICT,
stt2,page_0174,7,2,2017,抛,抛,U+629B,0.2678,False,NOT_IN_DICT,
stt2,page_0174,7,3,0001000000,𤰞,𤰞,U+24C1E,0.5831,False,NOT_IN_DICT,
stt2,page_0174,7,4,2000,如,奴,U+5974,0.9756,False,NOT_IN_DICT,
stt2,page_0174,7,5,nôngiau,奏,奏,U+594F,0.9248,False,NOT_IN_DICT,
stt2,page_0174,7,6,vi,羽,君,U+541B,0.6769,False,NOT_IN_DICT,
stt2,page_0174,7,7,văng,浪,浪,U+6D6A,0.7597,False,NOT_IN_DICT,
stt2,page_0174,7,9,của,貼,欺,U+6B3A,0.1722,False,NOT_IN_DICT,
stt2,page_0174,7,16,mất,頼,秩,U+79E9,0.1854,True,RESCUE_LOW_CONF,
stt2,page_0174,8,17,dái,浅,曳,U+66F3,0.8831,True,RESCUE_GOLD_HIGH,
stt2,page_0174,9,12,vua,尼,現,U+73FE,0.2466,False,NOT_IN_DICT,
stt2,page_0174,9,14,đòi,涿,連,U+9023,0.2588,False,NOT_IN_DICT,
stt2,page_0174,9,18,mặt,未,徳,U+5FB3,0.3965,False,NOT_IN_DICT,
stt2,page_0174,9,19,trời,不,𡗶,U+215F6,0.1035,True,RESCUE_LOW_CONF,
stt2,page_0176,1,7,lắm,亷,凜,U+51DC,0.3988,True,RESCUE_LOW_CONF,
stt2,page_0176,2,2,ru,曲,油,U+6CB9,0.354,True,RESCUE_LOW_CONF,
stt2,page_0176,2,5,hai,顺,咍,U+548D,0.4882,True,RESCUE_LOW_CONF,
stt2,page_0176,2,8,ấy,仅,衣,U+8863,0.9539,True,RESCUE_GOLD_HIGH,
stt2,page_0176,2,9,liền,遲,連,U+9023,0.8354,True,RESCUE_GOLD_MED,
stt2,page_0176,2,10,quỳ,昛,跪,U+8DEA,0.6371,True,RESCUE_LOW_CONF,
stt2,page_0176,3,12,liền,遲,連,U+9023,0.5967,True,RESCUE_LOW_CONF,
stt2,page_0176,3,16,than,煗,燒,U+71D2,0.2366,False,NOT_IN_DICT,
stt2,page_0176,4,0,vua,走,君,U+541B,0.2241,True,RESCUE_LOW_CONF,
stt2,page_0176,4,4,đòi,涵,命,U+547D,0.3212,False,NOT_IN_DICT,
stt2,page_0176,4,5,xem,祈,礼,U+793C,0.593,False,NOT_IN_DICT,
