image,tier,book,page,assigned,syllable,head_alt,p_assigned,p_alt
gold/yen2_page_0320_c06_102.png,GOLD,yen2,page_0320,特,được,事,0.019,0.981
gold/yen2_page_0320_c06_107.png,GOLD,yen2,page_0320,省,tiếng,眉,0.009,0.987
gold/yen2_page_0320_c08_141.png,GOLD,yen2,page_0320,磨,ma,麻,0.0,1.0
gold/yen2_page_0320_c08_142.png,GOLD,yen2,page_0320,鬼,quỷ,魔,0.0,0.927
gold/yen2_page_0320_c08_143.png,GOLD,yen2,page_0320,扒,bắt,鬼,0.0,0.917
gold/yen2_page_0320_c08_146.png,GOLD,yen2,page_0320,娄,lâu,碎,0.0,0.998
gold/yen2_page_0320_c08_147.png,GOLD,yen2,page_0320,南,năm,娄,0.0,0.991
gold/yen2_page_0320_c08_148.png,GOLD,yen2,page_0320,旦,Đến,南,0.0,1.0
gold/yen2_page_0320_c08_149.png,GOLD,yen2,page_0320,欺,khi,旦,0.001,0.999
gold/yen2_page_0322_c03_043.png,GOLD,yen2,page_0322,德,Đức,徳,0.0,0.999
gold/yen2_page_0322_c04_067.png,GOLD,yen2,page_0322,行,hành,修,0.0,0.986
gold/yen2_page_0322_c04_068.png,GOLD,yen2,page_0322,死,tử,行,0.0,1.0
gold/yen2_page_0322_c04_069.png,GOLD,yen2,page_0322,道,đạo,為,0.0,1.0
gold/yen2_page_0322_c04_070.png,GOLD,yen2,page_0322,傳,truyện,道,0.0,1.0
gold/yen2_page_0322_c04_072.png,GOLD,yen2,page_0322,㝵,người,礼,0.0,0.998
gold/yen2_page_0322_c08_133.png,GOLD,yen2,page_0322,時,thì,寺,0.0,1.0
gold/yen2_page_0322_c08_134.png,GOLD,yen2,page_0322,𥙷,bỏ,補,0.011,0.988
gold/yen2_page_0322_c08_136.png,GOLD,yen2,page_0322,永,văng,𣱵,0.0,0.999
gold/yen2_page_0322_c09_154.png,GOLD,yen2,page_0322,莽,mắng,莾,0.0,0.731
gold/yen2_page_0322_c09_159.png,GOLD,yen2,page_0322,扒,bắt,特,0.0,1.0
gold/yen2_page_0322_c09_160.png,GOLD,yen2,page_0322,特,được,㝵,0.0,1.0
gold/yen2_page_0322_c09_161.png,GOLD,yen2,page_0322,㝵,người,麻,0.0,1.0
gold/yen2_page_0322_c09_162.png,GOLD,yen2,page_0322,麻,mà,嗔,0.0,0.918
gold/yen2_page_0324_c07_133.png,GOLD,yen2,page_0324,召,chịu,包,0.026,0.605
gold/yen2_page_0324_c09_158.png,GOLD,yen2,page_0324,補,bỏ,𥙷,0.025,0.974
gold/yen2_page_0324_c09_166.png,GOLD,yen2,page_0324,理,lẽ,固,0.001,0.998
gold/yen2_page_0324_c09_169.png,GOLD,yen2,page_0324,蜍,thờ,麻,0.0,1.0
silver/yen2_page_0326_c03_049.png,SILVER,yen2,page_0326,各,các,冬,0.173,0.746
gold/yen2_page_0326_c03_059.png,GOLD,yen2,page_0326,句,câu,可,0.026,0.599
gold/yen2_page_0326_c07_129.png,GOLD,yen2,page_0326,吏,lại,計,0.0,1.0
gold/yen2_page_0326_c07_134.png,GOLD,yen2,page_0326,諭,dụ,論,0.002,0.866
gold/yen2_page_0328_c08_148.png,GOLD,yen2,page_0328,連,liên,官,0.0,0.992
gold/yen2_page_0328_c09_169.png,GOLD,yen2,page_0328,方,phương,几,0.0,0.505
gold/yen2_page_0330_c01_011.png,GOLD,yen2,page_0330,其,cùng,共,0.0,1.0
gold/yen2_page_0330_c01_017.png,GOLD,yen2,page_0330,各,các,朱,0.005,0.981
gold/yen2_page_0330_c04_073.png,GOLD,yen2,page_0330,鰣,thì,寺,0.0,1.0
gold/yen4_page_0012_c04_059.png,GOLD,yen4,page_0012,枼,đẹp,葉,0.006,0.847
gold/yen4_page_0014_c03_053.png,GOLD,yen4,page_0014,寺,thì,時,0.0,0.884
gold/yen4_page_0014_c03_057.png,GOLD,yen4,page_0014,盆,buồn,意,0.0,0.75
gold/yen4_page_0014_c03_060.png,GOLD,yen4,page_0014,南,năm,饒,0.0,1.0
gold/yen4_page_0014_c03_061.png,GOLD,yen4,page_0014,仍,nhưng,南,0.0,1.0
gold/yen4_page_0014_c03_062.png,GOLD,yen4,page_0014,麻,mà,仍,0.002,0.994
gold/yen4_page_0014_c04_074.png,GOLD,yen4,page_0014,公,công,翁,0.004,0.937
gold/yen4_page_0014_c04_079.png,GOLD,yen4,page_0014,打,đánh,吏,0.0,1.0
gold/yen4_page_0014_c04_091.png,GOLD,yen4,page_0014,𠯅,dức,女,0.0,0.909
gold/yen4_page_0014_c05_099.png,GOLD,yen4,page_0014,德,Đức,命,0.001,0.994
gold/yen4_page_0014_c05_102.png,GOLD,yen4,page_0014,此,thử,些,0.002,0.931
gold/yen4_page_0014_c05_111.png,GOLD,yen4,page_0014,要,yếu,時,0.0,0.741
gold/yen4_page_0014_c07_156.png,GOLD,yen4,page_0014,支,Giê,連,0.0,0.994
gold/yen4_page_0014_c07_157.png,GOLD,yen4,page_0014,秋,su,包,0.0,0.579
gold/yen4_page_0014_c09_187.png,GOLD,yen4,page_0014,抒,giữ,佇,0.16,0.837
gold/yen4_page_0014_c09_193.png,GOLD,yen4,page_0014,捉,chước,鬼,0.0,0.949
gold/yen4_page_0014_c09_197.png,GOLD,yen4,page_0014,禍,họa,禄,0.002,0.627
gold/yen4_page_0014_c09_200.png,GOLD,yen4,page_0014,群,còn,茹,0.0,0.863
gold/yen4_page_0016_c06_112.png,GOLD,yen4,page_0016,别,biết,別,0.027,0.971
gold/yen4_page_0016_c06_115.png,GOLD,yen4,page_0016,丐,cái,罢,0.0,1.0
gold/yen4_page_0016_c06_116.png,GOLD,yen4,page_0016,牢,sao,丐,0.0,1.0
gold/yen4_page_0016_c06_118.png,GOLD,yen4,page_0016,麻,mà,意,0.0,1.0
gold/yen4_page_0016_c06_124.png,GOLD,yen4,page_0016,迻,đưa,柴,0.0,0.602
gold/yen4_page_0016_c06_126.png,GOLD,yen4,page_0016,旦,đến,連,0.002,0.897
gold/yen4_page_0016_c06_127.png,GOLD,yen4,page_0016,尼,nơi,其,0.0,0.941
gold/yen4_page_0016_c06_128.png,GOLD,yen4,page_0016,喡,và,先,0.0,1.0
gold/yen4_page_0016_c06_129.png,GOLD,yen4,page_0016,固,có,先,0.0,0.853
gold/yen4_page_0016_c06_131.png,GOLD,yen4,page_0016,吝,lần,煩,0.0,0.641
gold/yen4_page_0016_c06_132.png,GOLD,yen4,page_0016,於,ở,車,0.0,0.989
gold/yen4_page_0022_c03_054.png,GOLD,yen4,page_0022,朱,cho,旦,0.135,0.864
gold/yen4_page_0022_c03_064.png,GOLD,yen4,page_0022,共,cùng,主,0.009,0.812
gold/yen4_page_0024_c01_006.png,GOLD,yen4,page_0024,聀,chức,賊,0.175,0.809
gold/yen4_page_0024_c03_048.png,GOLD,yen4,page_0024,𤈠,sốt,焠,0.0,0.999
gold/yen4_page_0024_c06_118.png,GOLD,yen4,page_0024,庄,chăng,意,0.004,0.994
gold/yen4_page_0026_c04_072.png,GOLD,yen4,page_0026,歳,tuổi,歲,0.002,0.99
gold/yen4_page_0032_c02_026.png,GOLD,yen4,page_0032,傳,truyện,阿,0.003,0.821
gold/yen4_page_0034_c01_002.png,GOLD,yen4,page_0034,昆,người,㝵,0.0,1.0
silver/yen4_page_0034_c01_007.png,SILVER,yen4,page_0034,段,Đoạn,改,0.066,0.917
gold/yen4_page_0034_c01_011.png,GOLD,yen4,page_0034,碎,Tôi,礼,0.0,1.0
gold/yen4_page_0034_c01_012.png,GOLD,yen4,page_0034,礼,lạy,柴,0.0,0.999
gold/yen4_page_0034_c01_013.png,GOLD,yen4,page_0034,柴,thầy,竒,0.0,0.775
gold/yen4_page_0034_c01_015.png,GOLD,yen4,page_0034,芻,sô,瘥,0.0,0.896
silver/yen4_page_0034_c01_016.png,SILVER,yen4,page_0034,摸,mô,模,0.001,0.999
gold/yen4_page_0034_c08_163.png,GOLD,yen4,page_0034,㐌,đã,呐,0.0,0.943
gold/yen4_page_0034_c08_164.png,GOLD,yen4,page_0034,呐,nói,事,0.0,1.0
gold/yen4_page_0034_c08_165.png,GOLD,yen4,page_0034,事,sự,意,0.0,1.0
gold/yen4_page_0034_c08_166.png,GOLD,yen4,page_0034,意,ấy,時,0.044,0.956
gold/yen4_page_0034_c09_173.png,GOLD,yen4,page_0034,廪,lắm,廩,0.001,0.996
gold/yen4_page_0034_c09_178.png,GOLD,yen4,page_0034,㐌,đã,低,0.072,0.927
gold/yen4_page_0034_c09_182.png,GOLD,yen4,page_0034,帝,đí,别,0.0,1.0
gold/yen4_page_0034_c09_183.png,GOLD,yen4,page_0034,之,gì,帝,0.005,0.994
gold/yen4_page_0036_c07_137.png,GOLD,yen4,page_0036,共,cũng,拱,0.004,0.995
silver/yen4_page_0036_c07_144.png,SILVER,yen4,page_0036,吝,lần,各,0.156,0.844
gold/yen4_page_0036_c07_146.png,GOLD,yen4,page_0036,北,bước,礼,0.001,0.561
silver/yen4_page_0038_c08_160.png,SILVER,yen4,page_0038,塊,hồn,時,0.0,1.0
gold/yen4_page_0038_c08_161.png,GOLD,yen4,page_0038,時,thì,碎,0.004,0.996
gold/yen4_page_0038_c08_174.png,GOLD,yen4,page_0038,翁,ong,螉,0.0,0.843
silver/yen4_page_0040_c01_005.png,SILVER,yen4,page_0040,殁,một,没,0.0,0.992
gold/yen4_page_0040_c01_016.png,GOLD,yen4,page_0040,朱,cho,悶,0.035,0.959
gold/yen4_page_0040_c07_141.png,GOLD,yen4,page_0040,旦,đến,事,0.012,0.926
gold/yen4_page_0040_c07_150.png,GOLD,yen4,page_0040,其,cùng,共,0.0,1.0
gold/yen4_page_0042_c05_091.png,GOLD,yen4,page_0042,停,dành,傳,0.198,0.78
gold/yen4_page_0042_c05_096.png,GOLD,yen4,page_0042,殳,một,没,0.0,0.991
gold/yen4_page_0042_c05_107.png,GOLD,yen4,page_0042,自,từ,㝵,0.021,0.595
gold/yen4_page_0044_c01_007.png,GOLD,yen4,page_0044,体,thấy,渚,0.001,0.998
gold/yen4_page_0044_c01_008.png,GOLD,yen4,page_0044,㝵,người,体,0.002,0.997
gold/yen4_page_0044_c01_011.png,GOLD,yen4,page_0044,盆,buồn,柴,0.0,0.999
gold/yen4_page_0044_c01_014.png,GOLD,yen4,page_0044,生,sinh,㐌,0.0,1.0
gold/yen4_page_0046_c05_095.png,GOLD,yen4,page_0046,壳,xác,朱,0.0,1.0
gold/yen4_page_0046_c05_100.png,GOLD,yen4,page_0046,衛,về,𧗱,0.0,0.518
gold/yen4_page_0046_c06_121.png,GOLD,yen4,page_0046,自,từ,别,0.003,0.997
gold/yen4_page_0046_c06_124.png,GOLD,yen4,page_0046,戈,qua,㝵,0.016,0.982
gold/yen4_page_0050_c01_015.png,GOLD,yen4,page_0050,内,noi,事,0.0,0.866
silver/yen4_page_0052_c02_023.png,SILVER,yen4,page_0052,罗,là,壳,0.0,0.54
gold/yen4_page_0052_c02_028.png,GOLD,yen4,page_0052,伂,phải,欺,0.0,1.0
gold/yen4_page_0052_c02_036.png,GOLD,yen4,page_0052,待,được,特,0.0,0.984
gold/yen4_page_0054_c02_024.png,GOLD,yen4,page_0054,寺,thì,時,0.0,1.0
gold/yen4_page_0054_c02_033.png,GOLD,yen4,page_0054,凛,lắm,車,0.0,0.588
gold/yen4_page_0054_c02_035.png,GOLD,yen4,page_0054,浪,rằng,麻,0.0,0.999
gold/yen4_page_0054_c02_041.png,GOLD,yen4,page_0054,犯,phạm,秋,0.0,0.98
gold/yen4_page_0058_c02_029.png,GOLD,yen4,page_0058,朱,cho,茹,0.0,1.0
gold/yen4_page_0058_c02_032.png,GOLD,yen4,page_0058,除,giờ,閉,0.004,0.995
gold/yen4_page_0058_c02_033.png,GOLD,yen4,page_0058,奴,nó,除,0.042,0.957
gold/yen4_page_0058_c02_035.png,GOLD,yen4,page_0058,呌,kêu,𧿫,0.026,0.841
gold/yen4_page_0058_c07_135.png,GOLD,yen4,page_0058,几,kẻ,於,0.002,0.998
gold/yen4_page_0058_c07_136.png,GOLD,yen4,page_0058,於,ở,中,0.0,1.0
gold/yen4_page_0058_c07_137.png,GOLD,yen4,page_0058,中,trong,塊,0.0,0.998
gold/yen4_page_0058_c07_139.png,GOLD,yen4,page_0058,生,chăng,伂,0.0,0.948
gold/yen4_page_0060_c05_084.png,GOLD,yen4,page_0060,些,ta,㝵,0.002,0.997
gold/yen4_page_0060_c05_085.png,GOLD,yen4,page_0060,䏻,năng,些,0.0,0.999
gold/yen4_page_0060_c05_086.png,GOLD,yen4,page_0060,称,xưng,䏻,0.0,1.0
gold/yen4_page_0060_c05_089.png,GOLD,yen4,page_0060,䏻,năng,共,0.0,0.999
gold/yen4_page_0060_c05_090.png,GOLD,yen4,page_0060,召,chịu,䏻,0.0,1.0
gold/yen4_page_0060_c05_093.png,GOLD,yen4,page_0060,戎,nhong,模,0.015,0.984
gold/yen4_page_0060_c05_094.png,GOLD,yen4,page_0060,吏,lại,戎,0.0,0.986
gold/yen4_page_0062_c06_121.png,GOLD,yen4,page_0062,𠊚,người,㝵,0.001,0.998
gold/yen4_page_0062_c06_124.png,GOLD,yen4,page_0062,杜,đỗ,邁,0.002,0.943
gold/yen4_page_0062_c08_169.png,GOLD,yen4,page_0062,事,sự,体,0.16,0.839
gold/yen4_page_0062_c08_172.png,GOLD,yen4,page_0062,寺,thì,時,0.0,1.0
gold/yen4_page_0064_c01_016.png,GOLD,yen4,page_0064,徳,Đức,德,0.0,0.999
gold/yen4_page_0064_c03_060.png,GOLD,yen4,page_0064,主,Chúa,庄,0.001,0.997
silver/yen4_page_0064_c03_061.png,SILVER,yen4,page_0064,𡗶,Trời,主,0.0,1.0
gold/yen4_page_0064_c06_115.png,GOLD,yen4,page_0064,眀,mừng,明,0.02,0.91
gold/yen4_page_0064_c06_121.png,GOLD,yen4,page_0064,別,biết,别,0.001,0.999
gold/yen4_page_0064_c06_124.png,GOLD,yen4,page_0064,其,cùng,共,0.0,0.691
gold/yen4_page_0064_c06_126.png,GOLD,yen4,page_0064,渚,chưa,法,0.001,0.998
gold/yen4_page_0064_c06_127.png,GOLD,yen4,page_0064,旦,đến,㝵,0.151,0.835
gold/yen4_page_0064_c07_135.png,GOLD,yen4,page_0064,蓮,liền,連,0.0,0.987
gold/yen4_page_0064_c07_136.png,GOLD,yen4,page_0064,哭,khóc,連,0.0,1.0
gold/yen4_page_0064_c07_138.png,GOLD,yen4,page_0064,内,nói,呐,0.001,0.998
gold/yen4_page_0066_c01_006.png,GOLD,yen4,page_0066,付,phó,朱,0.0,1.0
gold/yen4_page_0070_c04_067.png,GOLD,yen4,page_0070,賊,giặc,特,0.001,0.999
gold/yen4_page_0070_c04_074.png,GOLD,yen4,page_0070,宐,nghe,宜,0.179,0.82
gold/yen4_page_0072_c01_018.png,GOLD,yen4,page_0072,抒,giữ,吏,0.0,0.866
silver/yen4_page_0072_c02_026.png,SILVER,yen4,page_0072,麻,mà,連,0.013,0.98
gold/yen4_page_0072_c05_059.png,GOLD,yen4,page_0072,義,nghĩa,爲,0.0,1.0
gold/yen4_page_0072_c05_060.png,GOLD,yen4,page_0072,先,tên,義,0.001,0.976
gold/yen4_page_0074_c01_009.png,GOLD,yen4,page_0074,餅,bánh,扲,0.0,0.999
gold/yen4_page_0074_c01_013.png,GOLD,yen4,page_0074,磋,xây,時,0.0,0.998
gold/yen4_page_0074_c06_114.png,GOLD,yen4,page_0074,聖,Thánh,罢,0.0,1.0
gold/yen4_page_0076_c07_143.png,GOLD,yen4,page_0076,欣,hơn,重,0.0,1.0
gold/yen4_page_0076_c07_148.png,GOLD,yen4,page_0076,㝵,ngày,旦,0.0,1.0
gold/yen4_page_0078_c06_136.png,GOLD,yen4,page_0078,㝵,người,些,0.079,0.921
gold/yen4_page_0078_c08_166.png,GOLD,yen4,page_0078,没,một,沒,0.0,0.996
gold/yen4_page_0080_c02_027.png,GOLD,yen4,page_0080,隐,ẩn,𨼆,0.002,0.827
gold/yen4_page_0080_c02_034.png,GOLD,yen4,page_0080,俸,bóng,捧,0.001,0.889
gold/yen4_page_0080_c02_035.png,GOLD,yen4,page_0080,燒,theo,几,0.184,0.815
gold/yen4_page_0080_c02_036.png,GOLD,yen4,page_0080,几,kẻ,多,0.007,0.992
silver/yen4_page_0080_c02_041.png,SILVER,yen4,page_0080,共,cũng,拱,0.147,0.833
gold/yen4_page_0080_c09_173.png,GOLD,yen4,page_0080,棱,rừng,楼,0.0,0.999
gold/yen4_page_0080_c09_176.png,GOLD,yen4,page_0080,牢,sao,特,0.0,1.0
gold/yen4_page_0080_c09_178.png,GOLD,yen4,page_0080,曰,viết,無,0.0,1.0
gold/yen4_page_0080_c09_180.png,GOLD,yen4,page_0080,宜,nghe,事,0.0,1.0
gold/yen4_page_0080_c09_181.png,GOLD,yen4,page_0080,事,sự,意,0.0,1.0
gold/yen4_page_0080_c09_182.png,GOLD,yen4,page_0080,意,ấy,連,0.0,1.0
gold/yen4_page_0080_c09_183.png,GOLD,yen4,page_0080,連,liền,蓮,0.0,1.0
gold/yen4_page_0082_c03_051.png,GOLD,yen4,page_0082,格,khác,恪,0.0,1.0
silver/yen4_page_0082_c03_060.png,SILVER,yen4,page_0082,廪,lắm,廩,0.045,0.943
gold/yen4_page_0082_c06_113.png,GOLD,yen4,page_0082,汝,nhớ,女,0.0,0.997
silver/yen4_page_0082_c06_117.png,SILVER,yen4,page_0082,固,có,几,0.0,1.0
gold/yen4_page_0086_c07_129.png,GOLD,yen4,page_0086,寺,thì,時,0.0,1.0
gold/yen4_page_0086_c09_162.png,GOLD,yen4,page_0086,徳,Đức,德,0.0,0.999
gold/yen4_page_0086_c09_170.png,GOLD,yen4,page_0086,翁,ông,尼,0.0,0.814
gold/yen4_page_0086_c09_172.png,GOLD,yen4,page_0086,尼,này,特,0.0,1.0
gold/yen4_page_0086_c09_173.png,GOLD,yen4,page_0086,特,được,巴,0.0,1.0
gold/yen4_page_0088_c03_046.png,GOLD,yen4,page_0088,𠱋,DU,由,0.0,1.0
gold/yen4_page_0088_c09_173.png,GOLD,yen4,page_0088,也,đã,㐌,0.004,0.986
gold/yen4_page_0088_c09_177.png,GOLD,yen4,page_0088,腰,yêu,碎,0.0,1.0
gold/yen4_page_0088_c09_178.png,GOLD,yen4,page_0088,碎,tôi,欣,0.005,0.988
gold/yen4_page_0088_c09_179.png,GOLD,yen4,page_0088,欣,hơn,各,0.0,1.0
gold/yen4_page_0088_c09_183.png,GOLD,yen4,page_0088,爲,vì,事,0.0,1.0
gold/yen4_page_0090_c02_026.png,GOLD,yen4,page_0090,連,trên,事,0.0,1.0
gold/yen4_page_0090_c02_029.png,GOLD,yen4,page_0090,碎,tôi,丕,0.0,1.0
gold/yen4_page_0090_c02_030.png,GOLD,yen4,page_0090,嗔,xin,碎,0.0,1.0
gold/yen4_page_0090_c02_033.png,GOLD,yen4,page_0090,支,giê,罢,0.0,1.0
gold/yen4_page_0090_c02_037.png,GOLD,yen4,page_0090,麻,mà,林,0.048,0.56
gold/yen4_page_0090_c02_042.png,GOLD,yen4,page_0090,碎,tôi,丕,0.0,0.872
gold/yen4_page_0090_c08_166.png,GOLD,yen4,page_0090,此,thử,事,0.0,0.978
gold/yen4_page_0092_c01_001.png,GOLD,yen4,page_0092,凛,lắm,廩,0.0,1.0
silver/yen4_page_0092_c01_008.png,SILVER,yen4,page_0092,殳,một,没,0.001,0.932
gold/yen4_page_0092_c01_012.png,GOLD,yen4,page_0092,包,vào,㝵,0.001,0.976
gold/yen4_page_0092_c01_013.png,GOLD,yen4,page_0092,㝵,người,於,0.0,1.0
gold/yen4_page_0092_c01_014.png,GOLD,yen4,page_0092,於,ở,帝,0.021,0.977
gold/yen4_page_0092_c03_043.png,GOLD,yen4,page_0092,㝵,người,体,0.0,1.0
gold/yen4_page_0092_c03_044.png,GOLD,yen4,page_0092,群,còn,㝵,0.0,1.0
gold/yen4_page_0092_c03_047.png,GOLD,yen4,page_0092,饒,nhiều,固,0.0,0.999
gold/yen4_page_0092_c03_048.png,GOLD,yen4,page_0092,功,công,饒,0.0,1.0
gold/yen4_page_0092_c03_051.png,GOLD,yen4,page_0092,寺,thì,丕,0.002,0.644
gold/yen4_page_0096_c04_073.png,GOLD,yen4,page_0096,渴,khát,渇,0.001,0.616
gold/yen4_page_0096_c04_081.png,GOLD,yen4,page_0096,失,thất,朱,0.013,0.963
gold/yen4_page_0096_c08_160.png,GOLD,yen4,page_0096,空,không,曰,0.0,0.598
gold/yen4_page_0096_c08_162.png,GOLD,yen4,page_0096,退,thôi,麻,0.0,1.0
gold/yen4_page_0096_c08_163.png,GOLD,yen4,page_0096,德,Đức,退,0.0,1.0
gold/yen4_page_0096_c08_164.png,GOLD,yen4,page_0096,主,Chúa,德,0.002,0.974
silver/yen4_page_0096_c08_165.png,SILVER,yen4,page_0096,𡗶,Trời,主,0.0,1.0
gold/yen4_page_0096_c08_166.png,GOLD,yen4,page_0096,体,thấy,法,0.012,0.691
gold/yen4_page_0096_c08_173.png,GOLD,yen4,page_0096,筭,toan,時,0.004,0.889
gold/yen4_page_0096_c08_174.png,GOLD,yen4,page_0096,綽,rước,徳,0.0,0.911
gold/yen4_page_0096_c08_175.png,GOLD,yen4,page_0096,連,lên,綽,0.0,0.995
gold/yen4_page_0096_c08_176.png,GOLD,yen4,page_0096,天,thiên,連,0.047,0.918
gold/yen4_page_0096_c08_178.png,GOLD,yen4,page_0096,連,liền,事,0.0,0.851
silver/yen4_page_0098_c01_005.png,SILVER,yen4,page_0098,𠊚,Người,㝵,0.239,0.761
gold/yen4_page_0098_c01_012.png,GOLD,yen4,page_0098,德,Đức,徳,0.01,0.99
gold/yen4_page_0098_c08_153.png,GOLD,yen4,page_0098,寺,thì,時,0.0,1.0
silver/yen4_page_0098_c08_167.png,SILVER,yen4,page_0098,晜,con,昆,0.012,0.976
silver/yen4_page_0098_c08_171.png,SILVER,yen4,page_0098,𣈜,ngay,𠊚,0.001,0.954
gold/yen4_page_0100_c06_117.png,GOLD,yen4,page_0100,蓮,liền,連,0.0,0.999
gold/yen4_page_0104_c03_047.png,GOLD,yen4,page_0104,希,hơi,伂,0.001,0.891
gold/yen4_page_0108_c04_084.png,GOLD,yen4,page_0108,徳,Đức,主,0.0,0.988
gold/yen4_page_0108_c05_095.png,GOLD,yen4,page_0108,敢,dám,敬,0.0,1.0
gold/yen4_page_0108_c06_115.png,GOLD,yen4,page_0108,烈,liệt,恩,0.006,0.969
gold/yen4_page_0108_c06_122.png,GOLD,yen4,page_0108,拖,đã,㐌,0.0,0.984
gold/yen4_page_0108_c06_130.png,GOLD,yen4,page_0108,成,thành,城,0.0,0.999
gold/yen4_page_0108_c09_189.png,GOLD,yen4,page_0108,他,tha,地,0.0,0.91
silver/yen4_page_0108_c09_192.png,SILVER,yen4,page_0108,晜,con,昆,0.069,0.91
gold/yen4_page_0108_c09_195.png,GOLD,yen4,page_0108,佔,xem,徳,0.012,0.57
gold/yen4_page_0114_c06_115.png,GOLD,yen4,page_0114,代,dạy,理,0.025,0.973
silver/yen4_page_0114_c06_127.png,SILVER,yen4,page_0114,個,có,固,0.147,0.795
silver/yen4_page_0116_c04_068.png,SILVER,yen4,page_0116,茹,nhà,如,0.039,0.671
gold/yen4_page_0116_c04_074.png,GOLD,yen4,page_0116,几,kẻ,庫,0.0,1.0
gold/yen4_page_0116_c04_080.png,GOLD,yen4,page_0116,生,chăng,庄,0.0,1.0
gold/yen4_page_0116_c04_081.png,GOLD,yen4,page_0116,伂,phải,几,0.0,1.0
gold/yen4_page_0118_c03_055.png,GOLD,yen4,page_0118,意,ấy,㝵,0.0,0.994
gold/yen4_page_0118_c03_056.png,GOLD,yen4,page_0118,女,nữa,意,0.0,0.97
gold/yen4_page_0118_c03_059.png,GOLD,yen4,page_0118,福,phúc,体,0.0,1.0
gold/yen4_page_0118_c03_060.png,GOLD,yen4,page_0118,㝵,người,福,0.0,1.0
silver/yen4_page_0118_c03_062.png,SILVER,yen4,page_0118,濫,làm,時,0.0,1.0
silver/yen4_page_0118_c07_138.png,SILVER,yen4,page_0118,填,xin,真,0.104,0.892
gold/yen4_page_0118_c07_154.png,GOLD,yen4,page_0118,伯,bạc,泊,0.0,1.0
gold/yen4_page_0120_c02_025.png,GOLD,yen4,page_0120,㝵,người,時,0.0,0.94
gold/yen4_page_0120_c02_028.png,GOLD,yen4,page_0120,莉,li,樞,0.001,0.74
gold/yen4_page_0120_c02_031.png,GOLD,yen4,page_0120,信,tin,渚,0.0,0.988
gold/yen4_page_0120_c02_033.png,GOLD,yen4,page_0120,爲,vì,奴,0.214,0.772
gold/yen4_page_0120_c03_052.png,GOLD,yen4,page_0120,補,bỏ,奴,0.0,1.0
gold/yen4_page_0120_c03_058.png,GOLD,yen4,page_0120,欺,khi,特,0.0,1.0
gold/yen4_page_0120_c03_062.png,GOLD,yen4,page_0120,歳,tuổi,城,0.004,0.956
silver/yen4_page_0120_c05_089.png,SILVER,yen4,page_0120,殳,một,㝵,0.003,0.54
gold/yen4_page_0120_c08_149.png,GOLD,yen4,page_0120,抒,giữ,佇,0.01,0.989
gold/yen4_page_0120_c09_179.png,GOLD,yen4,page_0120,南,năm,邁,0.0,1.0
gold/yen4_page_0122_c08_092.png,GOLD,yen4,page_0122,虚,hư,朱,0.0,0.994
gold/yen4_page_0122_c08_096.png,GOLD,yen4,page_0122,合,hợp,代,0.002,0.616
silver/yen4_page_0124_c06_122.png,SILVER,yen4,page_0124,𢭂,trao,捽,0.105,0.692
gold/yen4_page_0126_c04_078.png,GOLD,yen4,page_0126,生,chăng,庄,0.0,1.0
silver/yen4_page_0128_c03_047.png,SILVER,yen4,page_0128,𠊚,người,㝵,0.0,1.0
silver/yen4_page_0130_c02_024.png,SILVER,yen4,page_0130,茹,nhà,如,0.029,0.948
gold/yen4_page_0130_c09_176.png,GOLD,yen4,page_0130,欱,hết,歇,0.01,0.989
gold/yen4_page_0130_c09_188.png,GOLD,yen4,page_0130,特,được,時,0.022,0.951
gold/yen4_page_0130_c09_191.png,GOLD,yen4,page_0130,南,năm,道,0.0,0.688
gold/yen4_page_0134_c06_101.png,GOLD,yen4,page_0134,昆,Con,晜,0.0,0.998
gold/yen4_page_0134_c06_102.png,GOLD,yen4,page_0134,中,trong,思,0.003,0.955
gold/yen4_page_0134_c06_103.png,GOLD,yen4,page_0134,思,tay,㝵,0.001,0.998
gold/yen4_page_0136_c04_065.png,GOLD,yen4,page_0136,質,chặt,實,0.081,0.911
gold/yen4_page_0136_c04_084.png,GOLD,yen4,page_0136,庄,chẳng,每,0.0,0.634
silver/yen4_page_0138_c06_121.png,SILVER,yen4,page_0138,茄,nhà,茹,0.0,0.968
gold/yen4_page_0138_c06_126.png,GOLD,yen4,page_0138,通,thông,道,0.0,1.0
gold/yen4_page_0138_c06_129.png,GOLD,yen4,page_0138,各,các,本,0.0,1.0
gold/yen4_page_0138_c06_130.png,GOLD,yen4,page_0138,本,bổn,道,0.0,1.0
gold/yen4_page_0138_c06_132.png,GOLD,yen4,page_0138,官,Quan,意,0.0,0.986
gold/yen4_page_0138_c06_133.png,GOLD,yen4,page_0138,意,ấy,真,0.0,0.998
gold/yen4_page_0138_c06_134.png,GOLD,yen4,page_0138,填,xin,其,0.0,0.864
gold/yen4_page_0138_c09_192.png,GOLD,yen4,page_0138,其,cùng,扲,0.096,0.736
gold/yen4_page_0140_c02_040.png,GOLD,yen4,page_0140,罰,phạt,時,0.054,0.939
gold/yen4_page_0140_c02_041.png,GOLD,yen4,page_0140,時,thì,㝵,0.0,1.0
gold/yen4_page_0142_c01_004.png,GOLD,yen4,page_0142,拖,đã,㐌,0.0,0.995
