sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M3_0144,gold/stt4_page_0210_c09_175.png,stt4,page_0210,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[230, 434, 304, 510]",64,92,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.455,,0,False,,False,False,False,False,True,True,False,False,True
M3_0145,gold/stt4_page_0288_c05_092.png,stt4,page_0288,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[569, 294, 636, 369]",68,88,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.478,,0,False,,False,False,False,False,True,True,False,False,True
M3_0146,gold/stt11_page_0162_c04_083.png,stt11,page_0162,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1138, 1996, 1237, 2103]",121,113,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.839,,0,False,,False,False,False,False,True,True,False,False,True
M3_0147,gold/stt2_page_0156_c09_175.png,stt2,page_0156,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[218, 2178, 320, 2301]",104,151,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.010,,0,False,,False,False,False,False,True,True,False,False,True
M3_0148,gold/stt2_page_0296_c09_148.png,stt2,page_0296,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[264, 1343, 385, 1495]",149,174,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,17 等,1.784,等,1,True,等,False,False,False,True,True,False,False,False,False
M3_0149,gold/stt2_page_0044_c09_181.png,stt2,page_0044,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[225, 1675, 322, 1785]",119,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.988,,0,False,,False,False,False,False,True,True,False,False,True
M3_0150,gold/stt11_page_0122_c08_139.png,stt11,page_0122,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[438, 1332, 539, 1438]",70,94,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.542,,0,False,,False,False,False,False,True,True,False,False,True
M3_0151,gold/stt4_page_0174_c06_129.png,stt4,page_0174,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[489, 1121, 560, 1200]",87,97,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.621,,0,False,,False,False,False,False,True,True,False,False,True
M3_0152,gold/stt2_page_0318_c05_087.png,stt2,page_0318,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[852, 1419, 963, 1542]",118,117,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.875,,0,False,,False,False,False,False,True,True,False,False,True
M3_0153,gold/stt11_page_0112_c05_086.png,stt11,page_0112,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[854, 439, 960, 548]",77,104,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.613,,0,False,,False,False,False,False,True,True,False,False,True
M3_0154,gold/stt2_page_0272_c02_040.png,stt2,page_0272,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1313, 2417, 1423, 2532]",122,128,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.958,,0,False,,False,False,False,False,True,True,False,False,True
M3_0155,gold/stt2_page_0146_c03_045.png,stt2,page_0146,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1154, 812, 1259, 938]",103,154,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.036,,0,False,,False,False,False,False,True,True,False,False,True
M3_0156,gold/stt11_page_0292_c08_153.png,stt11,page_0292,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[446, 1208, 546, 1325]",84,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.883,,0,False,,False,False,False,False,True,True,False,False,True
M3_0157,gold/stt2_page_0292_c08_134.png,stt2,page_0292,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[391, 1005, 507, 1143]",142,162,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.371,,0,False,,False,False,False,False,True,True,False,False,True
M3_0158,gold/stt11_page_0194_c04_077.png,stt11,page_0194,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1011, 2082, 1118, 2205]",97,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.933,,0,False,,False,False,False,False,True,True,False,False,True
M3_0159,gold/stt4_page_0298_c05_087.png,stt4,page_0298,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[568, 631, 637, 712]",85,97,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.592,,0,False,,False,False,False,False,True,True,False,False,True
M3_0160,gold/stt2_page_0168_c01_009.png,stt2,page_0168,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1429, 1429, 1538, 1557]",118,152,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.113,,0,False,,False,False,False,False,True,True,False,False,True
M3_0161,gold/stt11_page_0282_c01_007.png,stt11,page_0282,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1465, 1101, 1570, 1219]",82,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.763,,0,False,,False,False,False,False,True,True,False,False,True
M3_0162,gold/stt11_page_0100_c04_073.png,stt11,page_0100,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1011, 1501, 1120, 1624]",104,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.019,,0,False,,False,False,False,False,True,True,False,False,True
M3_0163,gold/stt11_page_0278_c03_057.png,stt11,page_0278,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1183, 1913, 1290, 2024]",103,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.785,,0,False,,False,False,False,False,True,True,False,False,True
M3_0164,gold/stt2_page_0118_c09_184.png,stt2,page_0118,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[224, 1297, 320, 1407]",118,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.027,,0,False,,False,False,False,False,True,True,False,False,True
M3_0165,gold/stt2_page_0066_c03_063.png,stt2,page_0066,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1150, 2346, 1255, 2459]",110,122,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.853,,0,False,,False,False,False,False,True,True,False,False,True
M3_0166,gold/stt2_page_0328_c02_023.png,stt2,page_0328,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1307, 772, 1417, 904]",117,161,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.188,,0,False,,False,False,False,False,True,True,False,False,True
M3_0167,gold/stt11_page_0232_c03_049.png,stt11,page_0232,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1189, 1042, 1298, 1167]",111,155,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.085,,0,False,,False,False,False,False,True,True,False,False,True
M3_0168,gold/stt2_page_0220_c01_000.png,stt2,page_0220,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1412, 495, 1525, 615]",139,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.175,,0,False,,False,False,False,False,True,True,False,False,True
M3_0169,gold/stt2_page_0286_c05_086.png,stt2,page_0286,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[830, 1978, 947, 2099]",100,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.929,,0,False,,False,False,False,False,True,True,False,False,True
M3_0170,gold/stt4_page_0170_c06_124.png,stt4,page_0170,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[515, 1451, 592, 1531]",95,94,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.593,,0,False,,False,False,False,False,True,True,False,False,True
M3_0171,gold/stt2_page_0324_c05_100.png,stt2,page_0324,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[840, 2386, 955, 2506]",131,119,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.937,,0,False,,False,False,False,False,True,True,False,False,True
M3_0172,gold/stt2_page_0220_c04_065.png,stt2,page_0220,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[967, 1201, 1073, 1329]",121,157,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.163,,0,False,,False,False,False,False,True,True,False,False,True
M3_0173,gold/stt2_page_0192_c01_012.png,stt2,page_0192,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1407, 1884, 1512, 2014]",106,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.015,,0,False,,False,False,False,False,True,True,False,False,True
M3_0174,gold/stt4_page_0196_c09_166.png,stt4,page_0196,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[222, 560, 291, 642]",83,99,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.623,,0,False,,False,False,False,False,True,True,False,False,True
M3_0175,gold/stt2_page_0034_c01_018.png,stt2,page_0034,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1410, 2317, 1513, 2434]",126,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.128,,0,False,,False,False,False,False,True,True,False,False,True
M3_0176,gold/stt2_page_0314_c02_028.png,stt2,page_0314,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1281, 1165, 1388, 1293]",104,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.029,,0,False,,False,False,False,False,True,True,False,False,True
M3_0177,gold/stt2_page_0094_c08_174.png,stt2,page_0094,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[369, 1942, 468, 2057]",95,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.897,,0,False,,False,False,False,False,True,True,False,False,True
M3_0178,gold/stt4_page_0224_c05_086.png,stt4,page_0224,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[586, 370, 656, 455]",72,105,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.571,,0,False,,False,False,False,False,True,True,False,False,True
M3_0179,gold/stt2_page_0124_c07_131.png,stt2,page_0124,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[524, 827, 624, 940]",124,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.032,,0,False,,False,False,False,False,True,True,False,False,True
M3_0180,gold/stt2_page_0126_c02_033.png,stt2,page_0126,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1288, 1508, 1390, 1620]",124,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.994,,0,False,,False,False,False,False,True,True,False,False,True
M3_0181,gold/stt2_page_0040_c05_094.png,stt2,page_0040,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[864, 1400, 967, 1516]",121,133,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.975,,0,False,,False,False,False,False,True,True,False,False,True
M3_0182,gold/stt11_page_0256_c09_180.png,stt11,page_0256,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[294, 515, 399, 632]",106,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.962,,0,False,,False,False,False,False,True,True,False,False,True
M3_0183,gold/stt2_page_0308_c09_149.png,stt2,page_0308,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[246, 1586, 359, 1713]",119,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.084,,0,False,,False,False,False,False,True,True,False,False,True
M3_0184,gold/stt11_page_0092_c08_145.png,stt11,page_0092,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[408, 1586, 514, 1708]",76,124,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.611,,0,False,,False,False,False,False,True,True,False,False,True
M3_0185,gold/stt11_page_0034_c01_021.png,stt11,page_0034,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1471, 2365, 1579, 2467]",76,109,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.612,,0,False,,False,False,False,False,True,True,False,False,True
M3_0186,gold/stt2_page_0304_c07_128.png,stt2,page_0304,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[555, 1462, 667, 1590]",115,156,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.105,,0,False,,False,False,False,False,True,True,False,False,True
M3_0187,gold/stt2_page_0290_c05_079.png,stt2,page_0290,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[820, 854, 934, 983]",131,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.359,,0,False,,False,False,False,False,True,True,False,False,True
M3_0188,gold/stt2_page_0212_c02_027.png,stt2,page_0212,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1297, 1336, 1404, 1471]",116,163,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.163,,0,False,,False,False,False,False,True,True,False,False,True
M3_0189,gold/stt2_page_0240_c02_032.png,stt2,page_0240,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1300, 1801, 1409, 1926]",135,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.268,,0,False,,False,False,False,False,True,True,False,False,True
M3_0190,gold/stt2_page_0110_c07_135.png,stt2,page_0110,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[529, 1918, 634, 2042]",102,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.892,,0,False,,False,False,False,False,True,True,False,False,True
M3_0191,gold/stt4_page_0244_c05_105.png,stt4,page_0244,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[572, 1166, 641, 1240]",75,88,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.533,,0,False,,False,False,False,False,True,True,False,False,True
M3_0192,gold/stt2_page_0256_c08_137.png,stt2,page_0256,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[393, 1496, 505, 1630]",137,154,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.261,,0,False,,False,False,False,False,True,True,False,False,True
M3_0193,gold/stt4_page_0172_c01_019.png,stt4,page_0172,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[946, 1388, 1017, 1458]",47,82,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.379,,0,False,,False,False,False,False,True,True,False,False,True
M3_0194,gold/stt4_page_0264_c01_009.png,stt4,page_0264,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[961, 907, 1034, 987]",89,98,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.590,,0,False,,False,False,False,False,True,True,False,False,True
M3_0195,gold/stt2_page_0220_c07_125.png,stt2,page_0220,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[515, 1374, 615, 1494]",124,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.086,,0,False,,False,False,False,False,True,True,False,False,True
M3_0196,gold/stt2_page_0130_c02_033.png,stt2,page_0130,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1298, 1391, 1404, 1503]",130,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.086,,0,False,,False,False,False,False,True,True,False,False,True
M3_0197,gold/stt2_page_0268_c04_062.png,stt2,page_0268,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[999, 1067, 1106, 1189]",108,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.990,,0,False,,False,False,False,False,True,True,False,False,True
M3_0198,gold/stt2_page_0026_c01_006.png,stt2,page_0026,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1445, 1053, 1544, 1169]",114,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,ក្រុម,1.253,,0,False,,False,False,False,False,True,False,False,False,True
M3_0199,gold/stt4_page_0262_c05_071.png,stt4,page_0262,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[576, 292, 641, 362]",60,80,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.349,,0,False,,False,False,False,False,True,True,False,False,True
M3_0200,gold/stt2_page_0054_c03_047.png,stt2,page_0054,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1125, 944, 1239, 1060]",110,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.923,,0,False,,False,False,False,False,True,True,False,False,True
M3_0201,gold/stt4_page_0184_c03_047.png,stt4,page_0184,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[773, 301, 839, 378]",66,92,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.528,,0,False,,False,False,False,False,True,True,False,False,True
M3_0202,gold/stt11_page_0136_c03_060.png,stt11,page_0136,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1218, 1712, 1321, 1820]",104,124,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.773,,0,False,,False,False,False,False,True,True,False,False,True
M3_0203,gold/stt4_page_0278_c02_043.png,stt4,page_0278,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1292, 1944, 1406, 2052]",107,127,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.869,,0,False,,False,False,False,False,True,True,False,False,True
M3_0204,gold/stt4_page_0020_c07_146.png,stt4,page_0020,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[388, 1403, 456, 1473]",74,86,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.520,,0,False,,False,False,False,False,True,True,False,False,True
M3_0205,gold/stt4_page_0022_c06_137.png,stt4,page_0022,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[499, 1575, 569, 1642]",54,61,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.302,,0,False,,False,False,False,False,True,True,False,False,True
M3_0206,gold/stt2_page_0114_c06_112.png,stt2,page_0114,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[684, 1139, 796, 1258]",133,144,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.200,,0,False,,False,False,False,False,True,True,False,False,True
M3_0207,gold/stt2_page_0190_c02_028.png,stt2,page_0190,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1282, 1430, 1384, 1559]",114,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.169,,0,False,,False,False,False,False,True,True,False,False,True
M3_0208,gold/stt11_page_0140_c09_174.png,stt11,page_0140,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[260, 1397, 362, 1505]",76,129,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.633,,0,False,,False,False,False,False,True,True,False,False,True
M3_0209,gold/stt4_page_0152_c08_166.png,stt4,page_0152,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[267, 1252, 339, 1339]",88,78,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.535,,0,False,,False,False,False,False,True,True,False,False,True
M3_0210,gold/stt2_page_0140_c07_108.png,stt2,page_0140,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[503, 648, 606, 765]",116,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.978,,0,False,,False,False,False,False,True,True,False,False,True
M3_0211,gold/stt4_page_0118_c03_050.png,stt4,page_0118,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[788, 590, 857, 661]",85,85,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.555,,0,False,,False,False,False,False,True,True,False,False,True
M3_0212,gold/stt11_page_0256_c01_015.png,stt11,page_0256,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1511, 1826, 1613, 1937]",79,126,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.704,,0,False,,False,False,False,False,True,True,False,False,True
M3_0213,gold/stt2_page_0072_c03_042.png,stt2,page_0072,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1117, 1053, 1229, 1170]",132,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.206,,0,False,,False,False,False,False,True,True,False,False,True
M3_0214,gold/stt2_page_0064_c06_114.png,stt2,page_0064,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[654, 1780, 758, 1907]",97,147,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.949,,0,False,,False,False,False,False,True,True,False,False,True
M3_0215,gold/stt2_page_0280_c02_034.png,stt2,page_0280,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1303, 1482, 1412, 1596]",94,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.820,,0,False,,False,False,False,False,True,True,False,False,True
