verse_id	page_idx	quocngu_page_file	verse_type	quoc_ngu	quoc_ngu_clean	confidence
1063	75	quocngu_p150_f173.jpg	luc	Nghi ra, mới biết Vó Công hại mình!	Nghi ra, mới biết Vó Công hại mình!	1.00
1064	75	quocngu_p150_f173.jpg	bat	Nực cười con tạo trở trinh!	Nực cười con tạo trở trinh!	1.00
1065	75	quocngu_p150_f173.jpg	luc	Chữ duyên tráo chác! chữ tình lẳng xao!	Chữ duyên tráo chác! chữ tình lẳng xao!	1.00
1066	75	quocngu_p150_f173.jpg	bat	Gầm mình tai nạn xiết bao!	Gầm mình tai nạn xiết bao!	1.00
1067	75	quocngu_p150_f173.jpg	luc	Mới lên khỗi biển, lại vào trong hang!	Mới lên khỗi biển, lại vào trong hang!	1.00
1068	75	quocngu_p150_f173.jpg	bat	Dậy sầu ai khéo vương mang?	Dậy sầu ai khéo vương mang?	1.00
1069	75	quocngu_p150_f173.jpg	luc	Tránh nơi lưới thổ, mắc đường bầy cheo!	Tránh nơi lưới thổ, mắc đường bầy cheo!	1.00
1070	76	quocngu_p152_f175.jpg	bat	Trong hang sau trước quạnh hiu!	Trong hang sau trước quạnh hiu!	1.00
1071	76	quocngu_p152_f175.jpg	luc	Muốn ra cho khỏi, ai địu dắc đi?	Muốn ra cho khỏi, ai địu dắc đi?	1.00
1072	76	quocngu_p152_f175.jpg	bat	Oan gia nợ dã khéo gầy!	Oan gia nợ dã khéo gầy!	1.00
1073	76	quocngu_p152_f175.jpg	luc	Oi thôi! Thân thế! còn gì mà toan?	Oi thôi! Thân thế! còn gì mà toan?	1.00
1074	76	quocngu_p152_f175.jpg	bat	Đã đành! Xa cõi nhơn giang!	Đã đành! Xa cõi nhơn giang!	1.00
1075	76	quocngu_p152_f175.jpg	luc	Dựa mình vào chốn thạch bàn, năm co.	Dựa mình vào chốn thạch bàn, năm co.	1.00
1076	76	quocngu_p152_f175.jpg	bat	Đêm đông ngọn gió thổi lò;	Đêm đông ngọn gió thổi lò;	1.00
1077	76	quocngu_p152_f175.jpg	luc	Sương sa lác đác, mưa tro lạnh lùng!	Sương sa lác đác, mưa tro lạnh lùng!	1.00
1078	76	quocngu_p152_f175.jpg	bat	Năm ngày nhịn đói khát ròng;	Năm ngày nhịn đói khát ròng;	1.00
1079	76	quocngu_p152_f175.jpg	luc	Nhờ ba hườn thuốc, đở lòng hôm mai.	Nhờ ba hườn thuốc, đở lòng hôm mai.	1.00
1080	76	quocngu_p152_f175.jpg	bat	Du thân xem thấy ai hòai;	Du thân xem thấy ai hòai;	1.00
1081	76	quocngu_p152_f175.jpg	luc	Xét trong mình gả, có bài phù tiên.	Xét trong mình gả, có bài phù tiên.	1.00
1082	76	quocngu_p152_f175.jpg	bat	Mới hay là Lục Vân Tiên.	Mới hay là Lục Vân Tiên.	1.00
1083	76	quocngu_p152_f175.jpg	luc	Cùng nhau dìu đắc, đều liền đem ra.	Cùng nhau dìu đắc, đều liền đem ra.	1.00
1084	77	quocngu_p154_f177.jpg	bat	Khỏi hang một dặm vừa xa,	Khỏi hang một dặm vừa xa,	1.00
1085	77	quocngu_p154_f177.jpg	luc	Đến nơi Đại Lộc; trời đà hừng đông.	Đến nơi Đại Lộc; trời đà hừng đông.	1.00
1086	77	quocngu_p154_f177.jpg	bat	Du thần trở lại sơn trong;	Du thần trở lại sơn trong;	1.00
1087	77	quocngu_p154_f177.jpg	luc	Vân Liên còn hãy giác nông mê mang:	Vân Liên còn hãy giác nông mê mang:	1.00
1088	77	quocngu_p154_f177.jpg	bat	Lão tiều cơm gới sẵn sảng;	Lão tiều cơm gới sẵn sảng;	1.00
1089	77	quocngu_p154_f177.jpg	luc	Sớm mai xách búa, đi ngang qua rừng.	Sớm mai xách búa, đi ngang qua rừng.	1.00
1090	77	quocngu_p154_f177.jpg	bat	Tới đường Đại Lộc, là chừng,	Tới đường Đại Lộc, là chừng,	1.00
1091	77	quocngu_p154_f177.jpg	luc	Xãy nghe có tiếng trong rừng thở than.	Xãy nghe có tiếng trong rừng thở than.	1.00
1092	77	quocngu_p154_f177.jpg	bat	Hay là yêu quải tà gian	Hay là yêu quải tà gian	1.00
1093	77	quocngu_p154_f177.jpg	luc	Rung cầy nhác lão, làm đường hại nhơn?	Rung cầy nhác lão, làm đường hại nhơn?	1.00
1094	77	quocngu_p154_f177.jpg	bat	Lão tiều liền bước lại gần.	Lão tiều liền bước lại gần.	1.00
1095	77	quocngu_p154_f177.jpg	luc	Thiệt là một gả văn nhân mắc nàn!	Thiệt là một gả văn nhân mắc nàn!	1.00
1096	77	quocngu_p154_f177.jpg	bat	Chi băng lên tiếng hỏi han	Chi băng lên tiếng hỏi han	1.00
1097	77	quocngu_p154_f177.jpg	luc	Nhân sao mắc việc tai nàn thể nầy!	Nhân sao mắc việc tai nàn thể nầy!	1.00
1098	77	quocngu_p154_f177.jpg	bat	Vân Tiên nghe tiếng mừng thay!	Vân Tiên nghe tiếng mừng thay!	1.00
1099	77	quocngu_p154_f177.jpg	luc	Vội vàng gượng dậy, trình bày trước sau.	Vội vàng gượng dậy, trình bày trước sau.	1.00
1100	78	quocngu_p156_f179.jpg	bat	Lão tiều nghe nói hồi lâu;	Lão tiều nghe nói hồi lâu;	1.00
1101	78	quocngu_p156_f179.jpg	luc	Gầm trong thế sự, lắc đầu, thở than.	Gầm trong thế sự, lắc đầu, thở than.	1.00
1102	78	quocngu_p156_f179.jpg	bat	Ít người trong tuyết cho than!	Ít người trong tuyết cho than!	1.00
1103	78	quocngu_p156_f179.jpg	luc	Khó ngồi giữa chợ, ai màng đoái thươngi	Khó ngồi giữa chợ, ai màng đoái thươngi	1.00
1104	78	quocngu_p156_f179.jpg	bat	Vân Tiên nghe nói, mới tường	Vân Tiên nghe nói, mới tường	1.00
1105	78	quocngu_p156_f179.jpg	luc	Cũng trang hào kiệt, biết đường thảo ngay.	Cũng trang hào kiệt, biết đường thảo ngay.	1.00
1106	78	quocngu_p156_f179.jpg	bat	Ngửa trông lượng cả cao dày!	Ngửa trông lượng cả cao dày!	1.00
1107	78	quocngu_p156_f179.jpg	luc	Cứu trong một thuở, ơn tầy tái sanh!	Cứu trong một thuở, ơn tầy tái sanh!	1.00
1108	78	quocngu_p156_f179.jpg	bat	Mai sau về tới Đông Thành,	Mai sau về tới Đông Thành,	1.00
1109	78	quocngu_p156_f179.jpg	luc	Đền ơn cứu phổ đốc đành giạ tôi!	Đền ơn cứu phổ đốc đành giạ tôi!	1.00
1110	78	quocngu_p156_f179.jpg	bat	Lão tiều mới nói:ạịỊThôi! thôi!	Lão tiều mới nói:ạịỊThôi! thôi!	1.00
1111	78	quocngu_p156_f179.jpg	luc	Làm ơn mà lại trông hồi sao hay?	Làm ơn mà lại trông hồi sao hay?	1.00
1112	78	quocngu_p156_f179.jpg	bat	Già hay thương kẻ thảo ngay!	Già hay thương kẻ thảo ngay!	1.00
1113	78	quocngu_p156_f179.jpg	luc	Nầy thôi! Đễ lão dắc nay về nhài	Nầy thôi! Đễ lão dắc nay về nhài	1.00
1114	78	quocngu_p156_f179.jpg	bat	Tiên răng:ạỊTrong dạ xót xa!	Tiên răng:ạỊTrong dạ xót xa!	1.00
1115	78	quocngu_p156_f179.jpg	luc	Nay dà sáu bữa không hoa mùi chi!	Nay dà sáu bữa không hoa mùi chi!	1.00
1116	78	quocngu_p156_f179.jpg	bat	Lại thêm rủ liệt tứ chi!	Lại thêm rủ liệt tứ chi!	1.00
1117	79	quocngu_p158_f181.jpg	luc	Muốn đi theo đó; mà đi sao rồi?	Muốn đi theo đó; mà đi sao rồi?	1.00
1118	79	quocngu_p158_f181.jpg	bat	Lão tiều vối ngửa áo tơi;	Lão tiều vối ngửa áo tơi;	1.00
1119	79	quocngu_p158_f181.jpg	luc	Mỡ cơm trong gói, miệng mời Vấn Liên.	Mỡ cơm trong gói, miệng mời Vấn Liên.	1.00
1120	79	quocngu_p158_f181.jpg	bat	Găn mà ăn uống cho yên!	Găn mà ăn uống cho yên!	1.00
1121	79	quocngu_p158_f181.jpg	luc	Lão ra sức mạnh, cỏng Tiên về nhà.	Lão ra sức mạnh, cỏng Tiên về nhà.	1.00
1122	79	quocngu_p158_f181.jpg	bat	Khỏi rừng ra tới ngả ba,	Khỏi rừng ra tới ngả ba,	1.00
1123	79	quocngu_p158_f181.jpg	luc	May đâu lại gặp một nhà Hán Minh!	May đâu lại gặp một nhà Hán Minh!	1.00
1124	79	quocngu_p158_f181.jpg	bat	Lão tiều lặt đặt bôn trình;	Lão tiều lặt đặt bôn trình;	1.00
1125	79	quocngu_p158_f181.jpg	luc	Hán Minh theo hỏi sự tình một khi.	Hán Minh theo hỏi sự tình một khi.	1.00
1126	79	quocngu_p158_f181.jpg	bat	Vân Tiên nghe tiếng cỗ tri,	Vân Tiên nghe tiếng cỗ tri,	1.00
1127	79	quocngu_p158_f181.jpg	luc	Vội mừng bạn củ, còn nghi nỗi mình!	Vội mừng bạn củ, còn nghi nỗi mình!	1.00
1128	79	quocngu_p158_f181.jpg	bat	Minh rằng:ạDám hỗi nhơn huinh!	Minh rằng:ạDám hỗi nhơn huinh!	1.00
1129	79	quocngu_p158_f181.jpg	luc	Cớ sao nên nỗi thân hình thể ni?	Cớ sao nên nỗi thân hình thể ni?	1.00
1130	79	quocngu_p158_f181.jpg	bat	Tiền răng: « Chăng xiết nói chi!	Tiền răng: « Chăng xiết nói chi!	1.00
1131	79	quocngu_p158_f181.jpg	luc	Thân nấy nào có khác gì cây trôi?	Thân nấy nào có khác gì cây trôi?	1.00
1132	79	quocngu_p158_f181.jpg	bat	Linh dinh, gió dập, sóng dồi;	Linh dinh, gió dập, sóng dồi;	1.00
1133	79	quocngu_p158_f181.jpg	luc	hay dầy, mai đó, khôn rồi gian nan!	Hay dầy, mai đó, khôn rồi gian nan!	1.00
1134	80	quocngu_p160_f183.jpg	bat	Minh răng:ạĐây khó hỗi han!	Minh răng:ạĐây khó hỗi han!	1.00
1135	80	quocngu_p160_f183.jpg	luc	Ain vào chủa; sẽ luận bàn cùng nhau	Ain vào chủa; sẽ luận bàn cùng nhau	1.00
1136	80	quocngu_p160_f183.jpg	bat	Tiều rằng: « Chẳng khá ngồi lâu!	Tiều rằng: « Chẳng khá ngồi lâu!	1.00
1137	80	quocngu_p160_f183.jpg	luc	Vào rừng đồn củi, bán hầu chợ Phiêni	Vào rừng đồn củi, bán hầu chợ Phiêni	1.00
1138	80	quocngu_p160_f183.jpg	bat	Hán Minh qui gối, lạy liên:	Hán Minh qui gối, lạy liên:	1.00
1139	80	quocngu_p160_f183.jpg	luc	An ông cứu đặng Vân Tiên bạn lành!	An ông cứu đặng Vân Tiên bạn lành!	1.00
1140	80	quocngu_p160_f183.jpg	bat	Nấy hai lương bạc để dành;	Nấy hai lương bạc để dành;	1.00
1141	80	quocngu_p160_f183.jpg	luc	Tôi xin báo đáp chút tình cho ôngỊẠạồ	Tôi xin báo đáp chút tình cho ôngỊẠạồ	1.00
1142	80	quocngu_p160_f183.jpg	bat	Tiều rằng: « Lão vốn tay không!	Tiều rằng: « Lão vốn tay không!	1.00
1143	80	quocngu_p160_f183.jpg	luc	Một minh thong thắ non từng hôm mai.	Một minh thong thắ non từng hôm mai.	1.00
1144	80	quocngu_p160_f183.jpg	bat	Tấm lòng chẳng muốn của ai;	Tấm lòng chẳng muốn của ai;	1.00
1145	80	quocngu_p160_f183.jpg	luc	Lộc rừng, củi quế hôm mai đổ lòng.	Lộc rừng, củi quế hôm mai đổ lòng.	1.00
1146	80	quocngu_p160_f183.jpg	bat	Kia non, nọ nước; thong dong,	Kia non, nọ nước; thong dong,	1.00
1147	80	quocngu_p160_f183.jpg	luc	Trăng thanh, gió mát, bạn cùng hưu nai!	Trăng thanh, gió mát, bạn cùng hưu nai!	1.00
1148	80	quocngu_p160_f183.jpg	bat	Công hầu phủ quới mặc ai!	Công hầu phủ quới mặc ai!	1.00
1149	80	quocngu_p160_f183.jpg	luc	Thuế sưu nảo biết, tiền tài nào hay?	Thuế sưu nảo biết, tiền tài nào hay?	1.00
1150	81	quocngu_p162_f185.jpg	bat	Vân Tiền nghe biết người ngay;	Vân Tiền nghe biết người ngay;	1.00
1151	81	quocngu_p162_f185.jpg	luc	Hỏi thăm tên họ, phòng ngày dền ơn.	Hỏi thăm tên họ, phòng ngày dền ơn.	1.00
1152	81	quocngu_p162_f185.jpg	bat	Lão tiều trở lại lâm sơn;	Lão tiều trở lại lâm sơn;	1.00
1153	81	quocngu_p162_f185.jpg	luc	Tiên Minh vội vã phần hườn am mây.	Tiên Minh vội vã phần hườn am mây.	1.00
1154	81	quocngu_p162_f185.jpg	bat	Tiên rằng: «Đã gặp hội nấy!	Tiên rằng: «Đã gặp hội nấy!	1.00
1155	81	quocngu_p162_f185.jpg	luc	Cớ sao ngọc hữu ở đậy? làm gì?	Cớ sao ngọc hữu ở đậy? làm gì?	1.00
1156	81	quocngu_p162_f185.jpg	bat	Minh răng:ạẠạồưa dốc xuỗng thi,	Minh răng:ạẠạồưa dốc xuỗng thi,	1.00
1157	81	quocngu_p162_f185.jpg	luc	Gặp anh Võ miễu, cũng đi một lần.	Gặp anh Võ miễu, cũng đi một lần.	1.00
1158	81	quocngu_p162_f185.jpg	bat	Anh thời trở lại viếng thân,	Anh thời trở lại viếng thân,	1.00
1159	81	quocngu_p162_f185.jpg	luc	Còn tôi mang gói, trước lần xuống Kinh.	Còn tôi mang gói, trước lần xuống Kinh.	1.00
1160	81	quocngu_p162_f185.jpg	bat	Đi vừa tới phủ Ô minh,	Đi vừa tới phủ Ô minh,	1.00
1161	81	quocngu_p162_f185.jpg	luc	Gặp con quan huyện; Đàng sanh là chàng.	Gặp con quan huyện; Đàng sanh là chàng.	1.00
1162	81	quocngu_p162_f185.jpg	bat	Sang giàu, ý thế nghinh ngang.	Sang giàu, ý thế nghinh ngang.	1.00
1163	81	quocngu_p162_f185.jpg	luc	Gặp con gải tốt, làm hoang, không vì.	Gặp con gải tốt, làm hoang, không vì.	1.00
1164	81	quocngu_p162_f185.jpg	bat	Tôi bèn nỗi giận một khi;	Tôi bèn nỗi giận một khi;	1.00
1165	81	quocngu_p162_f185.jpg	luc	faire des richesses, n'ayant aucune sorte d'impôt à payer.	Faire des richesses, n'ayant aucune sorte d'impôt à payer.	1.00
1166	82	quocngu_p164_f187.jpg	bat	Vật chàng té xuống, bể đi một giò!	Vật chàng té xuống, bể đi một giò!	1.00
1167	82	quocngu_p164_f187.jpg	luc	Mình làm, mình chịu; ai lo?	Mình làm, mình chịu; ai lo?	1.00
1168	82	quocngu_p164_f187.jpg	bat	Bó tay, chịu tội; nạp cho Huyện đường.	Bó tay, chịu tội; nạp cho Huyện đường.	1.00
1169	82	quocngu_p164_f187.jpg	luc	An đày ra quận Sóc phương;	An đày ra quận Sóc phương;	1.00
1170	82	quocngu_p164_f187.jpg	bat	ỊTôi bèn vượt ngục, tầm dường về đây.	ỊTôi bèn vượt ngục, tầm dường về đây.	1.00
1171	82	quocngu_p164_f187.jpg	luc	Vừa may lại gặp chùa nầy;	Vừa may lại gặp chùa nầy;	1.00
1172	82	quocngu_p164_f187.jpg	bat	Mai đanh, ấn tích, bấy chầy nấu nương.	Mai đanh, ấn tích, bấy chầy nấu nương.	1.00
1173	82	quocngu_p164_f187.jpg	luc	Vân Tiên nghe nói, thẩm thương;	Vân Tiên nghe nói, thẩm thương;	1.00
1174	82	quocngu_p164_f187.jpg	bat	Bèn bày khúc đột tai ương phận mình.	Bèn bày khúc đột tai ương phận mình.	1.00
1175	82	quocngu_p164_f187.jpg	luc	Minh nghe duyên cớ, cẩm tình;	Minh nghe duyên cớ, cẩm tình;	1.00
1176	82	quocngu_p164_f187.jpg	bat	Hai hàng lụy nhỏ như bình nước nghiên	Hai hàng lụy nhỏ như bình nước nghiên	1.00
1177	82	quocngu_p164_f187.jpg	luc	Tiên răng:ạChạnh đến thung huyên!	Tiên răng:ạChạnh đến thung huyên!	1.00
1178	82	quocngu_p164_f187.jpg	bat	Tuổi cao, tác lớn, chiụ phiền lao đao;	Tuổi cao, tác lớn, chiụ phiền lao đao;	1.00
1179	82	quocngu_p164_f187.jpg	luc	Trông con như hạn trong dào!	Trông con như hạn trong dào!	1.00
1180	82	quocngu_p164_f187.jpg	bat	Mình nẩy trôi nỗi chốn nào biết đâu?	Mình nẩy trôi nỗi chốn nào biết đâu?	1.00
1181	82	quocngu_p164_f187.jpg	luc	Đôi vừng nhựt nguyệt che dâu!	Đôi vừng nhựt nguyệt che dâu!	1.00
1182	83	quocngu_p166_f189.jpg	bat	No nao trã đặng công sâu sanh thành!	No nao trã đặng công sâu sanh thành!	1.00
1183	83	quocngu_p166_f189.jpg	luc	Hữu tam thất hiếu! đã đănh!	Hữu tam thất hiếu! đã đănh!	1.00
1184	83	quocngu_p166_f189.jpg	bat	Tiếu đồng trước đã vì mình thác oan!	Tiếu đồng trước đã vì mình thác oan!	1.00
1185	83	quocngu_p166_f189.jpg	luc	ỗẠồẠTưởng thôi chua xót lá gan!	ỖẠồẠTưởng thôi chua xót lá gan!	1.00
1186	83	quocngu_p166_f189.jpg	bat	Quận đau chín khúc như xoi, như dẫn!	Quận đau chín khúc như xoi, như dẫn!	1.00
1187	83	quocngu_p166_f189.jpg	luc	Minh rằng:ạẠạNgười ở trong trần,	Minh rằng:ạẠạNgười ở trong trần,	1.00
1188	83	quocngu_p166_f189.jpg	bat	Có khi phú quí, có lần gian nan.	Có khi phú quí, có lần gian nan.	1.00
1189	83	quocngu_p166_f189.jpg	luc	ỊThấp cao, vàng biết tuổi vàng;	ỊThấp cao, vàng biết tuổi vàng;	1.00
1190	83	quocngu_p166_f189.jpg	bat	Gặp cơn lữa đỗ, màu càng thêm xuê.	Gặp cơn lữa đỗ, màu càng thêm xuê.	1.00
1191	83	quocngu_p166_f189.jpg	luc	ồỊThôi! Thôi! Anh chở vội về!	ỒỊThôi! Thôi! Anh chở vội về!	1.00
1192	83	quocngu_p166_f189.jpg	bat	đây nương nán; toan bề thuốc thang!	Đây nương nán; toan bề thuốc thang!	1.00
1193	83	quocngu_p166_f189.jpg	luc	Bao giờ hết lúc tài nàn,	Bao giờ hết lúc tài nàn,	1.00
1194	84	quocngu_p168_f191.jpg	bat	Đem nhau, ta sẽ lập đàng công danh.	Đem nhau, ta sẽ lập đàng công danh.	1.00
1195	84	quocngu_p168_f191.jpg	luc	Cam La sớm gặp, cũng xinh;	Cam La sớm gặp, cũng xinh;	1.00
1196	84	quocngu_p168_f191.jpg	bat	Muộn thì khương tở, cũng vinh một dời!	Muộn thì khương tở, cũng vinh một dời!	1.00
1197	84	quocngu_p168_f191.jpg	luc	Nên hư có số ở Trời;	Nên hư có số ở Trời;	1.00
1198	84	quocngu_p168_f191.jpg	bat	Bôn chôn sao đặng? Dỗi dời sao xong?	Bôn chôn sao đặng? Dỗi dời sao xong?	1.00
1199	84	quocngu_p168_f191.jpg	luc	Vân Tiên khi ấy yên lòng;	Vân Tiên khi ấy yên lòng;	1.00
1200	84	quocngu_p168_f191.jpg	bat	Ô nơi am tự, bạn cùng Hún Mình.	Ô nơi am tự, bạn cùng Hún Mình.	1.00
1201	84	quocngu_p168_f191.jpg	luc	Vỏ Công làm sự trở trinh;	Vỏ Công làm sự trở trinh;	1.00
1202	84	quocngu_p168_f191.jpg	bat	Dứt tình họ Lục, mến tình họ Vương.	Dứt tình họ Lục, mến tình họ Vương.	1.00
1203	84	quocngu_p168_f191.jpg	luc	Từ ngày hang đá hại chàng,	Từ ngày hang đá hại chàng,	1.00
1204	84	quocngu_p168_f191.jpg	bat	Thể Loan hơn hở, lòng càng thêm vui.	Thể Loan hơn hở, lòng càng thêm vui.	1.00
1205	84	quocngu_p168_f191.jpg	luc	Ngày ngy trang điểm phấn giối;	Ngày ngy trang điểm phấn giối;	1.00
1206	84	quocngu_p168_f191.jpg	bat	Phòng khi gặp gỡ, đứng ngồi cho xuê.	Phòng khi gặp gỡ, đứng ngồi cho xuê.	1.00
1207	84	quocngu_p168_f191.jpg	luc	Xãy đầu Tử Trực vừa về,	Xãy đầu Tử Trực vừa về,	1.00
1208	84	quocngu_p168_f191.jpg	bat	Vào nhà họ Vỏ thăm bề Vân Tiên!	Vào nhà họ Vỏ thăm bề Vân Tiên!	1.00
1209	84	quocngu_p168_f191.jpg	luc	Công rằng:ạChở hỏi! thêm phiền!	Công rằng:ạChở hỏi! thêm phiền!	1.00
1210	85	quocngu_p170_f193.jpg	bat	Chàng đà lâm bịnh, Hưnh tuyền xa chơi!	Chàng đà lâm bịnh, Hưnh tuyền xa chơi!	1.00
1211	85	quocngu_p170_f193.jpg	luc	Thương chàng phận bạc ở đời!	Thương chàng phận bạc ở đời!	1.00
1212	85	quocngu_p170_f193.jpg	bat	Cũng vì Nguyệt lão xê lơi mỗi hồng!	Cũng vì Nguyệt lão xê lơi mỗi hồng!	1.00
1213	85	quocngu_p170_f193.jpg	luc	Nghe qua, Tử Trực chạnh lòng;	Nghe qua, Tử Trực chạnh lòng;	1.00
1214	85	quocngu_p170_f193.jpg	bat	Hai hàng lụy ngọc ròng ròng như mưa.	Hai hàng lụy ngọc ròng ròng như mưa.	1.00
1215	85	quocngu_p170_f193.jpg	luc	Than răng:ạChạnh nhớ linh xưa!	Than răng:ạChạnh nhớ linh xưa!	1.00
1216	85	quocngu_p170_f193.jpg	bat	Nghĩa, đà kết nghĩa; tình, chưa phĩ tình!	Nghĩa, đà kết nghĩa; tình, chưa phĩ tình!	1.00
1217	85	quocngu_p170_f193.jpg	luc	ỊTrời! sao nở phụ tài lnh?	ỊTrời! sao nở phụ tài lnh?	1.00
1218	85	quocngu_p170_f193.jpg	bat	Bán vàng chưa gạp, mày xanh đã mòn!	Bán vàng chưa gạp, mày xanh đã mòn!	1.00
1219	85	quocngu_p170_f193.jpg	luc	Cùng nhau chưa đặng vuông tròn;	Cùng nhau chưa đặng vuông tròn;	1.00
1220	85	quocngu_p170_f193.jpg	bat	Người đà sớm thác! Ta còn làm chi?	Người đà sớm thác! Ta còn làm chi?	1.00
1221	85	quocngu_p170_f193.jpg	luc	rong đời mây bực cô tri,	Rong đời mây bực cô tri,	1.00
1222	85	quocngu_p170_f193.jpg	bat	Mấy trang đồng đạo, mấy người đông tâmi	Mấy trang đồng đạo, mấy người đông tâmi	1.00
1223	85	quocngu_p170_f193.jpg	luc	Công răng: « Lão cũng tủi thầm!	Công răng: « Lão cũng tủi thầm!	1.00
1224	85	quocngu_p170_f193.jpg	bat	Tủi duyên con trể, sắc cầm dỡ dang!	Tủi duyên con trể, sắc cầm dỡ dang!	1.00
1225	85	quocngu_p170_f193.jpg	luc	Thôi! Thôi! khuyên chớ thở than!	Thôi! Thôi! khuyên chớ thở than!	1.00
1226	86	quocngu_p172_f195.jpg	bat	Lão đà tính đặng một đường rất hay.	Lão đà tính đặng một đường rất hay.	1.00
1227	86	quocngu_p172_f195.jpg	luc	Tới đây, thời ở lại đây!	Tới đây, thời ở lại đây!	1.00
1228	86	quocngu_p172_f195.jpg	bat	Cừng con gái lão sum vây thất gia,	Cừng con gái lão sum vây thất gia,	1.00
1229	86	quocngu_p172_f195.jpg	luc	Phòng khi khuya sớm vào ra,	Phòng khi khuya sớm vào ra,	1.00
1230	86	quocngu_p172_f195.jpg	bat	Thấy Vương Tử Trực cũng là Vân Tiên!	Thấy Vương Tử Trực cũng là Vân Tiên!	1.00
1231	86	quocngu_p172_f195.jpg	luc	Trực rằng: «Ngòi viết dĩa nghiên,	Trực rằng: «Ngòi viết dĩa nghiên,	1.00
1232	86	quocngu_p172_f195.jpg	bat	Anh em xưa có thề nguyền cùng nhau!	Anh em xưa có thề nguyền cùng nhau!	1.00
1233	86	quocngu_p172_f195.jpg	luc	ỊVợ Tiên là Trực chị dâu;	ỊVợ Tiên là Trực chị dâu;	1.00
1234	86	quocngu_p172_f195.jpg	bat	Chị dâu em bạn! Dám đầu lỗi nghì?	Chị dâu em bạn! Dám đầu lỗi nghì?	1.00
1235	86	quocngu_p172_f195.jpg	luc	Chẳng hay người học sách chi;	Chẳng hay người học sách chi;	1.00
1236	86	quocngu_p172_f195.jpg	bat	Nói ra những tiếng dị kỳ khỏ nghe!	Nói ra những tiếng dị kỳ khỏ nghe!	1.00
1237	86	quocngu_p172_f195.jpg	luc	Hay là học thỏi nước Tề,	Hay là học thỏi nước Tề,	1.00
1238	86	quocngu_p172_f195.jpg	bat	Vợ ngươi Tử Củ đưa về Hoàng Công?	Vợ ngươi Tử Củ đưa về Hoàng Công?	1.00
1239	86	quocngu_p172_f195.jpg	luc	Hay là học thỏi Đường cung,	Hay là học thỏi Đường cung,	1.00
1240	86	quocngu_p172_f195.jpg	bat	Vợ người Liệu Lạc sánh cùng Thế Dân?	Vợ người Liệu Lạc sánh cùng Thế Dân?	1.00
1241	86	quocngu_p172_f195.jpg	luc	Người nay nào phải nhà Tần,	Người nay nào phải nhà Tần,	1.00
1242	87	quocngu_p174_f197.jpg	bat	Bất Vi gắ vợ, Dị Nhơn lấy lầm?	Bất Vi gắ vợ, Dị Nhơn lấy lầm?	1.00
1243	87	quocngu_p174_f197.jpg	luc	Nói sao chắng biết hỗ thầm?	Nói sao chắng biết hỗ thầm?	1.00
1244	87	quocngu_p174_f197.jpg	bat	Người ta há đễ là cấm thủ sao?	Người ta há đễ là cấm thủ sao?	1.00
1245	87	quocngu_p174_f197.jpg	luc	Vỏ Công hỗ then xiết bao!	Vỏ Công hỗ then xiết bao!	1.00
1246	87	quocngu_p174_f197.jpg	bat	Ngôi trân, không cải lẽ nào cho qua.	Ngôi trân, không cải lẽ nào cho qua.	1.00
1247	87	quocngu_p174_f197.jpg	luc	Thể Loan trong trướng bước ra;	Thể Loan trong trướng bước ra;	1.00
1248	87	quocngu_p174_f197.jpg	bat	Miệng chào thầy cử tân khoa mới về.	Miệng chào thầy cử tân khoa mới về.	1.00
1249	87	quocngu_p174_f197.jpg	luc	ỊThiếp đà chẳng trọn lời thể!	ỊThiếp đà chẳng trọn lời thể!	1.00
1250	87	quocngu_p174_f197.jpg	bat	Lỡ bề sửa trắp; lỗi bề nưng khăn,	Lỡ bề sửa trắp; lỗi bề nưng khăn,	1.00
1251	87	quocngu_p174_f197.jpg	luc	Tiếc thay dạ thỏ năng năng,	Tiếc thay dạ thỏ năng năng,	1.00
1252	87	quocngu_p174_f197.jpg	bat	Đêm thu chờ đợi bóng trăng bấy chầy!	Đêm thu chờ đợi bóng trăng bấy chầy!	1.00
1253	87	quocngu_p174_f197.jpg	luc	Không ưng, thời cũng làm khuây!	Không ưng, thời cũng làm khuây!	1.00
1254	87	quocngu_p174_f197.jpg	bat	Nỡ buông lời nói chẳng vì, chăng kiên?	Nỡ buông lời nói chẳng vì, chăng kiên?	1.00
1255	87	quocngu_p174_f197.jpg	luc	Trực răng:ẠạAi Lữ Phụng Tiên,	Trực răng:ẠạAi Lữ Phụng Tiên,	1.00
1256	87	quocngu_p174_f197.jpg	bat	Phòng toan đem thói Diều Thuyền, trêu ngươi?	Phòng toan đem thói Diều Thuyền, trêu ngươi?	1.00
1257	87	quocngu_p174_f197.jpg	luc	Mô chồng ngọn cổ còn tươi!	Mô chồng ngọn cổ còn tươi!	1.00
1258	87	quocngu_p174_f197.jpg	bat	Lòng nào mà nỡ buông lời nguyệt hoa?	Lòng nào mà nỡ buông lời nguyệt hoa?	1.00
1259	88	quocngu_p176_f199.jpg	luc	Hỗ hang vậy cũng người ta!	Hỗ hang vậy cũng người ta!	1.00
1260	88	quocngu_p176_f199.jpg	bat	So loài cầm thú vậy mà khác chi?	So loài cầm thú vậy mà khác chi?	1.00
1261	88	quocngu_p176_f199.jpg	luc	Vân Tiên! Anh hởi! cố tri!	Vân Tiên! Anh hởi! cố tri!	1.00
