book	edition	page_id	page_image	verse_idx_in_page	col_index	part	patch_image	patch_preprocessed	split	col_bbox_xywh	nom_text	nom_unicode	n_nom	qn_verse	n_qn_syll	len_match	nomnaocr_label	nna_eq_ihr
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	14	7	1	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_7_1.jpg	data/handwritten/patches_preprocessed/train/page24b.jpg_7_1.jpg	train	94.7,8.3,28.8,560.2	埮𣅘雪淨𩂟𣾺	U+57EE U+23158 U+96EA U+6DE8 U+2909F U+23FBA	6	Dặm khuya ngắt tạnh mù KHƠI,	6	1	埮𣅘雪淨𩂟𣾺	1
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	15	7	2	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_7_2.jpg	data/handwritten/patches_preprocessed/val/page24b.jpg_7_2.jpg	val	94.7,8.3,28.8,560.2	体𦝄麻𢢆仍𠳒𡽫滝	U+4F53 U+26744 U+9EBB U+22886 U+4ECD U+20CD2 U+21F6B U+6EDD	8	Thấy trăng mà thẹn những lời non sông.	8	1	体𦝄麻𢢆仍𠳒𡽫滝	1
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	16	8	1	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/page24b.jpg_8_1.jpg	train	57.3,8.6,30.2,559.0	楼秋層碧癋紅	U+697C U+79CB U+5C64 U+78A7 U+764B U+7D05	6	Rừng thu từng biếc ÚA hồng,	6	1	楼秋層碧癋紅	1
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	17	8	2	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_8_2.jpg	data/handwritten/patches_preprocessed/train/page24b.jpg_8_2.jpg	train	57.3,8.6,30.2,559.0	𦖑𫚳如弋𬌓𢚸辰昏	U+26591 U+2B6B3 U+5982 U+5F0B U+2C313 U+226B8 U+8FB0 U+660F	8	Nghe chim như nhắc tấm lòng thần hôn.	8	1	𦖑𫚳如弋𬌓𢚸辰昏	1
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	18	9	1	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/page24b.jpg_9_1.jpg	train	19.4,9.7,28.2,556.4	仍󰑼𨔍渃𨔍𡽫	U+4ECD U+F047C U+2850D U+6E03 U+2850D U+21F6B	6	Những là lạ nước lạ non,	6	1	仍󰑼𨔍渃𨔍𡽫	1
TruyenKieu	Kiều 1872 (in mộc bản)	page24b	data/handwritten/pages/tale-of-kieu/images/page24b.jpg	19	9	2	data/handwritten/patches/tale-of-kieu/patches/page24b.jpg_9_2.jpg	data/handwritten/patches_preprocessed/val/page24b.jpg_9_2.jpg	val	19.4,9.7,28.2,556.4	臨淄皮𠬠𣎃𧷺旦尼	U+81E8 U+6DC4 U+76AE U+20B20 U+23383 U+27DFA U+65E6 U+5C3C	8	Lâm- tri vừa một tháng tròn ĐẾN nơi.	8	1	臨淄皮𠬠𣎃𧷺旦尼	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	0	0	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_0_1.jpg	train	343.4,11.0,33.9,557.9	車珠停軿𫔳外	U+8ECA U+73E0 U+505C U+8EFF U+2B533 U+5916	6	Xe châu dừng bánh cửa ngoài,	6	1	車珠停軿𫔳外	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	1	0	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_0_2.jpg	data/handwritten/patches_preprocessed/val/page25a.jpg_0_2.jpg	val	343.4,11.0,33.9,557.9	簾冲㐌体𠬠㝵𨀈𦋦	U+7C3E U+51B2 U+340C U+4F53 U+20B20 U+3775 U+28008 U+262E6	8	Rèm trong đã thấy một người bước ra.	8	1	簾冲㐌体𠬠㝵𨀈𦋦	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	2	1	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_1_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_1_1.jpg	train	304.8,11.2,35.5,557.2	脱𬂙𤁕𤁕牟𦝄	U+8131 U+2C099 U+24055 U+24055 U+725F U+26744	6	THOẮT trông LỢT lợt màu DA,	6	1	脱𬂙𤁕𤁕牟𦝄	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	3	1	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_1_2.jpg	data/handwritten/patches_preprocessed/val/page25a.jpg_1_2.jpg	val	304.8,11.2,35.5,557.2	咹之高𢀲𠰺它爫牢	U+54B9 U+4E4B U+9AD8 U+22032 U+20C3A U+5B83 U+722B U+7262	8	Ăn gì cao lớn đẫy đà làm sao?	8	1	咹之高𢀲𠰺它爫牢	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	4	2	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_2_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_2_1.jpg	train	269.2,11.4,36.1,561.3	畧車雪吕嘆嘲	U+7567 U+8ECA U+96EA U+5415 U+5606 U+5632	6	Trước xe lơi lả han chào,	6	1	畧車雪吕嘆嘲	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	5	2	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_2_2.jpg	data/handwritten/patches_preprocessed/val/page25a.jpg_2_2.jpg	val	269.2,11.4,36.1,561.3	𠳐𠳒娘買𨀈𠓨羡尼	U+20CD0 U+20CD2 U+5A18 U+8CB7 U+28008 U+204E8 U+7FA1 U+5C3C	8	Vâng lời nàng mới bước vào TẠN nơi.	8	1	𠳐𠳒娘買𨀈𠓨羡尼	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	6	3	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_3_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_3_1.jpg	train	233.6,12.5,33.3,559.1	边時󰋇妸𪵟𧍋	U+8FB9 U+6642 U+F02C7 U+59B8 U+2AD5F U+2734B	6	Bên thì mấy ả mày ngài,	6	1	边時󰋇妸𪵟𧍋	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	7	3	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_3_2.jpg	data/handwritten/patches_preprocessed/val/page25a.jpg_3_2.jpg	val	233.6,12.5,33.3,559.1	边時𡎢𦊚𠄼㝵廊制	U+8FB9 U+6642 U+213A2 U+2629A U+2013C U+3775 U+5ECA U+5236	8	Bên thì ngồi bốn năm người làng chơi.	8	1	边時𡎢𦊚𠄼㝵廊制	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	8	4	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_4_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_4_1.jpg	train	197.6,8.8,32.8,562.1	𡧲時香𤓢罕灰	U+219F2 U+6642 U+9999 U+244E2 U+7F55 U+7070	6	Giữa thì hương NẾN hẳn hoi,	6	1	𡧲時香𤓢罕灰	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	9	4	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_4_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_4_2.jpg	train	197.6,8.8,32.8,562.1	撩幀官圣𤽸堆󰋃𪵟	U+64A9 U+5E40 U+5B98 U+5723 U+24F78 U+5806 U+F02C3 U+2AD5F	8	TREO TRANH QUAN THÁNH trắng đôi lông mày.	8	1	撩幀官圣𤽸堆󰋃𪵟	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	10	5	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_5_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_5_1.jpg	train	161.2,7.1,33.0,564.8	楼撑捐𫮇初󰅒	U+697C U+6491 U+6350 U+2BB87 U+521D U+F0152	6	Lầu xanh quen lối xưa nay,	6	1	楼撑捐𫮇初󰅒	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	11	5	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_5_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_5_2.jpg	train	161.2,7.1,33.0,564.8	芸尼時𥙩𪪳尼先師	U+82B8 U+5C3C U+6642 U+25669 U+2AAB3 U+5C3C U+5148 U+5E2B	8	Nghề này thì lấy ông này tiên sư.	8	1	芸尼時𥙩𪪳尼先師	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	12	6	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_6_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_6_1.jpg	train	125.4,9.7,30.2,563.2	香𣋚花󰉲奉賒	U+9999 U+232DA U+82B1 U+F0272 U+5949 U+8CD2	6	Hương HÔM HOA sớm phụng thờ,	6	1	香𣋚花󰉲奉賒	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	13	6	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_6_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_6_2.jpg	train	125.4,9.7,30.2,563.2	姑芇醜𩴬朱䜹䋦行	U+59D1 U+8287 U+919C U+29D2C U+6731 U+4739 U+42E6 U+884C	8	Cô nào xấu MẼ CHO thưa mối hàng .	9	0	姑芇醜𩴬朱䜹䋦行	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	14	7	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_7_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_7_1.jpg	train	89.2,10.3,33.1,559.4	𪭯襜𢯰襖󱋓𠴔	U+2AB6F U+895C U+22BF0 U+8956 U+F12D3 U+20D14	6	Cổi xiêm LỘT áo chán chường,	6	1	𪭯襜𢯰襖󱋓𠴔	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	15	7	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_7_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_7_2.jpg	train	89.2,10.3,33.1,559.4	畧神仕願𤗖香淋滛	U+7567 U+795E U+4ED5 U+9858 U+245D6 U+9999 U+6DCB U+6EDB	8	Trước thần sẽ nguyện mảnh hương lầm dầm.	8	1	畧神仕願𤗖香淋滛	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	16	8	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_8_1.jpg	train	52.3,9.7,32.8,558.8	対花𢯰𠁑袑𦣰	U+5BFE U+82B1 U+22BF0 U+20051 U+8891 U+268F0	6	Đổi hoa LÓT DƯỚI chiếu nằm,	6	1	対花𢯰𠁑袑𦣰	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	17	8	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_8_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_8_2.jpg	train	52.3,9.7,32.8,558.8	𧊉蜂悲吏喑喑罒𡆫	U+27289 U+8702 U+60B2 U+540F U+5591 U+5591 U+7F52 U+211AB	8	Bướm ong bay lại ầm ầm tứ vi.	8	1	𧊉蜂悲吏喑喑罒𡆫	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	18	9	1	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_9_1.jpg	train	15.2,10.9,32.3,558.7	娇群料坦別之	U+5A07 U+7FA4 U+6599 U+5766 U+5225 U+4E4B	6	Kiều còn LIỆU ĐẤT biết gì,	6	1	娇群料坦別之	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25a	data/handwritten/pages/tale-of-kieu/images/page25a.jpg	19	9	2	data/handwritten/patches/tale-of-kieu/patches/page25a.jpg_9_2.jpg	data/handwritten/patches_preprocessed/train/page25a.jpg_9_2.jpg	train	15.2,10.9,32.3,558.7	拠𠳒𥛉𬺗媒时𭝫𣦍	U+62E0 U+20CD2 U+256C9 U+2CE97 U+5A92 U+65F6 U+2D76B U+2398D	8	Cứ lời lạy xuống mụ thì khấn ngay:	8	1	拠𠳒𥛉𬺗媒时𭝫𣦍	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	0	0	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_0_1.jpg	train	345.6,8.0,33.1,560.6	𫔳行奔半朱枚	U+2B533 U+884C U+5954 U+534A U+6731 U+679A	6	"""Cửa hàng buôn bán cho may,"	6	1	𫔳行奔半朱枚	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	1	0	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_0_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_0_2.jpg	train	345.6,8.0,33.1,560.6	店店寒食𣈜𣈜元宵	U+5E97 U+5E97 U+5BD2 U+98DF U+2321C U+2321C U+5143 U+5BB5	8	"""Đêm đêm Hàn thực ngày ngày Nguyên tiêu."	8	1	店店寒食𣈜𣈜元宵	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	2	1	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_1_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_1_1.jpg	train	308.8,9.1,33.9,557.7	𬮙𠦳㝵体拱腰	U+2CB99 U+209B3 U+3775 U+4F53 U+62F1 U+8170	6	"""Muôn nghìn người thấy cũng yêu,"	6	1	𬮙𠦳㝵体拱腰	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	3	1	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_1_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_1_2.jpg	train	308.8,9.1,33.9,557.7	𠮿嗃鶧燕習耀竹枝	U+20BBF U+55C3 U+9DA7 U+71D5 U+7FD2 U+8000 U+7AF9 U+679D	8	“Xôn xao anh yến dập dìu trúc MAI .	9	0	𠮿嗃鶧燕習耀竹枝	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	4	2	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_2_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_2_1.jpg	train	273.7,7.7,33.7,560.7	信鴈刎𦲿䜹排	U+4FE1 U+9D08 U+520E U+26CBF U+4739 U+6392	6	"""Tin nhạn vẩn lá thơ bời,"	6	1	信鴈刎𦲿䜹排	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	5	2	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_2_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_2_2.jpg	train	273.7,7.7,33.7,560.7	迻㝵󰘂畧逴㝵󰘂娄	U+8FFB U+3775 U+F0602 U+7567 U+9034 U+3775 U+F0602 U+5A04	8	"""Đưa người cửa trước rước người cửa sau."""	8	1	迻㝵󰘂畧逴㝵󰘂娄	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	6	3	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_3_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_3_1.jpg	train	239.9,8.3,30.8,557.9	𨔍𦖻𦖑渚別󰠳	U+2850D U+265BB U+26591 U+6E1A U+5225 U+F0833	6	Lạ tai nghe chửa biết đâu,	6	1	𨔍𦖻𦖑渚別󰠳	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	7	3	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_3_2.jpg	data/handwritten/patches_preprocessed/val/page25b.jpg_3_2.jpg	val	239.9,8.3,30.8,557.9	𫀅情𦋦拱仍牟󰇾揚	U+2B005 U+60C5 U+262E6 U+62F1 U+4ECD U+725F U+F01FE U+63DA	8	Xem tình ra cũng những màu dở dang.	8	1	𫀅情𦋦拱仍牟󰇾揚	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	8	4	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_4_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_4_1.jpg	train	203.7,8.1,31.8,560.4	礼衝香火家堂	U+793C U+885D U+9999 U+706B U+5BB6 U+5802	6	Lễ xong hương hoả gia đường,	6	1	礼衝香火家堂	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	9	4	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_4_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_4_2.jpg	train	203.7,8.1,31.8,560.4	秀󰜏勿𧂭蓮床𡎢𣦍	U+79C0 U+F070F U+52FF U+270AD U+84EE U+5E8A U+213A2 U+2398D	8	Tú bà vắt nóc lên giường ngồi ngay.	8	1	秀󰜏勿𧂭蓮床𡎢𣦍	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	10	5	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_5_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_5_1.jpg	train	167.6,10.0,30.9,561.6	𠰺浪昆𥛉媄低	U+20C3A U+6D6A U+6606 U+256C9 U+5A84 U+4F4E	6	Dạy rằng: “Con lạy mẹ ĐÂY ,	7	0	𠰺浪昆𥛉媄低	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	11	5	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_5_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_5_2.jpg	train	167.6,10.0,30.9,561.6	𥛉耒時𥛉舅眉边箕	U+256C9 U+8012 U+6642 U+256C9 U+8205 U+7709 U+8FB9 U+7B95	8	"""Lạy rồi thì lạy cậu mày bên kia"""	8	1	𥛉耒時𥛉舅眉边箕	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	12	6	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_6_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_6_1.jpg	train	131.0,9.0,30.5,560.4	娘浪沛𨀈流󰡞	U+5A18 U+6D6A U+6C9B U+28008 U+6D41 U+F085E	6	"Nàng rằng: ""Phải bước lưu ly,"	6	1	娘浪沛𨀈流󰡞	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	13	6	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_6_2.jpg	data/handwritten/patches_preprocessed/val/page25b.jpg_6_2.jpg	val	131.0,9.0,30.5,560.4	分𪬡𠳐㐌甘皮小星	U+5206 U+2AB21 U+20CD0 U+340C U+7518 U+76AE U+5C0F U+661F	8	"""Phận hèn vâng đã cam bề tiểu tinh."	8	1	分𪬡𠳐㐌甘皮小星	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	14	7	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_7_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_7_1.jpg	train	93.6,9.7,32.5,558.9	調󰠳𥙩燕爫鶧	U+8ABF U+F0833 U+25669 U+71D5 U+722B U+9DA7	6	"""Điều đâu lấy yến làm anh,"	6	1	調󰠳𥙩燕爫鶧	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	15	7	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_7_2.jpg	data/handwritten/patches_preprocessed/val/page25b.jpg_7_2.jpg	val	93.6,9.7,32.5,558.9	𬏝䜹庄別買名分之	U+2C3DD U+4739 U+5E84 U+5225 U+8CB7 U+540D U+5206 U+4E4B	8	“Ngây thơ chẳng biết VỚI danh phận gì.	8	1	𬏝䜹庄別買名分之	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	16	8	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_8_1.jpg	train	58.2,10.1,30.8,558.5	覩調納采于歸	U+89A9 U+8ABF U+7D0D U+91C7 U+4E8E U+6B78	6	"""Đủ điều nạp thái vu qui,"	6	1	覩調納采于歸	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	17	8	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_8_2.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_8_2.jpg	train	58.2,10.1,30.8,558.5	㐌欺鍾乍吏欺𨅸𡎢	U+340C U+6B3A U+937E U+4E4D U+540F U+6B3A U+28178 U+213A2	8	“Đã khi CHUNG CHẠ lại khi đứng ngồi.	8	1	㐌欺鍾乍吏欺𨅸𡎢	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	18	9	1	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/page25b.jpg_9_1.jpg	train	16.3,12.0,34.6,553.7	徐𦋦台堛対嵬	U+5F90 U+262E6 U+53F0 U+581B U+5BFE U+5D6C	6	"""Giờ ra thay bậc đổi ngôi,"	6	1	徐𦋦台堛対嵬	1
TruyenKieu	Kiều 1872 (in mộc bản)	page25b	data/handwritten/pages/tale-of-kieu/images/page25b.jpg	19	9	2	data/handwritten/patches/tale-of-kieu/patches/page25b.jpg_9_2.jpg			16.3,12.0,34.6,553.7	敢嗔-吏𠬠𠳒朱明	U+6562 U+55D4 U+002D U+540F U+20B20 U+20CD2 U+6731 U+660E	8	“Dám xin GỬI lại một lời cho minh.”	8	1		
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	0	0	1	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_0_1.jpg	train	332.6,13.9,32.7,545.7	媒𦖑娘呐咍情	U+5A92 U+26591 U+5A18 U+5450 U+548D U+60C5	6	Mụ nghe nàng nói hay tình,	6	1	媒𦖑娘呐咍情	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	1	0	2	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_0_2.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_0_2.jpg	train	332.6,13.9,32.7,545.7	閉徐買浽三彭媒蓮	U+9589 U+5F90 U+8CB7 U+6D7D U+4E09 U+5F6D U+5A92 U+84EE	8	Bấy giờ mới nổi tam bành mụ lên:	8	1	閉徐買浽三彭媒蓮	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	2	1	1	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_1_1.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_1_1.jpg	train	299.2,13.7,31.7,547.5	尼尼事㐌果然	U+5C3C U+5C3C U+4E8B U+340C U+679C U+7136	6	"""Này này sự đã quả nhiên,"	6	1	尼尼事㐌果然	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	3	1	2	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_1_2.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_1_2.jpg	train	299.2,13.7,31.7,547.5	催它刼𧵑𫯳綿𠫾耒	U+50AC U+5B83 U+523C U+27D51 U+2BBF3 U+7DBF U+20AFE U+8012	8	“Thôi đà cướp CỦA chồng min đi rồi!	8	1	催它刼𧵑𫯳綿𠫾耒	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	4	2	1	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_2_1.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_2_1.jpg	train	260.9,13.1,33.7,547.8	保時𠫾造𥙩㝵	U+4FDD U+6642 U+20AFE U+9020 U+25669 U+3775	6	“Bảo THÌ đi dạo lấy người,	6	1	保時𠫾造𥙩㝵	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	5	2	2	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_2_2.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_2_2.jpg	train	260.9,13.1,33.7,547.8	󰝡𧗱逴客劍利麻咹	U+F0761 U+275F1 U+9034 U+5BA2 U+528D U+5229 U+9EBB U+54B9	8	"""Đem về rước khách kiếm lời mà ăn."	8	1	󰝡𧗱逴客劍利麻咹	1
TruyenKieu	Kiều 1872 (in mộc bản)	page26a	data/handwritten/pages/tale-of-kieu/images/page26a.jpg	6	3	1	data/handwritten/patches/tale-of-kieu/patches/page26a.jpg_3_1.jpg	data/handwritten/patches_preprocessed/train/page26a.jpg_3_1.jpg	train	226.0,11.9,30.7,548.4	從󰟁󰒂扵󰟁仁	U+5F9E U+F07C1 U+F0482 U+6275 U+F07C1 U+4EC1	6	“Tuồng vô nghĩa ở VÔ nhân,	6	1	從󰟁󰒂扵󰟁仁	1
